------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Georgia by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Georgia",13000,No,206.6 ,204.6, 208.6,8914,falling,-1.8 ,-1.9, -1.7
"United States",00000,No,193.1 ,192.8, 193.4,310576,falling,-1.8 ,-1.8, -1.8
"Clinch County",13065,No,326.1 ,236.4, 437.5,10,stable,-0.3 ,-1.8, 1.2
"Early County",13099,No,319.3 ,257.5, 392.3,19,stable,-0.3 ,-1.3, 0.8
"Quitman County",13239,No,317.7 ,206.1, 479.9,6,stable,0.2 ,-2.1, 2.5
"Dade County",13083,No,302.2 ,252.5, 359.2,28,stable,-0.8 ,-1.9, 0.4
"Terrell County",13273,No,301.8 ,233.5, 384.3,15,stable,-1.4 ,-2.8, 0.0
"Toombs County",13279,No,298.1 ,255.6, 345.5,38,falling,-1.1 ,-2.1, -0.2
"Butts County",13035,No,297.4 ,251.6, 349,34,stable,-0.3 ,-1.2, 0.7
"Glascock County",13125,No,295.7 ,180.8, 456.1,5,*,*,*,*
"Jenkins County",13165,No,291.1 ,219.6, 377.5,12,stable,-1.1 ,-2.4, 0.3
"Jefferson County",13163,No,284.3 ,234.6, 341.6,25,stable,-0.5 ,-1.6, 0.8
"Washington County",13303,No,279.1 ,233.9, 330.6,30,stable,-0.3 ,-1.3, 0.8
"Pike County",13231,No,278.8 ,228.6, 336.7,24,stable,-1.3 ,-2.8, 0.3
"Emanuel County",13107,No,278.8 ,235.4, 327.9,32,falling,-1.3 ,-2.1, -0.4
"Turner County",13287,No,278.5 ,214.2, 356.8,13,stable,-0.6 ,-2.1, 0.9
"Ben Hill County",13017,No,277.3 ,229.3, 332.5,25,falling,-1.2 ,-2.4, -0.1
"Decatur County",13087,No,275.7 ,236.3, 319.7,38,falling,-1.5 ,-2.3, -0.6
"Bacon County",13005,No,275.2 ,215.9, 345.8,16,stable,-1.1 ,-2.5, 0.4
"Bryan County",13029,No,274.7 ,233.5, 320.6,36,stable,-0.7 ,-1.9, 0.5
"Screven County",13251,No,274.3 ,223.2, 334,22,stable,-16.9 ,-34.0, 4.7
"McDuffie County",13189,No,271.4 ,226.2, 322.9,28,falling,-2.9 ,-5.1, -0.7
"Franklin County",13119,No,270.7 ,231.6, 314.8,37,stable,-0.1 ,-1.0, 0.9
"Burke County",13033,No,265.5 ,221, 316.3,28,stable,-0.8 ,-2.0, 0.5
"Stephens County",13257,No,265.5 ,228.7, 306.7,40,stable,-0.8 ,-1.6, 0.1
"Tattnall County",13267,No,265.1 ,222.9, 312.5,32,falling,-1.1 ,-1.8, -0.4
"Elbert County",13105,No,265.1 ,223.4, 312.6,31,falling,-1.2 ,-2.0, -0.4
"Peach County",13225,No,263.6 ,223.8, 308.4,34,falling,-1.3 ,-2.4, -0.2
"Stewart County",13259,No,261.5 ,184.5, 360.4,8,stable,0.2 ,-1.3, 1.7
"Wayne County",13305,No,261 ,224.4, 301.8,39,stable,-0.3 ,-1.2, 0.7
"Laurens County",13175,No,258.6 ,230.1, 289.6,64,stable,12.1 ,-7.8, 36.3
"Pierce County",13229,No,258.1 ,214.4, 308.2,27,stable,-1.0 ,-2.0, 0.0
"Seminole County",13253,No,256.2 ,198.1, 327.6,15,stable,-1.0 ,-2.4, 0.3
"Murray County",13213,No,254.7 ,220.6, 292.6,47,stable,-0.9 ,-1.8, 0.0
"Richmond County",13245,No,254.6 ,239.3, 270.7,226,falling,-1.5 ,-1.8, -1.2
