------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Alabama by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama",01000,***,7.4 ,7, 7.8,238,falling,-3.3 ,-4.7, -1.8
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Jackson County",01071,***,12.2 ,7.6, 18.9,5,*,*,*,*
"Dale County",01045,***,9.9 ,5.7, 16.4,3,*,*,*,*
"Russell County",01113,***,9.9 ,5.6, 16.2,3,*,*,*,*
"Morgan County",01103,***,9.7 ,6.9, 13.5,8,stable,0.4 ,-1.3, 2.2
"Lee County",01081,***,9.5 ,6.5, 13.4,7,stable,0.8 ,-1.4, 3.2
"DeKalb County",01049,***,9.1 ,5.6, 14.2,4,stable,0.4 ,-1.7, 2.5
"Marshall County",01095,***,8.8 ,5.9, 12.7,6,stable,0.6 ,-1.5, 2.8
"Talladega County",01121,***,8.6 ,5.4, 13,5,stable,0.2 ,-2.8, 3.4
"Houston County",01069,***,8.4 ,5.6, 12.1,6,stable,0.7 ,-1.4, 2.8
"Baldwin County",01003,***,8.1 ,6.1, 10.5,12,stable,-1.5 ,-3.1, 0.1
"Cullman County",01043,***,7.8 ,4.9, 12,5,*,*,*,*
"Tuscaloosa County",01125,***,7.7 ,5.5, 10.5,8,stable,-0.5 ,-1.9, 0.9
"St. Clair County",01115,***,7.4 ,4.5, 11.6,4,stable,-1.7 ,-5.0, 1.7
"Blount County",01009,***,7.4 ,4.2, 12.3,3,*,*,*,*
"Montgomery County",01101,***,7.3 ,5.5, 9.6,11,stable,-1.5 ,-3.2, 0.3
