------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Alabama by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama",01000,***,11.5 ,11.1, 11.9,674,rising,0.4 ,0.2, 0.6
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Hale County",01065,***,19.8 ,12, 31.2,4,*,*,*,*
"Chambers County",01017,***,17.4 ,12.4, 23.9,8,rising,2.0 ,0.1, 4.0
"Monroe County",01099,***,17.3 ,11.1, 25.9,5,stable,0.6 ,-1.4, 2.7
"Geneva County",01061,***,16.4 ,11, 23.9,6,*,*,*,*
"Dallas County",01047,***,16.3 ,11.7, 22.1,9,stable,1.4 ,-0.9, 3.6
"Lamar County",01075,***,15.6 ,9, 26,3,*,*,*,*
"Winston County",01133,***,15.1 ,9.7, 22.8,5,*,*,*,*
"Franklin County",01059,***,15 ,10, 21.8,6,*,*,*,*
"Butler County",01013,***,15 ,8.9, 23.9,4,*,*,*,*
"Walker County",01127,***,14.4 ,11, 18.6,13,rising,1.7 ,0.4, 3.0
"Washington County",01129,***,14.3 ,8.3, 23.6,3,*,*,*,*
"Macon County",01087,***,13.6 ,7.9, 22.3,4,stable,-0.2 ,-3.0, 2.7
"Pickens County",01107,***,13 ,7.7, 21.1,4,*,*,*,*
