------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_033.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Alabama by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama",01000,No,179 ,177.4, 180.6,10332,falling,-1.7 ,-1.9, -1.4
"United States",00000,Yes,161 ,160.8, 161.1,590623,falling,-1.5 ,-1.6, -1.5
"Walker County",01127,No,223.1 ,209, 237.9,196,stable,-0.1 ,-0.5, 0.3
"Dallas County",01047,No,220.7 ,202.3, 240.3,112,falling,-0.6 ,-1.1, -0.2
"Washington County",01129,No,219 ,191.5, 249.7,47,stable,-0.3 ,-1.2, 0.6
"Lowndes County",01085,No,214.3 ,179.8, 253.8,29,stable,-0.4 ,-1.3, 0.5
"Bullock County",01011,No,213.2 ,177.8, 253.8,26,stable,0.0 ,-1.0, 1.0
"Jackson County",01071,No,212 ,196.8, 228.2,151,stable,-0.5 ,-0.9, 0.0
"Cherokee County",01019,No,208.5 ,187.6, 231.3,79,stable,-0.2 ,-0.9, 0.4
"Fayette County",01057,No,205.2 ,180, 233.4,50,stable,-0.2 ,-0.9, 0.6
"Crenshaw County",01041,No,204 ,175.3, 236.4,38,stable,-0.5 ,-1.4, 0.3
"Chambers County",01017,No,201.7 ,183.6, 221.3,95,falling,-0.5 ,-1.0, -0.1
"Russell County",01113,No,200.2 ,184.2, 217.1,121,falling,-0.7 ,-1.2, -0.3
"Macon County",01087,No,199.6 ,175.1, 226.8,51,falling,-1.1 ,-1.6, -0.6
"Escambia County",01053,No,197.6 ,180, 216.6,95,falling,-1.0 ,-1.4, -0.5
"Bibb County",01007,No,197.2 ,173.5, 223.3,52,falling,-0.8 ,-1.4, -0.1
"Lee County",01081,No,197.1 ,186, 208.6,251,stable,-6.0 ,-17.3, 6.8
"Hale County",01065,No,196.1 ,168.7, 226.8,39,stable,-0.6 ,-1.7, 0.5
"Lamar County",01075,No,195.1 ,169, 224.6,42,stable,-0.3 ,-1.0, 0.4
"Wilcox County",01131,No,194.4 ,162.5, 231.1,27,stable,-0.2 ,-1.3, 0.9
"Pike County",01109,No,193 ,172.6, 215.3,67,falling,-1.1 ,-1.7, -0.4
"Tallapoosa County",01123,No,192.8 ,176.6, 210.4,110,stable,-0.5 ,-1.2, 0.3
"Elmore County",01051,No,192.7 ,179.4, 206.7,164,falling,-1.0 ,-1.4, -0.7
"Autauga County",01001,No,192.4 ,176.8, 209,116,falling,-1.5 ,-2.2, -0.8
"Marengo County",01091,No,191.8 ,168.7, 217.6,52,falling,-0.8 ,-1.5, -0.1
"Etowah County",01055,No,191.2 ,180.7, 202.1,260,falling,-0.6 ,-0.9, -0.3
"Talladega County",01121,No,189.3 ,177.2, 202,191,falling,-0.8 ,-1.1, -0.4
"Perry County",01105,No,189.2 ,155.8, 228.2,24,stable,0.0 ,-1.2, 1.2
"Mobile County",01097,No,188.9 ,183.3, 194.6,898,falling,-1.5 ,-1.8, -1.2
"Henry County",01067,No,188.3 ,164.5, 215.1,48,stable,-0.6 ,-1.3, 0.2
