------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=49&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '49', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=49&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Utah by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Utah",49000,25.8,773771,"1 of 52"
"United States",00000,32.4,104105673,"N/A"
"Utah County",49049,20.2,116669,"9 of 3141"
"Cache County",49005,21.1,25410,"12 of 3141"
"Iron County",49021,24.2,11762,"34 of 3141"
"Washington County",49053,25.2,39163,"49 of 3141"
"Uintah County",49047,25.2,9160,"51 of 3141"
"Duchesne County",49013,25.5,5175,"60 of 3141"
"Piute County",49031,25.6,476,"64 of 3141"
"Juab County",49023,25.8,2764,"68 of 3141"
"Davis County",49011,26.3,88000,"88 of 3141"
"Sanpete County",49039,26.4,7636,"93 of 3141"
"Tooele County",49045,26.8,16984,"113 of 3141"
"Sevier County",49041,27.2,5700,"131 of 3141"
"Weber County",49057,27.5,67120,"150 of 3141"
"Wasatch County",49051,27.6,8096,"156 of 3141"
"Rich County",49033,27.7,638,"159 of 3141"
"Box Elder County",49003,27.9,14547,"177 of 3141"
"Salt Lake County",49035,28.0,309407,"184 of 3141"
"Morgan County",49029,28.1,3091,"193 of 3141"
"San Juan County",49037,28.4,4320,"224 of 3141"
"Beaver County",49001,28.5,1830,"234 of 3141"
"Emery County",49015,28.7,2992,"253 of 3141"
"Millard County",49027,29.2,3688,"295 of 3141"
"Carbon County",49007,29.5,6050,"323 of 3141"
"Kane County",49025,29.6,2143,"333 of 3141"
"Garfield County",49017,30.9,1551,"572 of 3141"
"Wayne County",49055,31.7,855,"794 of 3141"
"Grand County",49019,32.9,3143,"1304 of 3141"
"Summit County",49043,38.1,15120,"3036 of 3141"
"Daggett County",49009,40.0,281,"3100 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
