------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=001&race=07&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '001', 'race': '07', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=001&race=07&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for California by County

"All Cancer Sites (All Stages^), 2012-2016"

"White Non-Hispanic, Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"California(7,8)",06000,***,451.7 ,450.3, 453,99280,falling,-1.8 ,-2.2, -1.5
"US (SEER+NPCR) &sect; (1,10)",00000,***,464.2 ,463.8, 464.6,1254697,stable,-0.7 ,-1.6, 0.1
"Glenn County(7,8)",06021,***,503.7 ,461.9, 548.7,120,stable,-0.4 ,-1.4, 0.6
"Tehama County(7,8)",06103,***,498.6 ,474.2, 524,352,falling,-0.6 ,-1.2, -0.1
"Shasta County(7,8)",06089,***,498.3 ,484.4, 512.4,1100,stable,-0.4 ,-0.9, 0.1
"Napa County(7,8)",06055,***,485.5 ,467.6, 504.1,651,falling,-2.6 ,-4.5, -0.6
"Yuba County(7,8)",06115,***,481.9 ,454.6, 510.4,250,stable,-0.8 ,-1.6, 0.0
"San Mateo County(7,8)",06081,***,478.5 ,469.3, 487.8,2270,falling,-1.6 ,-2.3, -1.0
"Butte County(7,8)",06007,***,473 ,460.1, 486.2,1148,falling,-3.3 ,-6.3, -0.3
"Placer County(7,8)",06061,***,472.2 ,462.5, 482.2,1913,falling,-0.6 ,-0.9, -0.3
"Sacramento County(7,8)",06067,***,470.8 ,464.5, 477.3,4470,falling,-1.6 ,-2.3, -0.9
"Imperial County(7,8)",06025,***,467.3 ,434, 502.8,167,stable,-0.4 ,-1.2, 0.3
"Inyo County(7,8)",06027,***,466.6 ,421.4, 516.2,101,stable,-0.2 ,-1.3, 0.9
"Solano County(7,8)",06095,***,464.9 ,452.5, 477.6,1174,falling,-3.9 ,-5.5, -2.2
"San Joaquin County(7,8)",06077,***,463.1 ,452.8, 473.5,1671,falling,-1.8 ,-2.8, -0.8
"Contra Costa County(7,8)",06013,***,462.5 ,455.4, 469.7,3573,falling,-3.6 ,-5.7, -1.5
"San Francisco County(7,8)",06075,***,460.1 ,450.6, 469.8,1887,falling,-1.8 ,-2.6, -1.1
"Santa Barbara County(7,8)",06083,***,459.3 ,448, 470.9,1458,stable,-0.4 ,-0.9, 0.1
"San Bernardino County(7,8)",06071,***,458.2 ,451.7, 464.7,4122,falling,-3.9 ,-6.8, -0.9
"Orange County(7,8)",06059,***,458 ,453.5, 462.4,8924,falling,-0.9 ,-1.1, -0.7
"Ventura County(7,8)",06111,***,457.2 ,449.1, 465.5,2701,falling,-1.0 ,-1.3, -0.6
"Sonoma County(7,8)",06097,***,455.4 ,446.6, 464.3,2371,falling,-1.9 ,-2.6, -1.2
"Marin County(7,8)",06041,***,454.9 ,443.6, 466.5,1440,falling,-0.6 ,-0.9, -0.3
"Santa Cruz County(7,8)",06087,***,454.5 ,441.4, 467.9,1045,falling,-0.8 ,-1.2, -0.4
"Santa Clara County(7,8)",06085,***,454 ,447.7, 460.5,4170,falling,-2.4 ,-3.2, -1.7
"Los Angeles County(7,8)",06037,***,450.6 ,447.5, 453.7,17888,stable,-1.1 ,-2.6, 0.5
"El Dorado County(7,8)",06017,***,449.8 ,436.7, 463.3,1011,falling,-0.9 ,-1.4, -0.4
"San Diego County(7,8)",06073,***,448.8 ,444.6, 453,9395,falling,-1.8 ,-2.2, -1.3
"Stanislaus County(7,8)",06099,***,447.3 ,436.8, 457.9,1489,falling,-1.5 ,-2.5, -0.5
"Riverside County(7,8)",06065,***,444.6 ,439.4, 449.8,6285,falling,-0.9 ,-1.2, -0.6
"Lake County(7,8)",06033,***,444.4 ,422.2, 467.7,359,falling,-1.2 ,-1.9, -0.5
"Kern County(7,8)",06029,***,442.8 ,433.6, 452.2,1878,falling,-0.9 ,-1.3, -0.5
"Colusa County(7,8)",06011,***,441.7 ,387.9, 501.9,58,stable,1.0 ,-1.0, 3.1
"Yolo County(7,8)",06113,***,440.3 ,423.5, 457.5,561,falling,-1.1 ,-1.6, -0.5
"Mendocino County(7,8)",06045,***,440.2 ,420, 461.2,439,stable,-0.6 ,-1.4, 0.2
"Alameda County(7,8)",06001,***,439.6 ,432.7, 446.6,3300,falling,-1.8 ,-3.1, -0.5
"Madera County(7,8)",06039,***,439 ,418.7, 460.3,402,stable,-0.4 ,-1.1, 0.3
"Sutter County(7,8)",06101,***,438.4 ,415.5, 462.5,293,stable,-3.8 ,-8.0, 0.6
"Humboldt County(7,8)",06023,***,438.3 ,422.3, 454.9,628,falling,-1.5 ,-2.1, -0.9
"Monterey County(7,8)",06053,***,436.5 ,423.6, 449.8,1002,falling,-0.8 ,-1.3, -0.2
"Fresno County(7,8)",06019,***,432.6 ,423.6, 441.8,1929,falling,-2.1 ,-3.0, -1.2
"Del Norte County(7,8)",06015,***,428.2 ,392.5, 466.7,118,stable,-1.3 ,-2.7, 0.1
"San Luis Obispo County(7,8)",06079,***,426 ,414.8, 437.4,1281,falling,-1.8 ,-2.3, -1.4
"Amador County(7,8)",06005,***,424 ,398, 451.7,242,falling,-1.4 ,-2.1, -0.7
"Trinity County(7,8)",06105,***,423.9 ,379.3, 473.2,84,stable,-1.2 ,-2.5, 0.2
"Plumas County(7,8)",06063,***,423.8 ,386.3, 464.5,124,stable,-0.8 ,-1.9, 0.3
"San Benito County(7,8)",06069,***,419.7 ,386.1, 455.6,129,falling,-3.5 ,-6.0, -1.0
"Merced County(7,8)",06047,***,418.6 ,401.3, 436.5,475,falling,-1.4 ,-2.0, -0.7
"Tulare County(7,8)",06107,***,407.8 ,395, 420.9,837,falling,-1.4 ,-1.8, -1.0
"Nevada County(7,8)",06057,***,406.3 ,390.5, 422.5,610,falling,-1.9 ,-2.5, -1.3
"Kings County(7,8)",06031,***,400.8 ,378.5, 424.2,248,falling,-6.8 ,-12.8, -0.4
"Calaveras County(7,8)",06009,***,399.1 ,375.8, 423.8,275,falling,-1.1 ,-1.9, -0.3
"Tuolumne County(7,8)",06109,***,390.6 ,369.5, 412.8,310,falling,-14.5 ,-22.6, -5.6
"Modoc County(7,8)",06049,***,389.9 ,338.5, 448.5,51,stable,-1.1 ,-3.0, 0.7
"Lassen County(7,8)",06035,***,380.7 ,348.1, 415.7,108,stable,0.8 ,-0.8, 2.5
"Siskiyou County(7,8)",06093,***,373.4 ,349.7, 398.6,229,falling,-4.9 ,-7.6, -2.0
"Mariposa County(7,8)",06043,***,362.6 ,328.4, 400.3,100,falling,-2.0 ,-2.8, -1.2
"Sierra County(7,8)",06091,***,344.4 ,260.9, 451.9,16,stable,-0.8 ,-3.8, 2.4
"Mono County(7,8)",06051,***,312.2 ,268.8, 361.7,43,stable,-1.5 ,-4.4, 1.5
"Alpine County(7,8)",06003,***,239.7 ,133.2, 463.5,3,stable,2.2 ,-6.0, 11.2

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
