------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '040', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_054.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for California by County

"Pancreas (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"California(3)",06000,***,9.2 ,9, 9.3,3731,78.7
"US (SEER+NPCR)(1)",00000,***,9.8 ,9.8, 9.9,36450,77.2
"Lake County(7)",06033,***,12.3 ,9.3, 16.1,12,88.1
"Del Norte County(7)",06015,***,11.1 ,6.6, 17.7,4,79.2
"Merced County(7)",06047,***,11 ,9.1, 13.1,25,85.1
"Solano County(7)",06095,***,10.8 ,9.5, 12.2,53,82.9
"Santa Barbara County(7)",06083,***,10.6 ,9.3, 12,50,83.9
"Monterey County(7)",06053,***,10.4 ,9, 11.9,43,84.5
"Placer County(7)",06061,***,10.1 ,8.9, 11.5,50,83.6
"Butte County(7)",06007,***,10.1 ,8.5, 11.9,29,83.0
"Sonoma County(7)",06097,***,10 ,8.9, 11.2,67,83.8
"Sacramento County(7)",06067,***,10 ,9.3, 10.7,155,79.7
"Santa Cruz County(7)",06087,***,10 ,8.4, 11.8,30,83.1
"Stanislaus County(7)",06099,***,9.9 ,8.7, 11.2,53,79.0
"Napa County(7)",06055,***,9.8 ,7.9, 12.1,19,83.8
"El Dorado County(7)",06017,***,9.8 ,8.1, 11.7,26,79.9
"San Benito County(7)",06069,***,9.8 ,6.5, 14.2,6,82.9
"Shasta County(7)",06089,***,9.7 ,8.1, 11.6,25,76.0
"San Francisco County(7)",06075,***,9.7 ,8.8, 10.6,98,80.7
"Alameda County(7)",06001,***,9.7 ,9, 10.4,163,82.6
"San Mateo County(7)",06081,***,9.5 ,8.6, 10.5,85,80.0
"Mendocino County(7)",06045,***,9.4 ,7.1, 12.2,13,82.9
"Ventura County(7)",06111,***,9.4 ,8.5, 10.3,87,78.3
"San Diego County(7)",06073,***,9.3 ,8.9, 9.8,314,80.3
"Contra Costa County(7)",06013,***,9.3 ,8.5, 10.1,120,78.4
"Kings County(7)",06031,***,9.3 ,6.9, 12.1,11,86.2
"Orange County(7)",06059,***,9.3 ,8.8, 9.7,310,78.7
"Tehama County(7)",06103,***,9.2 ,6.6, 12.7,8,78.8
"San Luis Obispo County(7)",06079,***,9.2 ,7.9, 10.8,34,83.9
"Santa Clara County(7)",06085,***,9.2 ,8.6, 9.8,176,79.3
"Fresno County(7)",06019,***,9.2 ,8.3, 10.1,81,75.7
"Marin County(7)",06041,***,9.2 ,7.8, 10.7,35,76.3
"Madera County(7)",06039,***,9.1 ,7.1, 11.6,15,77.7
"Tuolumne County(7)",06109,***,9.1 ,6.5, 12.7,9,78.2
"Yuba County(7)",06115,***,9.1 ,6.3, 12.8,7,79.5
"Amador County(7)",06005,***,9 ,6, 13.4,6,83.8
"Kern County(7)",06029,***,8.9 ,7.9, 9.9,67,80.1
"Nevada County(7)",06057,***,8.8 ,6.9, 11.3,15,82.8
"Yolo County(7)",06113,***,8.8 ,7, 10.9,17,78.2
"Imperial County(7)",06025,***,8.8 ,6.9, 11,15,84.4
