------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Tennessee",47000,15.4,1013356,"26 of 52"
"Montgomery County",47125,8.7,16714,"3104 of 3141"
"Rutherford County",47149,9.7,28873,"3078 of 3141"
"Davidson County",47037,11.4,77455,"2958 of 3141"
"Williamson County",47187,12.0,25459,"2896 of 3141"
"Shelby County",47157,12.2,114417,"2872 of 3141"
"Tipton County",47167,13.4,8210,"2700 of 3141"
"Robertson County",47147,13.7,9396,"2654 of 3141"
"Cheatham County",47021,13.8,5473,"2639 of 3141"
"Bedford County",47003,14.6,6820,"2481 of 3141"
"Wilson County",47189,14.7,19008,"2433 of 3141"
"Knox County",47093,14.8,66797,"2429 of 3141"
"Sumner County",47165,14.8,26026,"2417 of 3141"
"Lauderdale County",47097,14.9,3938,"2407 of 3141"
"Maury County",47119,15.0,13137,"2369 of 3141"
"Dickson County",47043,15.2,7814,"2321 of 3141"
"Marshall County",47117,15.3,4862,"2303 of 3141"
"Madison County",47113,15.5,15129,"2266 of 3141"
"Trousdale County",47169,15.5,1361,"2245 of 3141"
"Lake County",47095,15.5,1179,"2239 of 3141"
"Macon County",47111,15.6,3615,"2235 of 3141"
"Scott County",47151,15.8,3477,"2158 of 3141"
"Smith County",47159,15.9,3059,"2145 of 3141"
"Morgan County",47129,16.1,3478,"2074 of 3141"
"Bradley County",47011,16.1,16713,"2063 of 3141"
"Hickman County",47081,16.1,3957,"2053 of 3141"
"Putnam County",47141,16.3,12301,"2006 of 3141"
"Hamilton County",47065,16.5,58334,"1958 of 3141"
"Chester County",47023,16.5,2818,"1947 of 3141"
"Dyer County",47045,16.5,6238,"1932 of 3141"
"Haywood County",47075,16.6,2985,"1887 of 3141"
"Warren County",47177,16.8,6772,"1827 of 3141"
"Union County",47173,17.0,3252,"1786 of 3141"
"Coffee County",47031,17.0,9171,"1785 of 3141"
"Washington County",47179,17.1,21607,"1744 of 3141"
"Weakley County",47183,17.2,5796,"1730 of 3141"
"Henderson County",47077,17.2,4794,"1718 of 3141"
"Hardeman County",47069,17.2,4435,"1711 of 3141"
"DeKalb County",47041,17.5,3391,"1611 of 3141"
"Gibson County",47053,17.5,8614,"1609 of 3141"
"Lawrence County",47099,17.5,7467,"1601 of 3141"
"Hamblen County",47063,17.6,11197,"1561 of 3141"
"Bledsoe County",47007,17.8,2562,"1511 of 3141"
"Rhea County",47143,17.8,5790,"1488 of 3141"
"Cannon County",47015,17.8,2469,"1485 of 3141"
"Crockett County",47033,18.0,2613,"1460 of 3141"
"Sevier County",47155,18.1,17260,"1421 of 3141"
"Wayne County",47181,18.2,3036,"1398 of 3141"
"Lincoln County",47103,18.7,6288,"1217 of 3141"
"Claiborne County",47025,18.8,5922,"1211 of 3141"
"Franklin County",47051,18.8,7775,"1203 of 3141"
"Marion County",47115,18.8,5327,"1200 of 3141"
"Sequatchie County",47153,18.8,2758,"1189 of 3141"
"Blount County",47009,18.9,23986,"1175 of 3141"
"McMinn County",47107,18.9,9926,"1168 of 3141"
"Hancock County",47067,18.9,1249,"1154 of 3141"
"Giles County",47055,19.0,5527,"1118 of 3141"
"Jefferson County",47089,19.1,10083,"1115 of 3141"
"Humphreys County",47085,19.2,3502,"1084 of 3141"
"Anderson County",47001,19.2,14485,"1079 of 3141"
"Grainger County",47057,19.2,4407,"1071 of 3141"
"Obion County",47131,19.2,5897,"1063 of 3141"
"Stewart County",47161,19.3,2557,"1042 of 3141"
"Hawkins County",47073,19.3,10892,"1038 of 3141"
"Fayette County",47047,19.3,7599,"1034 of 3141"
"Overton County",47133,19.4,4261,"1021 of 3141"
