------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"Tennessee",47000,32.9,2170622,"36 of 52"
"Montgomery County",47125,27.0,51918,"122 of 3141"
"Putnam County",47141,29.3,22127,"305 of 3141"
"Chester County",47023,29.6,5067,"340 of 3141"
"Davidson County",47037,30.3,205675,"453 of 3141"
"Weakley County",47183,30.7,10367,"527 of 3141"
"Rutherford County",47149,30.8,92038,"563 of 3141"
"Trousdale County",47169,31.5,2766,"749 of 3141"
"Shelby County",47157,31.7,297072,"796 of 3141"
"Cumberland County",47035,31.9,18546,"868 of 3141"
"Lawrence County",47099,32.0,13617,"900 of 3141"
"Scott County",47151,32.0,7027,"912 of 3141"
"Knox County",47093,32.0,144803,"913 of 3141"
"Bedford County",47003,32.1,15038,"941 of 3141"
"Crockett County",47033,32.1,4672,"943 of 3141"
"Grundy County",47061,32.3,4314,"1028 of 3141"
"Madison County",47113,32.4,31677,"1058 of 3141"
"Lauderdale County",47097,32.6,8638,"1152 of 3141"
"Washington County",47179,32.6,41241,"1162 of 3141"
"Franklin County",47051,32.6,13510,"1168 of 3141"
"Hamblen County",47063,32.7,20740,"1185 of 3141"
"Tipton County",47167,32.7,20096,"1198 of 3141"
"Gibson County",47053,32.7,16113,"1208 of 3141"
"Bradley County",47011,32.8,33973,"1226 of 3141"
"Loudon County",47105,32.8,16725,"1229 of 3141"
"Hamilton County",47065,33.0,116946,"1329 of 3141"
"McNairy County",47109,33.0,8559,"1333 of 3141"
"Rhea County",47143,33.1,10742,"1370 of 3141"
"Perry County",47135,33.1,2609,"1379 of 3141"
"Warren County",47177,33.2,13362,"1442 of 3141"
"Coffee County",47031,33.3,17989,"1464 of 3141"
