------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00014&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00014', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_022.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00014&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Foreign born
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Foreign Born),Rank within US
"Tennessee",47000,5.0,326954,"35 of 51"
"United States",00000,13.4,43028127,"N/A"
"Scott County",47151,0.2,50,"3096 of 3140"
"Pickett County",47137,0.4,21,"3034 of 3140"
"Cocke County",47029,0.6,212,"2941 of 3140"
"Union County",47173,0.6,117,"2933 of 3140"
"Grundy County",47061,0.6,82,"2928 of 3140"
"Morgan County",47129,0.6,133,"2927 of 3140"
"Humphreys County",47085,0.6,116,"2912 of 3140"
"Marion County",47115,0.7,200,"2854 of 3140"
"Jackson County",47087,0.7,84,"2840 of 3140"
"Campbell County",47013,0.8,307,"2811 of 3140"
"Perry County",47135,0.8,65,"2771 of 3140"
"Hickman County",47081,0.9,221,"2722 of 3140"
"McNairy County",47109,0.9,235,"2717 of 3140"
"Houston County",47083,1.0,80,"2665 of 3140"
"Henderson County",47077,1.0,275,"2655 of 3140"
"Gibson County",47053,1.0,494,"2645 of 3140"
"Hawkins County",47073,1.1,602,"2595 of 3140"
"Carter County",47019,1.1,610,"2585 of 3140"
"Lake County",47095,1.1,83,"2573 of 3140"
"Claiborne County",47025,1.1,357,"2548 of 3140"
"Fentress County",47049,1.2,207,"2533 of 3140"
"Overton County",47133,1.2,254,"2532 of 3140"
"Sequatchie County",47153,1.2,171,"2519 of 3140"
"Carroll County",47017,1.2,332,"2505 of 3140"
"Polk County",47139,1.2,201,"2478 of 3140"
"White County",47185,1.2,319,"2472 of 3140"
"Meigs County",47121,1.3,149,"2425 of 3140"
"Lawrence County",47099,1.3,543,"2411 of 3140"
"Hancock County",47067,1.3,85,"2400 of 3140"
"Trousdale County",47169,1.3,114,"2391 of 3140"
"Henry County",47079,1.3,424,"2383 of 3140"
"Lincoln County",47103,1.3,444,"2376 of 3140"
"Moore County",47127,1.4,88,"2322 of 3140"
"Greene County",47059,1.4,966,"2314 of 3140"
"Hardeman County",47069,1.4,372,"2292 of 3140"
"Benton County",47005,1.5,235,"2282 of 3140"
"Smith County",47159,1.5,283,"2270 of 3140"
"Tipton County",47167,1.5,926,"2239 of 3140"
"Johnson County",47091,1.6,284,"2185 of 3140"
"Clay County",47027,1.6,124,"2169 of 3140"
"Cheatham County",47021,1.6,652,"2148 of 3140"
"Decatur County",47039,1.7,197,"2122 of 3140"
"Lauderdale County",47097,1.7,455,"2096 of 3140"
"Haywood County",47075,1.7,311,"2079 of 3140"
"Wayne County",47181,1.7,291,"2073 of 3140"
"Roane County",47145,1.7,922,"2072 of 3140"
"Sullivan County",47163,1.7,2734,"2069 of 3140"
"Hardin County",47071,1.8,456,"2057 of 3140"
"Weakley County",47183,1.8,600,"2048 of 3140"
"Van Buren County",47175,1.8,103,"2034 of 3140"
"Fayette County",47047,1.9,732,"2008 of 3140"
"Dickson County",47043,1.9,956,"2004 of 3140"
"Giles County",47055,1.9,558,"1968 of 3140"
"Cannon County",47015,2.0,274,"1939 of 3140"
"Obion County",47131,2.0,628,"1905 of 3140"
"Dyer County",47045,2.2,846,"1785 of 3140"
"Marshall County",47117,2.3,718,"1775 of 3140"
"Grainger County",47057,2.3,523,"1755 of 3140"
"McMinn County",47107,2.4,1253,"1722 of 3140"
"Bledsoe County",47007,2.5,366,"1655 of 3140"
"Chester County",47023,2.5,435,"1654 of 3140"
"Macon County",47111,2.6,601,"1626 of 3140"
"Coffee County",47031,2.6,1419,"1611 of 3140"
"Rhea County",47143,2.6,856,"1606 of 3140"
"Cumberland County",47035,2.6,1534,"1605 of 3140"
"Unicoi County",47171,2.7,478,"1579 of 3140"
"Madison County",47113,2.7,2631,"1572 of 3140"
"Stewart County",47161,2.7,357,"1567 of 3140"
"Jefferson County",47089,2.7,1439,"1557 of 3140"
"Franklin County",47051,2.8,1169,"1506 of 3140"
"Monroe County",47123,3.0,1373,"1420 of 3140"
"Blount County",47009,3.0,3877,"1399 of 3140"
"Lewis County",47101,3.2,377,"1368 of 3140"
"Anderson County",47001,3.2,2410,"1352 of 3140"
"Washington County",47179,3.7,4690,"1201 of 3140"
"Crockett County",47033,3.9,562,"1162 of 3140"
"Maury County",47119,4.0,3474,"1129 of 3140"
"Robertson County",47147,4.0,2733,"1121 of 3140"
"Sumner County",47165,4.2,7397,"1056 of 3140"
"Wilson County",47189,4.3,5539,"1039 of 3140"
"Sevier County",47155,4.9,4673,"936 of 3140"
"Knox County",47093,5.0,22473,"924 of 3140"
"Hamilton County",47065,5.0,17735,"919 of 3140"
"Montgomery County",47125,5.0,9634,"916 of 3140"
"Bradley County",47011,5.3,5536,"861 of 3140"
"Warren County",47177,5.4,2178,"846 of 3140"
"DeKalb County",47041,5.5,1061,"838 of 3140"
"Putnam County",47141,5.6,4252,"802 of 3140"
"Bedford County",47003,6.2,2904,"719 of 3140"
"Hamblen County",47063,6.2,3960,"712 of 3140"
"Shelby County",47157,6.3,59497,"697 of 3140"
"Williamson County",47187,7.1,14991,"602 of 3140"
"Rutherford County",47149,7.3,21696,"575 of 3140"
"Loudon County",47105,7.6,3901,"538 of 3140"
"Davidson County",47037,12.5,84672,"238 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Foreign born, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
