------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Tennessee",47000,60217.000000000,"44 of 52"
"United States",00000,70850.000000000,"N/A"
"Johnson County",47091,38694.000000000,"3056 of 3141"
"Fentress County",47049,39552.000000000,"3045 of 3141"
"Grundy County",47061,39801.000000000,"3041 of 3141"
"Scott County",47151,39990.000000000,"3038 of 3141"
"Hancock County",47067,40889.000000000,"3005 of 3141"
"Perry County",47135,40966.000000000,"3001 of 3141"
"Clay County",47027,41056.000000000,"2999 of 3141"
"Cocke County",47029,41445.000000000,"2977 of 3141"
"Macon County",47111,42037.000000000,"2955 of 3141"
"Wayne County",47181,42974.000000000,"2924 of 3141"
"Lauderdale County",47097,43468.000000000,"2904 of 3141"
"Carter County",47019,43898.000000000,"2887 of 3141"
"Campbell County",47013,44074.000000000,"2879 of 3141"
"Jackson County",47087,44076.000000000,"2876 of 3141"
"Decatur County",47039,44816.000000000,"2844 of 3141"
"Hardeman County",47069,45084.000000000,"2833 of 3141"
"Pickett County",47137,45141.000000000,"2829 of 3141"
"Unicoi County",47171,45194.000000000,"2828 of 3141"
"Claiborne County",47025,45217.000000000,"2825 of 3141"
"White County",47185,45242.000000000,"2823 of 3141"
"Overton County",47133,45324.000000000,"2818 of 3141"
"McNairy County",47109,45370.000000000,"2812 of 3141"
"Monroe County",47123,45471.000000000,"2805 of 3141"
"Union County",47173,45842.000000000,"2782 of 3141"
"Lewis County",47101,46375.000000000,"2746 of 3141"
"Meigs County",47121,46504.000000000,"2739 of 3141"
"Haywood County",47075,46910.000000000,"2717 of 3141"
"Hickman County",47081,47238.000000000,"2690 of 3141"
"Lake County",47095,47269.000000000,"2686 of 3141"
"Greene County",47059,48062.000000000,"2646 of 3141"
"Benton County",47005,48109.000000000,"2642 of 3141"
"Obion County",47131,48378.000000000,"2627 of 3141"
"Warren County",47177,48491.000000000,"2620 of 3141"
"DeKalb County",47041,48641.000000000,"2611 of 3141"
"Hawkins County",47073,48913.000000000,"2590 of 3141"
"Morgan County",47129,48952.000000000,"2589 of 3141"
"Henry County",47079,49053.000000000,"2584 of 3141"
"Lawrence County",47099,49060.000000000,"2583 of 3141"
"Cumberland County",47035,49230.000000000,"2571 of 3141"
"Polk County",47139,49237.000000000,"2570 of 3141"
"Weakley County",47183,49260.000000000,"2566 of 3141"
"Bledsoe County",47007,49375.000000000,"2560 of 3141"
"Houston County",47083,49534.000000000,"2550 of 3141"
"Grainger County",47057,49613.000000000,"2538 of 3141"
"Crockett County",47033,50599.000000000,"2453 of 3141"
"Lincoln County",47103,50679.000000000,"2441 of 3141"
"Hardin County",47071,50787.000000000,"2427 of 3141"
"Van Buren County",47175,51014.000000000,"2407 of 3141"
"Humphreys County",47085,51352.000000000,"2381 of 3141"
"Hamblen County",47063,51429.000000000,"2372 of 3141"
"McMinn County",47107,51445.000000000,"2371 of 3141"
"Rhea County",47143,51657.000000000,"2352 of 3141"
"Chester County",47023,51852.000000000,"2334 of 3141"
"Putnam County",47141,51927.000000000,"2325 of 3141"
"Gibson County",47053,51959.000000000,"2322 of 3141"
"Bedford County",47003,51980.000000000,"2321 of 3141"
"Carroll County",47017,52139.000000000,"2299 of 3141"
"Henderson County",47077,52689.000000000,"2236 of 3141"
"Smith County",47159,52938.000000000,"2214 of 3141"
"Trousdale County",47169,53703.000000000,"2158 of 3141"
"Sevier County",47155,53774.000000000,"2153 of 3141"
"Giles County",47055,53957.000000000,"2141 of 3141"
"Franklin County",47051,54141.000000000,"2128 of 3141"
"Dyer County",47045,54334.000000000,"2111 of 3141"
"Jefferson County",47089,54591.000000000,"2093 of 3141"
"Sullivan County",47163,55021.000000000,"2055 of 3141"
"Marshall County",47117,55140.000000000,"2043 of 3141"
"Marion County",47115,55515.000000000,"2009 of 3141"
"Stewart County",47161,55833.000000000,"1975 of 3141"
"Madison County",47113,56038.000000000,"1956 of 3141"
"Washington County",47179,56726.000000000,"1893 of 3141"
"Bradley County",47011,56944.000000000,"1871 of 3141"
"Coffee County",47031,57262.000000000,"1840 of 3141"
"Sequatchie County",47153,57397.000000000,"1823 of 3141"
"Cannon County",47015,57462.000000000,"1817 of 3141"
"Dickson County",47043,58958.000000000,"1671 of 3141"
"Anderson County",47001,59094.000000000,"1653 of 3141"
"Roane County",47145,59624.000000000,"1596 of 3141"
"Shelby County",47157,61252.000000000,"1413 of 3141"
"Moore County",47127,61854.000000000,"1358 of 3141"
"Maury County",47119,61930.000000000,"1350 of 3141"
"Montgomery County",47125,62028.000000000,"1342 of 3141"
"Loudon County",47105,62697.000000000,"1275 of 3141"
"Blount County",47009,63557.000000000,"1189 of 3141"
"Tipton County",47167,63867.000000000,"1166 of 3141"
"Robertson County",47147,64489.000000000,"1114 of 3141"
"Davidson County",47037,65272.000000000,"1049 of 3141"
"Hamilton County",47065,68031.000000000,"844 of 3141"
"Fayette County",47047,68159.000000000,"836 of 3141"
"Cheatham County",47021,68399.000000000,"818 of 3141"
"Knox County",47093,70003.000000000,"721 of 3141"
