------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=020&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=020&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Georgia by County

"Colon & Rectum, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 14.5?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Georgia",13000,No,15.1 ,14.8, 15.5,1515,stable,-0.7 ,-1.9, 0.5
"United States",00000,Yes,14.2 ,14.1, 14.2,51932,falling,-1.8 ,-2.3, -1.3
"Jefferson County",13163,No,28.3 ,18.7, 41.4,6,*,*,*,*
"Wilcox County",13315,No,28.1 ,15.9, 46.8,3,*,*,*,*
"Peach County",13225,No,25.8 ,18, 35.8,8,stable,0.3 ,-1.2, 1.8
"Emanuel County",13107,No,24.3 ,16.6, 34.5,7,stable,-0.9 ,-3.0, 1.2
"Jasper County",13159,No,23.7 ,14, 37.7,4,*,*,*,*
"Early County",13099,No,22.8 ,12.9, 38.1,3,*,*,*,*
"Meriwether County",13199,No,22.5 ,15.4, 32,7,stable,0.0 ,-1.8, 1.7
"Morgan County",13211,No,22.1 ,14.2, 33.1,5,*,*,*,*
"Greene County",13133,No,22 ,13.9, 33.6,5,stable,0.0 ,-2.3, 2.4
"Stephens County",13257,No,21.9 ,15.1, 31.1,7,stable,0.2 ,-1.9, 2.3
"Wilkes County",13317,No,21.7 ,12.4, 36.4,3,*,*,*,*
"Burke County",13033,No,21.3 ,13.8, 31.4,5,stable,-0.3 ,-2.8, 2.1
"Screven County",13251,No,21.1 ,12.4, 33.9,4,stable,-0.6 ,-2.9, 1.7
"Haralson County",13143,No,20.8 ,14.3, 29.5,7,stable,0.1 ,-1.7, 2.0
"Grady County",13131,No,20.7 ,14.3, 29.4,7,*,*,*,*
"Franklin County",13119,No,20.6 ,13.6, 30.1,6,*,*,*,*
"Troup County",13285,No,20.6 ,16.1, 25.9,15,stable,0.2 ,-1.4, 1.7
"Heard County",13149,No,20.3 ,11.4, 34,3,*,*,*,*
"Effingham County",13103,No,20.2 ,14.7, 27.1,10,stable,0.8 ,-1.3, 2.9
"Pike County",13231,No,20.2 ,12.2, 31.7,4,*,*,*,*
"Upson County",13293,No,19.7 ,13.4, 28,7,stable,-0.5 ,-2.4, 1.5
"Muscogee County",13215,No,19.2 ,16.5, 22.2,38,falling,-1.2 ,-2.0, -0.5
"Camden County",13039,No,19.1 ,13.6, 26,9,*,*,*,*
"Spalding County",13255,No,19.1 ,15, 24.1,15,stable,-0.3 ,-1.8, 1.1
"Cook County",13075,No,19 ,11.2, 30.3,4,*,*,*,*
"Tattnall County",13267,No,19 ,12.3, 28,5,stable,1.1 ,-1.8, 4.1
"Sumter County",13261,No,18.9 ,13, 26.7,7,*,*,*,*
"Clayton County",13063,No,18.9 ,15.9, 22.1,34,stable,-0.6 ,-1.5, 0.4
"Barrow County",13013,No,18.8 ,14.5, 24.1,13,stable,0.1 ,-1.8, 2.0
"Ben Hill County",13017,No,18.8 ,11.2, 29.9,4,*,*,*,*
"Carroll County",13045,No,18.8 ,15.2, 22.9,20,stable,-1.1 ,-2.4, 0.3
"Walton County",13297,No,18.6 ,14.9, 23,18,stable,1.2 ,-1.5, 4.0
"McDuffie County",13189,No,18.2 ,11.4, 27.7,5,stable,1.7 ,-1.2, 4.6
"Crisp County",13081,No,18 ,11.5, 27,5,*,*,*,*
"Toombs County",13279,No,18 ,12, 26.1,6,stable,-1.0 ,-3.1, 1.3
"Chattooga County",13055,No,17.9 ,12, 25.9,6,*,*,*,*
"Polk County",13233,No,17.9 ,12.8, 24.3,8,stable,-1.3 ,-3.2, 0.6
"Wayne County",13305,No,17.8 ,11.9, 25.8,6,stable,0.5 ,-1.7, 2.8
"Mitchell County",13205,No,17.7 ,11.2, 26.9,5,stable,-0.8 ,-2.4, 0.8
"Elbert County",13105,No,17.4 ,10.7, 27.1,4,stable,-1.2 ,-3.2, 0.8
"Jackson County",13157,No,17.4 ,13, 22.8,11,stable,-0.5 ,-2.1, 1.2
"Baldwin County",13009,No,17.2 ,12.3, 23.3,9,stable,-0.1 ,-2.0, 1.8
"Butts County",13035,No,17 ,10.7, 25.9,5,*,*,*,*
"Laurens County",13175,No,16.9 ,12.4, 22.7,10,stable,1.4 ,-0.6, 3.4
"Bibb County",13021,No,16.9 ,14.3, 20,29,falling,-2.1 ,-3.2, -1.0
"Habersham County",13137,No,16.9 ,12.2, 22.9,9,stable,-1.4 ,-3.3, 0.6
"Oglethorpe County",13221,No,16.7 ,9.5, 27.9,3,*,*,*,*
"Towns County",13281,No,16.6 ,9.2, 29.9,4,stable,-0.3 ,-3.1, 2.6
"Hart County",13147,No,16.6 ,11.2, 24,6,*,*,*,*
"Newton County",13217,No,16.4 ,13, 20.3,17,stable,-0.6 ,-1.9, 0.7
"Lee County",13177,No,16.3 ,9.5, 25.9,4,*,*,*,*
"Bryan County",13029,No,16.3 ,10.3, 24.5,5,*,*,*,*
"Thomas County",13275,No,16.2 ,11.9, 21.7,10,stable,-1.0 ,-2.6, 0.6
"Richmond County",13245,No,16.1 ,13.7, 18.8,33,falling,-1.7 ,-2.6, -0.8
"Chatham County",13051,No,16.1 ,14.1, 18.3,49,falling,-1.3 ,-1.9, -0.7
"Dawson County",13085,No,16.1 ,10.2, 24.5,5,*,*,*,*
"Putnam County",13237,No,16 ,9.8, 25,4,falling,-2.4 ,-4.3, -0.5
"Rockdale County",13247,No,15.8 ,12.2, 20,14,falling,-1.7 ,-3.1, -0.4
"Floyd County",13115,No,15.8 ,12.6, 19.5,18,stable,-1.1 ,-2.4, 0.1
"Ware County",13299,No,15.7 ,10.9, 22.1,7,stable,-1.1 ,-2.7, 0.6
