------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Tennessee by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Tennessee(6,10)",47000,No,8.5 ,8.1, 9,299,stable,-0.9 ,-4.9, 3.2
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Lawrence County(6,10)",47099,No,13.4 ,7.4, 22.2,3,*,*,*,*
"Robertson County(6,10)",47147,No,12.2 ,7.5, 18.8,4,stable,-9.4 ,-56.4, 88.2
"Putnam County(6,10)",47141,No,12 ,7.4, 18.3,5,stable,-24.2 ,-57.1, 33.7
"Bradley County(6,10)",47011,No,11.7 ,7.8, 16.8,6,stable,10.0 ,-28.8, 69.9
"Wilson County(6,10)",47189,No,10.6 ,7.3, 15,7,stable,16.2 ,-26.2, 83.0
"Shelby County(6,10)",47157,No,10.1 ,8.9, 11.4,52,stable,1.5 ,-3.7, 7.0
"Rutherford County(6,10)",47149,No,9.4 ,7.3, 11.9,14,stable,-2.1 ,-21.4, 22.1
"Montgomery County(6,10)",47125,No,9.3 ,6.6, 12.7,8,stable,-6.2 ,-37.1, 39.8
"Sumner County(6,10)",47165,No,9.1 ,6.5, 12.5,8,stable,6.2 ,-15.1, 32.8
"Madison County(6,10)",47113,No,8.7 ,5.3, 13.4,4,stable,-5.7 ,-51.7, 84.0
"Washington County(6,10)",47179,No,8.6 ,5.5, 12.7,5,stable,15.5 ,-13.9, 55.0
"Blount County(6,10)",47009,No,8.1 ,5.2, 12.1,5,stable,-2.0 ,-25.9, 29.6
"Sevier County(6,10)",47155,No,8 ,4.7, 12.8,4,stable,0.2 ,-51.4, 106.7
"Sullivan County(6,10)",47163,Yes,7.1 ,4.7, 10.3,6,stable,8.0 ,-5.0, 22.7
"Hamilton County(6,10)",47065,Yes,6.7 ,5.1, 8.5,13,stable,-8.5 ,-30.8, 21.0
"Knox County(6,10)",47093,Yes,6.6 ,5.2, 8.3,16,stable,-8.2 ,-29.8, 20.1
"Davidson County(6,10)",47037,Yes,6.2 ,5, 7.5,22,stable,-6.4 ,-16.7, 5.1
"Williamson County(6,10)",47187,Yes,5.1 ,3.3, 7.5,6,stable,-11.5 ,-25.4, 4.9
"Anderson County(6,10)",47001,***,* ,*, *,3 or fewer,*,*,*,*
"Bedford County(6,10)",47003,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County(6,10)",47005,***,* ,*, *,3 or fewer,*,*,*,*
"Bledsoe County(6,10)",47007,***,* ,*, *,3 or fewer,*,*,*,*
"Campbell County(6,10)",47013,***,* ,*, *,3 or fewer,*,*,*,*
"Cannon County(6,10)",47015,***,* ,*, *,3 or fewer,*,*,*,*
