------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Tennessee by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Tennessee(6,10)",47000,No,40.5 ,39.8, 41.1,3087,stable,-0.4 ,-3.6, 2.9
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Trousdale County(6,10)",47169,No,78.4 ,55, 108.8,8,stable,-12.5 ,-35.7, 19.0
"Grundy County(6,10)",47061,No,60.7 ,44.8, 80.7,11,stable,1.5 ,-23.7, 35.0
"Lauderdale County(6,10)",47097,No,59.8 ,47.9, 73.9,18,stable,0.1 ,-15.1, 18.0
"Overton County(6,10)",47133,No,59.6 ,47.5, 74,18,stable,-1.8 ,-17.4, 16.7
"Stewart County(6,10)",47161,No,56.9 ,41.7, 76.3,10,stable,-3.7 ,-29.6, 31.9
"Sequatchie County(6,10)",47153,No,56.8 ,42.4, 75,11,rising,16.6 ,0.4, 35.5
"Pickett County(6,10)",47137,No,54.6 ,33.5, 86.7,4,stable,-11.6 ,-32.5, 15.6
"Decatur County(6,10)",47039,No,54.6 ,39.8, 73.8,10,stable,-4.7 ,-16.0, 8.2
"Dickson County(6,10)",47043,No,53.1 ,45, 62.4,31,stable,0.7 ,-16.5, 21.4
