------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Pennsylvania by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Pennsylvania",42000,0.5,63617,"24 of 51"
"United States",00000,0.7,2074097,"N/A"
"Cameron County",42023,0.0,0,"1 of 3140"
"Forest County",42053,0.0,1,"386 of 3140"
"Bradford County",42015,0.0,23,"509 of 3140"
"Wyoming County",42131,0.0,11,"523 of 3140"
"Fulton County",42057,0.0,6,"535 of 3140"
"Pike County",42103,0.1,32,"622 of 3140"
"Greene County",42059,0.1,24,"677 of 3140"
"Sullivan County",42113,0.1,4,"677 of 3140"
"Susquehanna County",42115,0.1,27,"680 of 3140"
"Venango County",42121,0.1,35,"693 of 3140"
"Elk County",42047,0.1,23,"761 of 3140"
"Perry County",42099,0.1,38,"819 of 3140"
"Potter County",42105,0.1,15,"851 of 3140"
"Wayne County",42127,0.1,48,"882 of 3140"
"Armstrong County",42005,0.1,64,"898 of 3140"
"Bedford County",42009,0.1,47,"906 of 3140"
"Warren County",42123,0.1,40,"923 of 3140"
"Crawford County",42039,0.1,93,"974 of 3140"
"Lawrence County",42073,0.1,100,"1025 of 3140"
"Somerset County",42111,0.1,89,"1067 of 3140"
"Franklin County",42055,0.1,187,"1101 of 3140"
"Jefferson County",42065,0.1,58,"1159 of 3140"
"Tioga County",42117,0.1,56,"1181 of 3140"
"McKean County",42083,0.1,57,"1185 of 3140"
"Beaver County",42007,0.1,235,"1206 of 3140"
"Clarion County",42031,0.1,55,"1225 of 3140"
"Westmoreland County",42129,0.2,537,"1273 of 3140"
"Columbia County",42037,0.2,101,"1279 of 3140"
"Mifflin County",42087,0.2,75,"1351 of 3140"
"Butler County",42019,0.2,301,"1353 of 3140"
"Blair County",42013,0.2,211,"1400 of 3140"
"Mercer County",42085,0.2,194,"1410 of 3140"
"Clinton County",42035,0.2,69,"1445 of 3140"
"Schuylkill County",42107,0.2,263,"1486 of 3140"
"Carbon County",42025,0.2,120,"1518 of 3140"
"Northumberland County",42097,0.2,187,"1592 of 3140"
"Montour County",42093,0.2,37,"1594 of 3140"
"Fayette County",42051,0.2,280,"1632 of 3140"
"Cambria County",42021,0.2,289,"1646 of 3140"
"Adams County",42001,0.2,237,"1744 of 3140"
"Clearfield County",42033,0.2,190,"1753 of 3140"
"Huntingdon County",42061,0.2,110,"1787 of 3140"
"Washington County",42125,0.3,519,"1830 of 3140"
"Lycoming County",42081,0.3,302,"1879 of 3140"
"Snyder County",42109,0.3,130,"2100 of 3140"
"Monroe County",42089,0.3,546,"2112 of 3140"
"Indiana County",42063,0.4,301,"2187 of 3140"
"Luzerne County",42079,0.4,1177,"2255 of 3140"
"Berks County",42011,0.4,1542,"2259 of 3140"
"Erie County",42049,0.4,1123,"2331 of 3140"
"Northampton County",42095,0.4,1222,"2335 of 3140"
"York County",42133,0.4,1849,"2358 of 3140"
"Lancaster County",42071,0.4,2252,"2364 of 3140"
"Bucks County",42017,0.4,2723,"2391 of 3140"
"Lackawanna County",42069,0.5,962,"2431 of 3140"
"Juniata County",42067,0.5,115,"2466 of 3140"
"Delaware County",42045,0.5,2976,"2571 of 3140"
"Chester County",42029,0.6,2831,"2610 of 3140"
"Union County",42119,0.6,265,"2653 of 3140"
"Montgomery County",42091,0.6,4977,"2682 of 3140"
"Cumberland County",42041,0.6,1578,"2727 of 3140"
"Lebanon County",42075,0.7,937,"2767 of 3140"
"Allegheny County",42003,0.7,8511,"2778 of 3140"
"Lehigh County",42077,0.7,2672,"2828 of 3140"
"Dauphin County",42043,0.8,2053,"2838 of 3140"
"Philadelphia County",42101,0.9,14358,"2934 of 3140"
"Centre County",42027,2.0,3127,"3096 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
