------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Pennsylvania by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"Pennsylvania",42000,72692.000000000,"22 of 52"
"Forest County",42053,44467.000000000,"2864 of 3141"
"Philadelphia County",42101,50434.000000000,"2468 of 3141"
"Mifflin County",42087,52894.000000000,"2219 of 3141"
"Potter County",42105,54364.000000000,"2108 of 3141"
"Cameron County",42023,55172.000000000,"2041 of 3141"
"Clearfield County",42033,56132.000000000,"1950 of 3141"
"McKean County",42083,56412.000000000,"1927 of 3141"
"Fayette County",42051,56597.000000000,"1909 of 3141"
"Clarion County",42031,57158.000000000,"1850 of 3141"
"Crawford County",42039,57194.000000000,"1845 of 3141"
"Somerset County",42111,57330.000000000,"1831 of 3141"
"Jefferson County",42065,57342.000000000,"1827 of 3141"
"Northumberland County",42097,57864.000000000,"1783 of 3141"
"Huntingdon County",42061,58087.000000000,"1751 of 3141"
"Bedford County",42009,58109.000000000,"1750 of 3141"
"Venango County",42121,58222.000000000,"1736 of 3141"
"Tioga County",42117,58398.000000000,"1720 of 3141"
"Sullivan County",42113,58539.000000000,"1710 of 3141"
"Warren County",42123,58869.000000000,"1681 of 3141"
"Clinton County",42035,60054.000000000,"1544 of 3141"
"Cambria County",42021,60191.000000000,"1528 of 3141"
"Armstrong County",42005,60247.000000000,"1520 of 3141"
"Columbia County",42037,60341.000000000,"1508 of 3141"
"Lawrence County",42073,60478.000000000,"1491 of 3141"
"Indiana County",42063,60516.000000000,"1489 of 3141"
"Schuylkill County",42107,60809.000000000,"1457 of 3141"
"Blair County",42013,60981.000000000,"1436 of 3141"
"Fulton County",42057,61448.000000000,"1396 of 3141"
"Juniata County",42067,61495.000000000,"1389 of 3141"
"Mercer County",42085,62171.000000000,"1329 of 3141"
"Susquehanna County",42115,62207.000000000,"1324 of 3141"
"Erie County",42049,62251.000000000,"1320 of 3141"
"Lycoming County",42081,62800.000000000,"1264 of 3141"
"Elk County",42047,62955.000000000,"1249 of 3141"
"Snyder County",42109,62971.000000000,"1246 of 3141"
"Greene County",42059,63031.000000000,"1240 of 3141"
"Bradford County",42015,63231.000000000,"1218 of 3141"
"Carbon County",42025,63400.000000000,"1200 of 3141"
"Luzerne County",42079,63632.000000000,"1186 of 3141"
"Lackawanna County",42069,64665.000000000,"1095 of 3141"
"Wayne County",42127,64992.000000000,"1075 of 3141"
"Wyoming County",42131,65885.000000000,"999 of 3141"
"Union County",42119,67301.000000000,"902 of 3141"
"Lebanon County",42075,68384.000000000,"820 of 3141"
"Beaver County",42007,69494.000000000,"747 of 3141"
"Franklin County",42055,70678.000000000,"688 of 3141"
"Dauphin County",42043,71273.000000000,"660 of 3141"
"Montour County",42093,71819.000000000,"631 of 3141"
"Lehigh County",42077,71857.000000000,"627 of 3141"
"Berks County",42011,71897.000000000,"623 of 3141"
"Monroe County",42089,72228.000000000,"602 of 3141"
"Perry County",42099,72290.000000000,"595 of 3141"
"Westmoreland County",42129,72728.000000000,"571 of 3141"
"Lancaster County",42071,72808.000000000,"567 of 3141"
"York County",42133,73161.000000000,"536 of 3141"
"Pike County",42103,74518.000000000,"473 of 3141"
"Adams County",42001,75221.000000000,"453 of 3141"
"Washington County",42125,76122.000000000,"417 of 3141"
"Allegheny County",42003,78431.000000000,"347 of 3141"
"Northampton County",42095,79209.000000000,"332 of 3141"
"Centre County",42027,80055.000000000,"312 of 3141"
"Cumberland County",42041,82327.000000000,"264 of 3141"
"Butler County",42019,83624.000000000,"244 of 3141"
"Delaware County",42045,89150.000000000,"177 of 3141"
"Bucks County",42017,101384.000000000,"76 of 3141"
"Montgomery County",42091,104755.000000000,"55 of 3141"
"Chester County",42029,113426.000000000,"27 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
