------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Pennsylvania by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"United States",00000,47.3,151838062,"N/A"
"Pennsylvania",42000,50.8,6498534,"7 of 52"
"Centre County",42027,40.9,65672,"2939 of 3141"
"Philadelphia County",42101,42.1,660824,"2886 of 3141"
"Forest County",42053,48.2,3562,"2231 of 3141"
"Lancaster County",42071,48.2,258823,"2228 of 3141"
"Clinton County",42035,48.5,19088,"2179 of 3141"
"Delaware County",42045,48.8,275044,"2133 of 3141"
"Erie County",42049,49.1,136318,"2092 of 3141"
"Union County",42119,49.2,22167,"2062 of 3141"
"Lehigh County",42077,49.2,177585,"2057 of 3141"
"Dauphin County",42043,49.6,135440,"2004 of 3141"
"Snyder County",42109,49.6,20109,"1999 of 3141"
"Indiana County",42063,49.8,43081,"1955 of 3141"
"Berks County",42011,49.9,207260,"1933 of 3141"
"Columbia County",42037,50.4,33600,"1807 of 3141"
"Chester County",42029,50.4,259614,"1806 of 3141"
"Cumberland County",42041,50.7,124734,"1726 of 3141"
"Allegheny County",42003,51.0,626960,"1671 of 3141"
"Clarion County",42031,51.2,19841,"1625 of 3141"
"York County",42133,51.2,226485,"1620 of 3141"
"Lycoming County",42081,51.3,59181,"1598 of 3141"
"Montgomery County",42091,51.5,421418,"1554 of 3141"
"Lebanon County",42075,51.5,70937,"1536 of 3141"
"Franklin County",42055,51.8,79293,"1473 of 3141"
"Northampton County",42095,52.3,157261,"1361 of 3141"
"Lackawanna County",42069,52.6,111537,"1266 of 3141"
"Monroe County",42089,52.7,88136,"1249 of 3141"
"McKean County",42083,52.8,22221,"1220 of 3141"
"Greene County",42059,52.9,19749,"1199 of 3141"
"Juniata County",42067,53.2,13003,"1135 of 3141"
"Blair County",42013,53.2,66364,"1132 of 3141"
"Luzerne County",42079,53.3,169694,"1105 of 3141"
"Crawford County",42039,53.4,46409,"1085 of 3141"
"Huntingdon County",42061,53.5,24421,"1076 of 3141"
"Perry County",42099,53.5,24526,"1072 of 3141"
"Montour County",42093,53.5,9790,"1064 of 3141"
"Adams County",42001,54.0,54820,"969 of 3141"
"Tioga County",42117,54.0,22432,"963 of 3141"
"Butler County",42019,54.0,100416,"961 of 3141"
"Bucks County",42017,54.3,340327,"892 of 3141"
"Jefferson County",42065,54.4,24066,"885 of 3141"
"Wyoming County",42131,54.5,15139,"851 of 3141"
"Mifflin County",42087,54.6,25368,"832 of 3141"
"Mercer County",42085,54.6,62073,"826 of 3141"
"Bradford County",42015,54.7,33672,"815 of 3141"
"Washington County",42125,55.1,114390,"756 of 3141"
"Northumberland County",42097,55.3,51480,"705 of 3141"
"Lawrence County",42073,55.3,48827,"704 of 3141"
"Schuylkill County",42107,55.4,79866,"701 of 3141"
"Beaver County",42007,55.4,93151,"698 of 3141"
"Cambria County",42021,55.6,75585,"659 of 3141"
"Clearfield County",42033,55.8,44912,"641 of 3141"
"Fayette County",42051,55.8,74291,"636 of 3141"
"Fulton County",42057,56.1,8213,"593 of 3141"
"Venango County",42121,56.8,30056,"511 of 3141"
"Potter County",42105,56.9,9713,"504 of 3141"
"Somerset County",42111,57.0,43071,"496 of 3141"
"Armstrong County",42005,57.1,38078,"479 of 3141"
"Carbon County",42025,57.2,36580,"464 of 3141"
"Westmoreland County",42129,58.0,206957,"374 of 3141"
"Bedford County",42009,58.0,28381,"369 of 3141"
"Warren County",42123,58.1,23432,"363 of 3141"
"Elk County",42047,58.2,17924,"350 of 3141"
"Susquehanna County",42115,58.6,24448,"313 of 3141"
"Pike County",42103,58.8,32738,"298 of 3141"
"Wayne County",42127,59.9,30939,"228 of 3141"
"Cameron County",42023,63.1,3002,"97 of 3141"
"Sullivan County",42113,65.2,4040,"49 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
