------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Pennsylvania by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Pennsylvania",42000,56951.000000000,"23 of 52"
"United States",00000,57652.000000000,"N/A"
"Forest County",42053,37106.000000000,"2713 of 3141"
"Cameron County",42023,40402.000000000,"2440 of 3141"
"Philadelphia County",42101,40649.000000000,"2410 of 3141"
"Potter County",42105,41406.000000000,"2318 of 3141"
"Fayette County",42051,41632.000000000,"2287 of 3141"
"Clarion County",42031,44373.000000000,"2005 of 3141"
"Northumberland County",42097,44534.000000000,"1984 of 3141"
"Cambria County",42021,44943.000000000,"1927 of 3141"
"Clearfield County",42033,45188.000000000,"1906 of 3141"
"Jefferson County",42065,45342.000000000,"1891 of 3141"
"Sullivan County",42113,45519.000000000,"1871 of 3141"
"Blair County",42013,45664.000000000,"1849 of 3141"
"Warren County",42123,45781.000000000,"1836 of 3141"
"McKean County",42083,45866.000000000,"1827 of 3141"
"Somerset County",42111,46132.000000000,"1797 of 3141"
"Mifflin County",42087,46286.000000000,"1774 of 3141"
"Indiana County",42063,46306.000000000,"1772 of 3141"
"Venango County",42121,46487.000000000,"1745 of 3141"
"Huntingdon County",42061,46765.000000000,"1705 of 3141"
"Crawford County",42039,47179.000000000,"1664 of 3141"
"Lawrence County",42073,47188.000000000,"1662 of 3141"
"Mercer County",42085,47340.000000000,"1646 of 3141"
"Armstrong County",42005,47527.000000000,"1621 of 3141"
"Schuylkill County",42107,47642.000000000,"1607 of 3141"
"Clinton County",42035,47990.000000000,"1578 of 3141"
"Erie County",42049,48192.000000000,"1555 of 3141"
"Lackawanna County",42069,48380.000000000,"1530 of 3141"
"Columbia County",42037,48395.000000000,"1529 of 3141"
"Bedford County",42009,48703.000000000,"1491 of 3141"
"Luzerne County",42079,49290.000000000,"1438 of 3141"
"Elk County",42047,49876.000000000,"1374 of 3141"
"Fulton County",42057,50007.000000000,"1359 of 3141"
"Tioga County",42117,50017.000000000,"1358 of 3141"
"Juniata County",42067,50571.000000000,"1289 of 3141"
"Lycoming County",42081,50634.000000000,"1284 of 3141"
"Bradford County",42015,50900.000000000,"1244 of 3141"
"Greene County",42059,50972.000000000,"1232 of 3141"
"Carbon County",42025,51236.000000000,"1207 of 3141"
"Susquehanna County",42115,52014.000000000,"1119 of 3141"
"Wayne County",42127,52161.000000000,"1101 of 3141"
"Union County",42119,53768.000000000,"947 of 3141"
"Beaver County",42007,53981.000000000,"923 of 3141"
"Snyder County",42109,54182.000000000,"905 of 3141"
"Wyoming County",42131,55965.000000000,"772 of 3141"
"Montour County",42093,56250.000000000,"751 of 3141"
"Allegheny County",42003,56333.000000000,"739 of 3141"
"Centre County",42027,56466.000000000,"729 of 3141"
"Westmoreland County",42129,56702.000000000,"713 of 3141"
"Dauphin County",42043,57071.000000000,"696 of 3141"
"Lebanon County",42075,57698.000000000,"645 of 3141"
"Franklin County",42055,58267.000000000,"615 of 3141"
"Washington County",42125,59309.000000000,"558 of 3141"
"Berks County",42011,59580.000000000,"537 of 3141"
"Lehigh County",42077,60116.000000000,"517 of 3141"
"Perry County",42099,60847.000000000,"474 of 3141"
"Monroe County",42089,61430.000000000,"447 of 3141"
"Lancaster County",42071,61492.000000000,"446 of 3141"
"York County",42133,61707.000000000,"435 of 3141"
"Adams County",42001,62661.000000000,"390 of 3141"
"Pike County",42103,63417.000000000,"363 of 3141"
"Northampton County",42095,65390.000000000,"311 of 3141"
"Cumberland County",42041,65544.000000000,"303 of 3141"
"Butler County",42019,66037.000000000,"289 of 3141"
"Delaware County",42045,69839.000000000,"221 of 3141"
"Bucks County",42017,82031.000000000,"87 of 3141"
"Montgomery County",42091,84791.000000000,"72 of 3141"
"Chester County",42029,92417.000000000,"38 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
