------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oregon by County

"Oral Cavity & Pharynx, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.3?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon",41000,No,2.8 ,2.6, 3,140,rising,6.9 ,0.5, 13.6
"United States",00000,No,2.5 ,2.5, 2.5,9420,rising,0.8 ,0.2, 1.4
"Josephine County",41033,No,3.9 ,2.6, 5.9,6,stable,-0.4 ,-2.4, 1.6
"Coos County",41011,No,3.8 ,2.3, 6.2,4,stable,1.3 ,-1.2, 4.0
"Jackson County",41029,No,3.5 ,2.7, 4.7,11,rising,1.6 ,0.3, 2.9
"Benton County",41003,No,3.2 ,1.8, 5.4,3,*,*,*,*
"Klamath County",41035,No,3.2 ,1.8, 5.4,3,*,*,*,*
"Marion County",41047,No,3 ,2.2, 3.9,11,stable,0.7 ,-0.9, 2.4
"Yamhill County",41071,No,2.9 ,1.8, 4.6,4,*,*,*,*
"Multnomah County",41051,No,2.9 ,2.3, 3.5,23,falling,-2.1 ,-3.3, -0.8
"Lane County",41039,No,2.6 ,1.9, 3.3,12,stable,-0.5 ,-2.3, 1.2
"Douglas County",41019,No,2.4 ,1.5, 3.8,5,stable,-2.2 ,-4.5, 0.2
"Deschutes County",41017,Yes,2.3 ,1.5, 3.4,5,*,*,*,*
"Clackamas County",41005,Yes,2.3 ,1.7, 3,11,falling,-1.6 ,-3.1, -0.1
"Washington County",41067,Yes,2.1 ,1.6, 2.8,12,stable,-0.5 ,-2.4, 1.4
"Linn County",41043,Yes,2.1 ,1.2, 3.4,4,*,*,*,*
"Baker County",41001,***,* ,*, *,3 or fewer,*,*,*,*
"Clatsop County",41007,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",41009,***,* ,*, *,3 or fewer,*,*,*,*
"Crook County",41013,***,* ,*, *,3 or fewer,*,*,*,*
"Curry County",41015,***,* ,*, *,3 or fewer,*,*,*,*
"Gilliam County",41021,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County",41023,***,* ,*, *,3 or fewer,*,*,*,*
"Harney County",41025,***,* ,*, *,3 or fewer,*,*,*,*
"Hood River County",41027,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",41031,***,* ,*, *,3 or fewer,*,*,*,*
"Lake County",41037,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County",41041,***,* ,*, *,3 or fewer,*,*,*,*
"Malheur County",41045,***,* ,*, *,3 or fewer,*,*,*,*
"Morrow County",41049,***,* ,*, *,3 or fewer,*,*,*,*
"Polk County",41053,***,* ,*, *,3 or fewer,*,*,*,*
"Sherman County",41055,***,* ,*, *,3 or fewer,*,*,*,*
"Tillamook County",41057,***,* ,*, *,3 or fewer,*,*,*,*
"Umatilla County",41059,***,* ,*, *,3 or fewer,*,*,*,*
"Union County",41061,***,* ,*, *,3 or fewer,*,*,*,*
"Wallowa County",41063,***,* ,*, *,3 or fewer,*,*,*,*
"Wasco County",41065,***,* ,*, *,3 or fewer,*,*,*,*
"Wheeler County",41069,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint. Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
