------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oregon by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon",41000,No,190.9 ,188.2, 193.6,4175,falling,-1.6 ,-1.8, -1.5
"United States",00000,No,193.1 ,192.8, 193.4,310576,falling,-1.8 ,-1.8, -1.8
"Sherman County",41055,No,284.8 ,163.4, 474.5,4,*,*,*,*
"Coos County",41011,No,227.2 ,208.4, 247.4,116,falling,-1.1 ,-1.5, -0.7
"Wheeler County",41069,No,225.9 ,123.9, 419.9,3,*,*,*,*
"Wasco County",41065,No,225 ,193.4, 260.8,38,falling,-1.0 ,-1.9, -0.1
"Douglas County",41019,No,221.2 ,207, 236.3,191,falling,-0.8 ,-1.1, -0.4
"Crook County",41013,No,216.8 ,184.8, 253.6,36,stable,7.6 ,-1.4, 17.5
"Curry County",41015,No,215.6 ,188.7, 246.8,50,falling,-0.7 ,-1.4, -0.1
"Linn County",41043,No,215.1 ,199.8, 231.4,153,falling,-0.8 ,-1.2, -0.5
"Josephine County",41033,No,213.6 ,197.8, 230.6,146,falling,-0.8 ,-1.3, -0.3
"Hood River County",41027,No,207.1 ,170.3, 249.4,23,falling,-1.3 ,-2.1, -0.4
"Klamath County",41035,No,206 ,186.7, 226.9,88,falling,-0.9 ,-1.4, -0.3
"Columbia County",41009,No,205.8 ,182.5, 231.5,62,falling,-1.5 ,-2.3, -0.7
"Umatilla County",41059,No,205.8 ,186.2, 226.9,84,falling,-1.2 ,-1.7, -0.7
"Jackson County",41029,No,204.3 ,193.6, 215.4,289,falling,-1.3 ,-1.7, -0.9
"Marion County",41047,No,202.6 ,192.8, 212.9,328,falling,-1.1 ,-1.4, -0.8
"Tillamook County",41057,No,201.7 ,173.5, 233.7,40,falling,-1.2 ,-2.1, -0.3
"Baker County",41001,No,201 ,166.9, 241.3,26,falling,-1.5 ,-2.7, -0.2
"Lincoln County",41041,No,198.2 ,177.2, 221.4,73,falling,-1.3 ,-1.9, -0.7
"Multnomah County",41051,No,197 ,189.9, 204.3,649,falling,-1.8 ,-2.0, -1.6
"Clatsop County",41007,No,196.3 ,171.6, 223.8,49,falling,-1.4 ,-2.0, -0.9
"Harney County",41025,No,194.5 ,144.4, 258.9,11,falling,-2.6 ,-3.8, -1.3
"Jefferson County",41031,No,189.4 ,157, 226.7,26,stable,-0.3 ,-1.4, 0.8
"Lane County",41039,No,187.2 ,178.8, 195.8,399,falling,-1.8 ,-2.3, -1.4
"Union County",41061,No,186.7 ,157.7, 219.9,31,falling,-1.2 ,-2.1, -0.2
"Yamhill County",41071,No,186.1 ,170.1, 203.3,103,falling,-1.1 ,-1.8, -0.4
"Polk County",41053,No,185.3 ,167.5, 204.5,82,falling,-0.7 ,-1.2, -0.1
"Wallowa County",41063,No,182.5 ,134.7, 246.4,11,stable,-1.8 ,-3.5, 0.0
"Morrow County",41049,No,177 ,134.1, 229.9,12,falling,-2.5 ,-4.2, -0.8
"Clackamas County",41005,No,175.3 ,167.2, 183.7,379,stable,2.1 ,-4.6, 9.3
"Malheur County",41045,No,174 ,147.6, 203.9,31,falling,-1.3 ,-2.2, -0.4
"Lake County",41037,No,170.8 ,128.7, 225.2,11,stable,-1.3 ,-2.8, 0.2
"Deschutes County",41017,No,169.8 ,158.3, 181.9,175,falling,-1.6 ,-2.1, -1.1
"Benton County",41003,No,168.9 ,151.6, 187.7,74,falling,-1.3 ,-2.0, -0.7
"Washington County",41067,No,161.9 ,154.3, 169.8,368,falling,-1.9 ,-2.1, -1.6
"Grant County",41023,Yes,126.7 ,88.8, 179.4,9,falling,-3.8 ,-4.9, -2.6
"Gilliam County",41021,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint. Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

