------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oregon by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon",41000,***,6.1 ,5.8, 6.5,294,falling,-2.7 ,-3.4, -2.1
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Malheur County",41045,***,9.1 ,5.3, 14.9,3,*,*,*,*
"Curry County",41015,***,9.1 ,5.6, 15.1,5,stable,1.7 ,-0.4, 4.0
"Douglas County",41019,***,8.9 ,7, 11.3,16,stable,-0.1 ,-1.9, 1.8
"Columbia County",41009,***,7.7 ,4.8, 11.7,5,stable,-1.5 ,-4.2, 1.3
"Polk County",41053,***,7.1 ,4.9, 10,7,stable,-1.0 ,-3.1, 1.1
"Multnomah County",41051,***,6.9 ,6, 7.8,51,falling,-2.4 ,-3.0, -1.7
"Linn County",41043,***,6.8 ,5, 9,10,falling,-1.7 ,-3.1, -0.2
"Lincoln County",41041,***,6.8 ,4.5, 10.3,6,*,*,*,*
"Umatilla County",41059,***,6.7 ,4.5, 9.7,6,stable,-1.7 ,-3.9, 0.5
"Deschutes County",41017,***,6.4 ,4.9, 8.2,13,falling,-2.0 ,-3.5, -0.4
"Yamhill County",41071,***,6.2 ,4.4, 8.6,8,stable,-0.9 ,-2.8, 1.0
"Klamath County",41035,***,6.2 ,4.1, 9.1,6,falling,-4.6 ,-8.5, -0.5
"Lane County",41039,***,6.2 ,5.2, 7.3,29,falling,-2.0 ,-3.1, -0.9
"Jackson County",41029,***,5.9 ,4.7, 7.3,19,stable,-0.5 ,-1.9, 0.9
"Clackamas County",41005,***,5.6 ,4.7, 6.7,27,falling,-3.0 ,-4.4, -1.5
"Benton County",41003,***,5.5 ,3.6, 8.3,5,stable,-0.9 ,-2.9, 1.0
"Marion County",41047,***,5.5 ,4.5, 6.7,20,falling,-2.4 ,-3.5, -1.2
"Washington County",41067,***,5.4 ,4.5, 6.4,28,falling,-2.4 ,-3.4, -1.4
"Josephine County",41033,***,5.3 ,3.7, 7.5,8,stable,-1.4 ,-3.4, 0.7
"Coos County",41011,***,4.6 ,3, 7.1,5,falling,-3.1 ,-4.7, -1.4
"Baker County",41001,***,* ,*, *,3 or fewer,*,*,*,*
"Clatsop County",41007,***,* ,*, *,3 or fewer,*,*,*,*
"Crook County",41013,***,* ,*, *,3 or fewer,*,*,*,*
"Gilliam County",41021,***,* ,*, *,3 or fewer,*,*,*,*
