------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=001&race=00&sex=0&age=009&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '009', 'type': 'death', 'file_name': 'deathrates_035.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=001&race=00&sex=0&age=009&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oregon by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <50"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon",41000,Yes,14.8 ,14.2, 15.5,367,falling,-1.7 ,-2.0, -1.5
"United States",00000,Yes,16 ,15.9, 16.1,32304,falling,-1.9 ,-2.0, -1.9
"Lincoln County",41041,Yes,23 ,15.1, 33.6,5,stable,-0.8 ,-2.5, 0.9
"Josephine County",41033,Yes,22.7 ,16.8, 30,10,stable,0.5 ,-0.9, 1.9
"Malheur County",41045,Yes,22.1 ,13.5, 34,4,*,*,*,*
"Coos County",41011,Yes,19.6 ,13.4, 27.8,6,stable,-1.2 ,-2.6, 0.3
"Douglas County",41019,Yes,16.5 ,12.1, 22,9,falling,-1.4 ,-2.5, -0.2
"Deschutes County",41017,Yes,16.4 ,13.1, 20.2,17,stable,-1.2 ,-2.4, 0.0
"Linn County",41043,Yes,16.3 ,12.4, 21.1,12,falling,-6.5 ,-11.3, -1.4
"Klamath County",41035,Yes,15.5 ,10.4, 22.1,6,stable,14.7 ,-21.4, 67.2
"Umatilla County",41059,Yes,15.3 ,10.7, 21.1,7,stable,-0.2 ,-2.1, 1.7
"Clackamas County",41005,Yes,15.2 ,13.1, 17.6,38,falling,-1.3 ,-2.3, -0.3
"Marion County",41047,Yes,15 ,12.7, 17.6,30,falling,-3.5 ,-4.7, -2.2
"Columbia County",41009,Yes,14.8 ,9.4, 22.3,5,*,*,*,*
"Yamhill County",41071,Yes,14.7 ,10.7, 19.7,9,stable,-1.4 ,-2.9, 0.1
"Polk County",41053,Yes,14.3 ,9.7, 20.2,6,stable,-1.6 ,-3.4, 0.3
"Multnomah County",41051,Yes,14.2 ,12.8, 15.7,79,falling,-2.7 ,-3.3, -2.1
"Lane County",41039,Yes,14.1 ,11.8, 16.6,29,falling,-1.6 ,-2.5, -0.7
"Jackson County",41029,Yes,13.1 ,10.4, 16.4,15,falling,-1.4 ,-2.5, -0.3
"Washington County",41067,Yes,12.7 ,11.2, 14.4,49,falling,-2.1 ,-2.8, -1.4
"Benton County",41003,Yes,12.1 ,7.9, 17.8,5,stable,-1.1 ,-3.4, 1.2
"Baker County",41001,***,* ,*, *,3 or fewer,*,*,*,*
"Clatsop County",41007,***,* ,*, *,3 or fewer,*,*,*,*
