------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=41&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oregon by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon",41000,***,5 ,4.7, 5.3,240,falling,-0.7 ,-1.2, -0.1
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Deschutes County",41017,***,6.7 ,5.2, 8.6,15,stable,1.2 ,-0.6, 3.1
"Douglas County",41019,***,6.3 ,4.7, 8.5,11,stable,0.2 ,-1.6, 2.0
"Columbia County",41009,***,6.3 ,3.8, 10,4,*,*,*,*
"Benton County",41003,***,6.3 ,4.1, 9.2,6,*,*,*,*
"Lane County",41039,***,6 ,5, 7.2,26,stable,0.1 ,-1.1, 1.3
"Linn County",41043,***,5.7 ,4, 7.8,8,stable,0.3 ,-1.4, 1.9
"Jackson County",41029,***,5.4 ,4.2, 6.8,16,stable,0.1 ,-1.6, 1.8
"Umatilla County",41059,***,5.3 ,3.3, 8.1,4,stable,-0.2 ,-2.1, 1.9
"Coos County",41011,***,5 ,3.4, 7.5,6,stable,-0.8 ,-3.0, 1.5
"Marion County",41047,***,4.9 ,3.9, 6.1,17,stable,-0.5 ,-1.7, 0.7
"Clackamas County",41005,***,4.9 ,4, 5.9,23,falling,-2.1 ,-3.4, -0.8
"Yamhill County",41071,***,4.8 ,3.2, 7,6,stable,1.0 ,-1.5, 3.7
"Washington County",41067,***,4.8 ,4, 5.7,28,falling,-1.2 ,-2.4, -0.1
"Multnomah County",41051,***,4.7 ,4, 5.4,38,falling,-1.0 ,-1.8, -0.3
"Lincoln County",41041,***,4.4 ,2.3, 7.9,3,stable,-2.2 ,-5.5, 1.2
"Polk County",41053,***,4.1 ,2.4, 6.6,4,stable,-2.1 ,-4.4, 0.2
"Josephine County",41033,***,3.8 ,2.5, 5.8,5,stable,-1.5 ,-3.5, 0.5
"Baker County",41001,***,* ,*, *,3 or fewer,*,*,*,*
"Clatsop County",41007,***,* ,*, *,3 or fewer,*,*,*,*
