------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Georgia by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Georgia",13000,0.6,57424,"31 of 51"
"United States",00000,0.7,2074097,"N/A"
"Appling County",13001,0.0,0,"1 of 3140"
"Bacon County",13005,0.0,0,"1 of 3140"
"Baker County",13007,0.0,0,"1 of 3140"
"Clay County",13061,0.0,0,"1 of 3140"
"Crawford County",13079,0.0,0,"1 of 3140"
"Early County",13099,0.0,0,"1 of 3140"
"Evans County",13109,0.0,0,"1 of 3140"
"Glascock County",13125,0.0,0,"1 of 3140"
"Heard County",13149,0.0,0,"1 of 3140"
"Lincoln County",13181,0.0,0,"1 of 3140"
"Macon County",13193,0.0,0,"1 of 3140"
"McIntosh County",13191,0.0,0,"1 of 3140"
"Miller County",13201,0.0,0,"1 of 3140"
"Murray County",13213,0.0,0,"1 of 3140"
"Pierce County",13229,0.0,0,"1 of 3140"
"Quitman County",13239,0.0,0,"1 of 3140"
"Randolph County",13243,0.0,0,"1 of 3140"
"Schley County",13249,0.0,0,"1 of 3140"
"Talbot County",13263,0.0,0,"1 of 3140"
"Taliaferro County",13265,0.0,0,"1 of 3140"
"Twiggs County",13289,0.0,0,"1 of 3140"
"Union County",13291,0.0,0,"1 of 3140"
"Upson County",13293,0.0,0,"1 of 3140"
"Warren County",13301,0.0,0,"1 of 3140"
"Webster County",13307,0.0,0,"1 of 3140"
"Wheeler County",13309,0.0,0,"1 of 3140"
"Wilkes County",13317,0.0,0,"1 of 3140"
"Grady County",13131,0.0,1,"358 of 3140"
"Jefferson County",13163,0.0,2,"382 of 3140"
"Greene County",13133,0.0,3,"409 of 3140"
"Walker County",13295,0.0,14,"421 of 3140"
"Montgomery County",13209,0.0,2,"428 of 3140"
"Monroe County",13207,0.0,6,"429 of 3140"
"Wilcox County",13315,0.0,2,"429 of 3140"
"Catoosa County",13047,0.0,18,"447 of 3140"
"Oglethorpe County",13221,0.0,4,"447 of 3140"
"Dodge County",13091,0.0,6,"456 of 3140"
"Ware County",13299,0.0,11,"470 of 3140"
"Candler County",13043,0.0,4,"506 of 3140"
"Pike County",13231,0.0,7,"521 of 3140"
"Jeff Davis County",13161,0.0,6,"531 of 3140"
"Worth County",13321,0.0,9,"542 of 3140"
"Wilkinson County",13319,0.0,4,"548 of 3140"
"Pickens County",13227,0.1,17,"615 of 3140"
"Meriwether County",13199,0.1,12,"619 of 3140"
"Burke County",13033,0.1,14,"650 of 3140"
"Elbert County",13105,0.1,12,"652 of 3140"
"Bleckley County",13023,0.1,8,"655 of 3140"
"White County",13311,0.1,18,"662 of 3140"
"Spalding County",13255,0.1,45,"720 of 3140"
"Chattooga County",13055,0.1,18,"737 of 3140"
"Terrell County",13273,0.1,7,"780 of 3140"
"McDuffie County",13189,0.1,17,"793 of 3140"
"Dawson County",13085,0.1,20,"834 of 3140"
"Harris County",13145,0.1,29,"849 of 3140"
"Irwin County",13155,0.1,9,"909 of 3140"
"Baldwin County",13009,0.1,45,"921 of 3140"
"Butts County",13035,0.1,25,"968 of 3140"
"Decatur County",13087,0.1,29,"976 of 3140"
"Atkinson County",13003,0.1,9,"983 of 3140"
"Jones County",13169,0.1,31,"987 of 3140"
"Effingham County",13103,0.1,62,"994 of 3140"
"Dougherty County",13095,0.1,105,"1044 of 3140"
"Seminole County",13253,0.1,10,"1063 of 3140"
"Mitchell County",13205,0.1,28,"1115 of 3140"
"Haralson County",13143,0.1,36,"1125 of 3140"
"Peach County",13225,0.1,34,"1126 of 3140"
"Laurens County",13175,0.1,65,"1194 of 3140"
"Polk County",13233,0.1,58,"1215 of 3140"
"Floyd County",13115,0.1,142,"1251 of 3140"
"Clinch County",13065,0.1,10,"1258 of 3140"
"Berrien County",13019,0.2,30,"1317 of 3140"
"Toombs County",13279,0.2,43,"1329 of 3140"
"Lamar County",13171,0.2,29,"1331 of 3140"
"Bartow County",13015,0.2,163,"1334 of 3140"
"Ben Hill County",13017,0.2,28,"1357 of 3140"
"Madison County",13195,0.2,47,"1376 of 3140"
"Brooks County",13027,0.2,26,"1381 of 3140"
"Barrow County",13013,0.2,125,"1391 of 3140"
"Paulding County",13223,0.2,266,"1440 of 3140"
"Crisp County",13081,0.2,41,"1457 of 3140"
"Sumter County",13261,0.2,55,"1470 of 3140"
"Bulloch County",13031,0.2,134,"1484 of 3140"
"Dooly County",13093,0.2,28,"1577 of 3140"
"Lee County",13177,0.2,59,"1596 of 3140"
"Rabun County",13241,0.2,34,"1619 of 3140"
"Morgan County",13211,0.2,38,"1629 of 3140"
"Marion County",13197,0.2,18,"1634 of 3140"
"Hall County",13139,0.2,409,"1646 of 3140"
"Colquitt County",13071,0.2,100,"1676 of 3140"
"Brantley County",13025,0.2,41,"1702 of 3140"
"Whitfield County",13313,0.2,233,"1710 of 3140"
"Jackson County",13157,0.2,145,"1717 of 3140"
"Screven County",13251,0.2,32,"1727 of 3140"
"Coffee County",13069,0.2,103,"1783 of 3140"
"Hart County",13147,0.2,62,"1791 of 3140"
"Franklin County",13119,0.3,56,"1834 of 3140"
"Cherokee County",13057,0.3,609,"1864 of 3140"
"Calhoun County",13037,0.3,17,"1874 of 3140"
"Glynn County",13127,0.3,218,"1881 of 3140"
"Rockdale County",13247,0.3,234,"1893 of 3140"
"Emanuel County",13107,0.3,61,"1919 of 3140"
"Gordon County",13129,0.3,154,"1919 of 3140"
"Fannin County",13111,0.3,68,"1946 of 3140"
"Washington County",13303,0.3,57,"1950 of 3140"
"Johnson County",13167,0.3,28,"1981 of 3140"
"Douglas County",13097,0.3,405,"1992 of 3140"
"Pulaski County",13235,0.3,38,"2130 of 3140"
"Oconee County",13219,0.3,119,"2131 of 3140"
"Long County",13183,0.3,59,"2134 of 3140"
"Habersham County",13137,0.3,146,"2138 of 3140"
"Jenkins County",13165,0.3,30,"2156 of 3140"
"Cook County",13075,0.3,58,"2160 of 3140"
"Treutlen County",13283,0.3,23,"2166 of 3140"
"Thomas County",13275,0.4,158,"2204 of 3140"
"Bibb County",13021,0.4,548,"2219 of 3140"
"Clayton County",13063,0.4,978,"2220 of 3140"
"Walton County",13297,0.4,329,"2258 of 3140"
"Gilmer County",13123,0.4,110,"2261 of 3140"
"Carroll County",13045,0.4,438,"2284 of 3140"
"Taylor County",13269,0.4,32,"2291 of 3140"
"Henry County",13151,0.4,859,"2315 of 3140"
"Troup County",13285,0.4,285,"2350 of 3140"
"Wayne County",13305,0.4,123,"2351 of 3140"
"Newton County",13217,0.4,440,"2359 of 3140"
"Tift County",13277,0.4,174,"2391 of 3140"
"Tattnall County",13267,0.4,112,"2402 of 3140"
"Lumpkin County",13187,0.4,140,"2410 of 3140"
"Coweta County",13077,0.5,614,"2416 of 3140"
"Jasper County",13159,0.5,63,"2439 of 3140"
"Telfair County",13271,0.5,75,"2445 of 3140"
"Dade County",13083,0.5,82,"2518 of 3140"
"Houston County",13153,0.5,773,"2549 of 3140"
"Richmond County",13245,0.5,1059,"2567 of 3140"
"Forsyth County",13117,0.5,1119,"2573 of 3140"
"Charlton County",13049,0.5,70,"2585 of 3140"
"Bryan County",13029,0.6,202,"2645 of 3140"
"Fayette County",13113,0.6,670,"2677 of 3140"
"Camden County",13039,0.6,320,"2694 of 3140"
"Putnam County",13237,0.7,147,"2768 of 3140"
"Towns County",13281,0.7,77,"2775 of 3140"
"Banks County",13011,0.7,128,"2780 of 3140"
"Gwinnett County",13135,0.7,6303,"2800 of 3140"
"Clarke County",13059,0.7,898,"2816 of 3140"
"Turner County",13287,0.7,59,"2816 of 3140"
"Lowndes County",13185,0.8,875,"2846 of 3140"
"Cobb County",13067,0.8,5835,"2857 of 3140"
"Hancock County",13141,0.8,71,"2872 of 3140"
"Muscogee County",13215,0.8,1627,"2882 of 3140"
"Stephens County",13257,0.8,213,"2886 of 3140"
"Chatham County",13051,0.9,2505,"2920 of 3140"
"Lanier County",13173,1.0,104,"2963 of 3140"
"Fulton County",13121,1.0,10393,"2971 of 3140"
"DeKalb County",13089,1.1,8062,"2994 of 3140"
"Columbia County",13073,1.4,2035,"3050 of 3140"
"Echols County",13101,1.5,59,"3056 of 3140"
"Liberty County",13179,2.6,1599,"3117 of 3140"
"Chattahoochee County",13053,3.1,331,"3126 of 3140"
"Stewart County",13259,11.1,647,"3139 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
