------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=13&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Georgia by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Georgia",13000,12.7,1300430,"48 of 52"
"United States",00000,14.9,47732389,"N/A"
"Chattahoochee County",13053,3.7,409,"3141 of 3141"
"Liberty County",13179,8.0,4939,"3122 of 3141"
"Long County",13183,8.2,1459,"3119 of 3141"
"Clayton County",13063,8.4,23074,"3115 of 3141"
"Gwinnett County",13135,8.9,78898,"3098 of 3141"
"Paulding County",13223,9.7,14767,"3077 of 3141"
"Clarke County",13059,9.9,12221,"3068 of 3141"
"Bryan County",13029,10.1,3508,"3062 of 3141"
"Bulloch County",13031,10.6,7826,"3035 of 3141"
"Henry County",13151,10.6,23102,"3033 of 3141"
"Douglas County",13097,10.7,14947,"3027 of 3141"
"Fulton County",13121,10.8,108826,"3018 of 3141"
"Echols County",13101,10.9,437,"3012 of 3141"
"Effingham County",13103,11.0,6268,"3007 of 3141"
"Cobb County",13067,11.0,81407,"3005 of 3141"
"Lowndes County",13185,11.1,12619,"3001 of 3141"
"Forsyth County",13117,11.1,23423,"2999 of 3141"
"DeKalb County",13089,11.1,81746,"2994 of 3141"
"Lee County",13177,11.2,3281,"2979 of 3141"
"Barrow County",13013,11.5,8632,"2953 of 3141"
"Camden County",13039,11.7,6114,"2932 of 3141"
"Houston County",13153,11.9,17819,"2911 of 3141"
"Newton County",13217,12.0,12618,"2895 of 3141"
"Muscogee County",13215,12.2,24267,"2869 of 3141"
"Columbia County",13073,12.3,17627,"2864 of 3141"
"Cherokee County",13057,12.3,29121,"2857 of 3141"
"Atkinson County",13003,12.5,1038,"2844 of 3141"
"Lanier County",13173,12.6,1311,"2819 of 3141"
"Carroll County",13045,12.7,14631,"2802 of 3141"
"Coweta County",13077,12.8,17659,"2790 of 3141"
"Richmond County",13245,12.8,25830,"2787 of 3141"
"Coffee County",13069,13.0,5581,"2759 of 3141"
"Rockdale County",13247,13.0,11487,"2754 of 3141"
"Bartow County",13015,13.0,13365,"2747 of 3141"
"Whitfield County",13313,13.1,13601,"2737 of 3141"
"Tattnall County",13267,13.2,3351,"2720 of 3141"
"Murray County",13213,13.4,5275,"2695 of 3141"
"Wheeler County",13309,13.5,1073,"2685 of 3141"
"Gordon County",13129,13.6,7664,"2672 of 3141"
"Hall County",13139,13.8,26569,"2641 of 3141"
"Troup County",13285,13.9,9632,"2623 of 3141"
"Calhoun County",13037,14.0,910,"2597 of 3141"
"Chatham County",13051,14.0,39955,"2596 of 3141"
"Tift County",13277,14.0,5683,"2593 of 3141"
"Burke County",13033,14.1,3193,"2577 of 3141"
"Oconee County",13219,14.2,5091,"2564 of 3141"
"Dougherty County",13095,14.2,12970,"2559 of 3141"
"Colquitt County",13071,14.2,6530,"2546 of 3141"
"Charlton County",13049,14.3,1848,"2540 of 3141"
"Jackson County",13157,14.3,9117,"2537 of 3141"
"Peach County",13225,14.4,3887,"2519 of 3141"
"Bibb County",13021,14.4,22156,"2516 of 3141"
"Baldwin County",13009,14.4,6556,"2514 of 3141"
"Walton County",13297,14.7,13005,"2457 of 3141"
"Butts County",13035,14.7,3461,"2452 of 3141"
"Wayne County",13305,14.7,4399,"2436 of 3141"
"Bacon County",13005,14.8,1664,"2431 of 3141"
"Jeff Davis County",13161,15.0,2245,"2382 of 3141"
"Brantley County",13025,15.0,2758,"2375 of 3141"
"Pike County",13231,15.0,2687,"2370 of 3141"
"Cook County",13075,15.1,2601,"2346 of 3141"
"Polk County",13233,15.2,6280,"2339 of 3141"
"Clinch County",13065,15.2,1033,"2322 of 3141"
"Stewart County",13259,15.2,888,"2319 of 3141"
"Mitchell County",13205,15.2,3439,"2316 of 3141"
"Emanuel County",13107,15.3,3453,"2293 of 3141"
"Macon County",13193,15.3,2099,"2292 of 3141"
"Toombs County",13279,15.3,4169,"2291 of 3141"
"Sumter County",13261,15.5,4761,"2244 of 3141"
"Decatur County",13087,15.6,4213,"2225 of 3141"
"Montgomery County",13209,15.6,1399,"2216 of 3141"
"Jenkins County",13165,15.6,1397,"2207 of 3141"
"Haralson County",13143,15.8,4537,"2164 of 3141"
"Ben Hill County",13017,15.8,2730,"2163 of 3141"
"Floyd County",13115,15.9,15318,"2141 of 3141"
"Heard County",13149,15.9,1848,"2124 of 3141"
"Evans County",13109,15.9,1714,"2123 of 3141"
"Madison County",13195,16.0,4580,"2095 of 3141"
"Jones County",13169,16.1,4583,"2078 of 3141"
"Telfair County",13271,16.1,2638,"2054 of 3141"
"Washington County",13303,16.2,3317,"2046 of 3141"
"Lamar County",13171,16.2,2961,"2040 of 3141"
"Appling County",13001,16.2,2995,"2036 of 3141"
"Catoosa County",13047,16.2,10696,"2029 of 3141"
"Lumpkin County",13187,16.2,5129,"2024 of 3141"
"Pierce County",13229,16.3,3112,"2019 of 3141"
"Dodge County",13091,16.3,3425,"2016 of 3141"
"Laurens County",13175,16.3,7719,"2012 of 3141"
"McDuffie County",13189,16.3,3500,"2002 of 3141"
"Wilcox County",13315,16.3,1449,"2002 of 3141"
"Jasper County",13159,16.4,2249,"1975 of 3141"
"Schley County",13249,16.4,849,"1965 of 3141"
"Berrien County",13019,16.4,3127,"1961 of 3141"
"Ware County",13299,16.5,5879,"1950 of 3141"
"Banks County",13011,16.5,3030,"1940 of 3141"
"Grady County",13131,16.5,4141,"1928 of 3141"
"Fayette County",13113,16.5,18237,"1927 of 3141"
"Chattooga County",13055,16.6,4141,"1886 of 3141"
"Candler County",13043,16.7,1819,"1871 of 3141"
"Thomas County",13275,16.7,7500,"1869 of 3141"
"Spalding County",13255,16.8,10783,"1840 of 3141"
"Crisp County",13081,16.9,3881,"1816 of 3141"
"Bleckley County",13023,16.9,2156,"1814 of 3141"
"Jefferson County",13163,16.9,2695,"1808 of 3141"
"Harris County",13145,16.9,5614,"1804 of 3141"
"Crawford County",13079,17.0,2103,"1779 of 3141"
"Glascock County",13125,17.0,514,"1778 of 3141"
"Screven County",13251,17.0,2391,"1763 of 3141"
"Monroe County",13207,17.1,4585,"1740 of 3141"
"Johnson County",13167,17.3,1696,"1672 of 3141"
"Dooly County",13093,17.5,2459,"1610 of 3141"
"Walker County",13295,17.6,12104,"1562 of 3141"
"Worth County",13321,17.7,3674,"1555 of 3141"
"Terrell County",13273,17.7,1588,"1540 of 3141"
"Dade County",13083,17.7,2885,"1532 of 3141"
"Upson County",13293,17.7,4652,"1531 of 3141"
"Oglethorpe County",13221,17.7,2600,"1523 of 3141"
"Wilkinson County",13319,17.8,1624,"1520 of 3141"
"Habersham County",13137,18.0,7888,"1453 of 3141"
"Marion County",13197,18.0,1544,"1431 of 3141"
"Glynn County",13127,18.2,15150,"1402 of 3141"
"Irwin County",13155,18.2,1687,"1390 of 3141"
"Taylor County",13269,18.3,1511,"1359 of 3141"
"Morgan County",13211,18.4,3317,"1323 of 3141"
"Early County",13099,18.5,1921,"1301 of 3141"
"Pulaski County",13235,18.6,2124,"1250 of 3141"
"Stephens County",13257,18.7,4792,"1234 of 3141"
"Turner County",13287,18.9,1517,"1169 of 3141"
"Brooks County",13027,18.9,2960,"1147 of 3141"
"Meriwether County",13199,19.0,4013,"1141 of 3141"
"Franklin County",13119,19.0,4249,"1126 of 3141"
"Baker County",13007,19.0,619,"1120 of 3141"
"Treutlen County",13283,19.1,1287,"1116 of 3141"
"Webster County",13307,19.1,501,"1112 of 3141"
"Dawson County",13085,19.1,4466,"1105 of 3141"
"Elbert County",13105,19.3,3717,"1050 of 3141"
"Warren County",13301,20.5,1107,"749 of 3141"
"Twiggs County",13289,20.5,1710,"729 of 3141"
"Hart County",13147,20.6,5249,"724 of 3141"
"Hancock County",13141,20.6,1782,"720 of 3141"
"Pickens County",13227,20.6,6241,"717 of 3141"
"White County",13311,20.7,5899,"694 of 3141"
"Miller County",13201,20.8,1223,"680 of 3141"
"Taliaferro County",13265,21.3,392,"602 of 3141"
"Clay County",13061,21.7,656,"529 of 3141"
"Lincoln County",13181,21.7,1688,"523 of 3141"
"Seminole County",13253,21.8,1861,"519 of 3141"
"Putnam County",13237,22.1,4726,"482 of 3141"
"Wilkes County",13317,22.1,2193,"471 of 3141"
"Talbot County",13263,22.5,1443,"435 of 3141"
"Gilmer County",13123,22.5,6669,"426 of 3141"
"Randolph County",13243,23.1,1662,"372 of 3141"
"McIntosh County",13191,23.4,3294,"343 of 3141"
"Rabun County",13241,26.1,4268,"153 of 3141"
"Fannin County",13111,27.0,6606,"109 of 3141"
"Greene County",13133,27.1,4527,"106 of 3141"
"Union County",13291,31.6,7031,"28 of 3141"
"Quitman County",13239,32.1,688,"24 of 3141"
"Towns County",13281,33.6,3756,"16 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
