------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Dakota by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"North Dakota",38000,29.8,222435,"3 of 52"
"United States",00000,32.4,104105673,"N/A"
"Sioux County",38085,25.5,1129,"59 of 3141"
"Grand Forks County",38035,25.9,18156,"69 of 3141"
"Ward County",38101,26.1,18177,"81 of 3141"
"Benson County",38005,27.5,1888,"144 of 3141"
"Cass County",38017,27.6,47122,"155 of 3141"
"Williams County",38105,28.3,9325,"214 of 3141"
"McKenzie County",38053,28.6,3344,"244 of 3141"
"Rolette County",38079,29.0,4251,"280 of 3141"
"Stark County",38089,29.7,8989,"342 of 3141"
"Mountrail County",38061,30.4,3033,"467 of 3141"
"Burke County",38013,30.7,692,"533 of 3141"
"Hettinger County",38041,31.1,808,"612 of 3141"
"Renville County",38075,31.3,795,"664 of 3141"
"Burleigh County",38015,31.4,29017,"710 of 3141"
"Griggs County",38039,31.7,721,"797 of 3141"
"Richland County",38077,31.7,5178,"805 of 3141"
"Stutsman County",38093,31.8,6701,"839 of 3141"
"Morton County",38059,32.0,9607,"893 of 3141"
"Pierce County",38069,32.0,1367,"908 of 3141"
"Bowman County",38011,32.8,1059,"1252 of 3141"
"Traill County",38097,33.0,2659,"1353 of 3141"
"Golden Valley County",38033,33.0,625,"1355 of 3141"
"Bottineau County",38009,33.1,2200,"1371 of 3141"
"Adams County",38001,33.2,787,"1444 of 3141"
"McHenry County",38049,33.4,1987,"1524 of 3141"
"Dickey County",38021,33.4,1684,"1532 of 3141"
"McIntosh County",38051,33.8,905,"1740 of 3141"
"Barnes County",38003,33.8,3706,"1748 of 3141"
"LaMoure County",38045,33.9,1393,"1835 of 3141"
"Walsh County",38099,34.0,3714,"1875 of 3141"
"Logan County",38047,34.1,658,"1902 of 3141"
"Cavalier County",38019,34.1,1300,"1903 of 3141"
"Ramsey County",38071,34.2,3959,"1974 of 3141"
"Grant County",38037,34.4,822,"2094 of 3141"
"Nelson County",38063,34.6,1027,"2153 of 3141"
"McLean County",38055,34.8,3341,"2256 of 3141"
"Ransom County",38073,34.8,1882,"2258 of 3141"
"Dunn County",38025,34.9,1519,"2333 of 3141"
"Divide County",38023,35.0,832,"2360 of 3141"
"Billings County",38007,35.1,345,"2407 of 3141"
"Foster County",38031,35.3,1170,"2459 of 3141"
"Wells County",38103,35.3,1442,"2461 of 3141"
"Pembina County",38067,35.7,2517,"2609 of 3141"
"Eddy County",38027,35.8,832,"2657 of 3141"
"Emmons County",38029,36.0,1219,"2693 of 3141"
"Oliver County",38065,36.0,656,"2705 of 3141"
"Kidder County",38043,36.0,885,"2711 of 3141"
"Sheridan County",38083,36.6,514,"2849 of 3141"
"Sargent County",38081,36.9,1433,"2905 of 3141"
"Slope County",38087,36.9,249,"2911 of 3141"
"Mercer County",38057,37.0,3194,"2921 of 3141"
"Towner County",38095,37.2,840,"2953 of 3141"
"Steele County",38091,40.7,780,"3111 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
