------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Dakota by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"North Dakota",38000,80091.000000000,"13 of 52"
"Sioux County",38085,42000.000000000,"2958 of 3141"
"Rolette County",38079,44635.000000000,"2852 of 3141"
"Benson County",38005,49542.000000000,"2549 of 3141"
"Pierce County",38069,56250.000000000,"1940 of 3141"
"Sheridan County",38083,59833.000000000,"1571 of 3141"
"McIntosh County",38051,59857.000000000,"1566 of 3141"
"Emmons County",38029,60227.000000000,"1523 of 3141"
"Kidder County",38043,62500.000000000,"1293 of 3141"
"Walsh County",38099,64464.000000000,"1116 of 3141"
"Golden Valley County",38033,67434.000000000,"892 of 3141"
"Nelson County",38063,70536.000000000,"698 of 3141"
"Grant County",38037,71354.000000000,"655 of 3141"
"Eddy County",38027,72112.000000000,"609 of 3141"
"Ransom County",38073,72798.000000000,"570 of 3141"
"Wells County",38103,72885.000000000,"559 of 3141"
"Dickey County",38021,72992.000000000,"552 of 3141"
"Logan County",38047,73125.000000000,"538 of 3141"
"Foster County",38031,73194.000000000,"534 of 3141"
"Towner County",38095,73224.000000000,"532 of 3141"
"Slope County",38087,73750.000000000,"509 of 3141"
"Adams County",38001,73846.000000000,"506 of 3141"
"LaMoure County",38045,73952.000000000,"494 of 3141"
"Stutsman County",38093,74273.000000000,"480 of 3141"
"Griggs County",38039,74688.000000000,"470 of 3141"
"Hettinger County",38041,74737.000000000,"469 of 3141"
"Bottineau County",38009,75078.000000000,"456 of 3141"
"Grand Forks County",38035,75203.000000000,"454 of 3141"
"Barnes County",38003,75966.000000000,"429 of 3141"
"Richland County",38077,75973.000000000,"427 of 3141"
"Renville County",38075,77500.000000000,"375 of 3141"
"Pembina County",38067,77886.000000000,"361 of 3141"
"McLean County",38055,78125.000000000,"353 of 3141"
"Cass County",38017,78932.000000000,"338 of 3141"
"Cavalier County",38019,80510.000000000,"300 of 3141"
"Ramsey County",38071,80878.000000000,"293 of 3141"
"Ward County",38101,82138.000000000,"270 of 3141"
"Sargent County",38081,82596.000000000,"259 of 3141"
"Traill County",38097,83241.000000000,"250 of 3141"
"Oliver County",38065,83594.000000000,"245 of 3141"
"Burke County",38013,84583.000000000,"226 of 3141"
"McHenry County",38049,85472.000000000,"221 of 3141"
"Divide County",38023,85819.000000000,"216 of 3141"
"Morton County",38059,86277.000000000,"207 of 3141"
"Mountrail County",38061,86373.000000000,"206 of 3141"
"Dunn County",38025,86681.000000000,"198 of 3141"
"Steele County",38091,87634.000000000,"192 of 3141"
"Burleigh County",38015,89233.000000000,"175 of 3141"
"Mercer County",38057,92669.000000000,"130 of 3141"
"McKenzie County",38053,93269.000000000,"123 of 3141"
"Bowman County",38011,93636.000000000,"120 of 3141"
"Stark County",38089,98217.000000000,"95 of 3141"
"Williams County",38105,101136.000000000,"77 of 3141"
"Billings County",38007,107589.000000000,"42 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
