------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=38&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Dakota by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"North Dakota",38000,0.5,3926,"29 of 51"
"United States",00000,0.7,2074097,"N/A"
"Bowman County",38011,0.0,0,"1 of 3140"
"Eddy County",38027,0.0,0,"1 of 3140"
"Grant County",38037,0.0,0,"1 of 3140"
"Griggs County",38039,0.0,0,"1 of 3140"
"McKenzie County",38053,0.0,0,"1 of 3140"
"Nelson County",38063,0.0,0,"1 of 3140"
"Renville County",38075,0.0,0,"1 of 3140"
"Sheridan County",38083,0.0,0,"1 of 3140"
"Slope County",38087,0.0,0,"1 of 3140"
"Steele County",38091,0.0,0,"1 of 3140"
"Wells County",38103,0.0,0,"1 of 3140"
"Barnes County",38003,0.0,2,"412 of 3140"
"Towner County",38095,0.0,1,"552 of 3140"
"Benson County",38005,0.1,4,"630 of 3140"
"Sioux County",38085,0.1,3,"705 of 3140"
"McLean County",38055,0.1,7,"742 of 3140"
"LaMoure County",38045,0.1,3,"744 of 3140"
"Traill County",38097,0.1,6,"756 of 3140"
"Burke County",38013,0.1,3,"1175 of 3140"
"McIntosh County",38051,0.1,4,"1261 of 3140"
"Ransom County",38073,0.2,9,"1385 of 3140"
"Hettinger County",38041,0.2,5,"1554 of 3140"
"Bottineau County",38009,0.2,13,"1563 of 3140"
"Adams County",38001,0.2,5,"1636 of 3140"
"Oliver County",38065,0.2,4,"1681 of 3140"
"McHenry County",38049,0.2,13,"1689 of 3140"
"Burleigh County",38015,0.2,226,"1808 of 3140"
"Mountrail County",38061,0.3,25,"1831 of 3140"
"Pierce County",38069,0.3,12,"1963 of 3140"
"Foster County",38031,0.3,10,"2033 of 3140"
"Billings County",38007,0.3,3,"2039 of 3140"
"Walsh County",38099,0.3,34,"2069 of 3140"
"Cavalier County",38019,0.3,12,"2076 of 3140"
"Rolette County",38079,0.3,49,"2148 of 3140"
"Logan County",38047,0.4,7,"2233 of 3140"
"Mercer County",38057,0.4,34,"2316 of 3140"
"Stutsman County",38093,0.4,89,"2366 of 3140"
"Sargent County",38081,0.4,17,"2398 of 3140"
"Emmons County",38029,0.4,15,"2405 of 3140"
"Cass County",38017,0.5,792,"2457 of 3140"
"Richland County",38077,0.5,81,"2505 of 3140"
"Pembina County",38067,0.5,35,"2509 of 3140"
"Williams County",38105,0.5,166,"2526 of 3140"
"Dickey County",38021,0.5,27,"2587 of 3140"
"Morton County",38059,0.6,191,"2719 of 3140"
"Divide County",38023,0.7,16,"2772 of 3140"
"Grand Forks County",38035,0.7,496,"2798 of 3140"
"Dunn County",38025,0.8,34,"2856 of 3140"
"Golden Valley County",38033,1.0,18,"2950 of 3140"
"Stark County",38089,1.0,297,"2958 of 3140"
"Ramsey County",38071,1.1,123,"2981 of 3140"
"Kidder County",38043,1.3,32,"3035 of 3140"
"Ward County",38101,1.5,1003,"3055 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
