------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=058&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'cancer': '058', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=058&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Idaho by County

"Uterus (Corpus & Uterus, NOS), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Idaho",16000,***,4.8 ,4.2, 5.5,47,rising,1.5 ,0.5, 2.5
"United States",00000,***,4.7 ,4.7, 4.8,9758,rising,2.3 ,1.9, 2.6
"Canyon County",16027,***,5.1 ,3.4, 7.5,6,*,*,*,*
"Kootenai County",16055,***,4.9 ,3.2, 7.4,5,stable,-1.0 ,-3.5, 1.6
"Ada County",16001,***,4.5 ,3.3, 5.9,11,*,*,*,*
"Adams County",16003,***,* ,*, *,3 or fewer,*,*,*,*
"Bannock County",16005,***,* ,*, *,3 or fewer,*,*,*,*
"Bear Lake County",16007,***,* ,*, *,3 or fewer,*,*,*,*
"Benewah County",16009,***,* ,*, *,3 or fewer,*,*,*,*
"Bingham County",16011,***,* ,*, *,3 or fewer,*,*,*,*
"Blaine County",16013,***,* ,*, *,3 or fewer,*,*,*,*
"Boise County",16015,***,* ,*, *,3 or fewer,*,*,*,*
"Bonner County",16017,***,* ,*, *,3 or fewer,*,*,*,*
"Bonneville County",16019,***,* ,*, *,3 or fewer,*,*,*,*
"Boundary County",16021,***,* ,*, *,3 or fewer,*,*,*,*
"Butte County",16023,***,* ,*, *,3 or fewer,*,*,*,*
"Camas County",16025,***,* ,*, *,3 or fewer,*,*,*,*
"Caribou County",16029,***,* ,*, *,3 or fewer,*,*,*,*
"Cassia County",16031,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",16033,***,* ,*, *,3 or fewer,*,*,*,*
"Clearwater County",16035,***,* ,*, *,3 or fewer,*,*,*,*
"Custer County",16037,***,* ,*, *,3 or fewer,*,*,*,*
"Elmore County",16039,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",16041,***,* ,*, *,3 or fewer,*,*,*,*
"Fremont County",16043,***,* ,*, *,3 or fewer,*,*,*,*
"Gem County",16045,***,* ,*, *,3 or fewer,*,*,*,*
"Gooding County",16047,***,* ,*, *,3 or fewer,*,*,*,*
"Idaho County",16049,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",16051,***,* ,*, *,3 or fewer,*,*,*,*
"Jerome County",16053,***,* ,*, *,3 or fewer,*,*,*,*
"Latah County",16057,***,* ,*, *,3 or fewer,*,*,*,*
"Lemhi County",16059,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County",16061,***,* ,*, *,3 or fewer,*,*,*,*
