------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Idaho by County

"Breast, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 20.7?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Idaho",16000,Yes,20.5 ,19.2, 21.9,193,falling,-1.6 ,-2.0, -1.1
"United States",00000,Yes,20.6 ,20.5, 20.7,41246,falling,-1.5 ,-1.7, -1.3
"Shoshone County",16079,No,35.1 ,21, 57.7,4,*,*,*,*
"Kootenai County",16055,No,26.9 ,22.3, 32.3,26,rising,4.3 ,0.8, 8.0
"Twin Falls County",16083,No,25.2 ,19.1, 32.6,12,stable,-0.9 ,-2.2, 0.5
"Bonner County",16017,No,24.4 ,16.7, 34.9,7,stable,-0.4 ,-2.3, 1.5
"Canyon County",16027,No,20.8 ,17, 25.2,22,stable,-1.2 ,-2.4, 0.0
"Nez Perce County",16069,Yes,20.7 ,14.1, 29.8,7,falling,-2.7 ,-5.0, -0.4
"Bonneville County",16019,Yes,20.6 ,15.6, 26.8,12,falling,-2.3 ,-4.0, -0.5
"Bannock County",16005,Yes,18.9 ,13.5, 25.8,8,falling,-2.3 ,-4.1, -0.4
"Ada County",16001,Yes,18.2 ,15.8, 20.9,42,falling,-2.3 ,-3.4, -1.1
"Latah County",16057,Yes,17.3 ,10, 28.2,3,stable,-2.1 ,-4.5, 0.3
"Bingham County",16011,Yes,17.2 ,10.7, 26.3,4,*,*,*,*
"Adams County",16003,***,* ,*, *,3 or fewer,*,*,*,*
"Bear Lake County",16007,***,* ,*, *,3 or fewer,*,*,*,*
"Benewah County",16009,***,* ,*, *,3 or fewer,*,*,*,*
"Blaine County",16013,***,* ,*, *,3 or fewer,*,*,*,*
"Boise County",16015,***,* ,*, *,3 or fewer,*,*,*,*
"Boundary County",16021,***,* ,*, *,3 or fewer,*,*,*,*
"Butte County",16023,***,* ,*, *,3 or fewer,*,*,*,*
"Camas County",16025,***,* ,*, *,3 or fewer,*,*,*,*
"Caribou County",16029,***,* ,*, *,3 or fewer,*,*,*,*
"Cassia County",16031,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",16033,***,* ,*, *,3 or fewer,*,*,*,*
"Clearwater County",16035,***,* ,*, *,3 or fewer,*,*,*,*
"Custer County",16037,***,* ,*, *,3 or fewer,*,*,*,*
"Elmore County",16039,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",16041,***,* ,*, *,3 or fewer,*,*,*,*
"Fremont County",16043,***,* ,*, *,3 or fewer,*,*,*,*
"Gem County",16045,***,* ,*, *,3 or fewer,*,*,*,*
"Gooding County",16047,***,* ,*, *,3 or fewer,*,*,*,*
"Idaho County",16049,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",16051,***,* ,*, *,3 or fewer,*,*,*,*
"Jerome County",16053,***,* ,*, *,3 or fewer,*,*,*,*
"Lemhi County",16059,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County",16061,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County",16063,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",16065,***,* ,*, *,3 or fewer,*,*,*,*
"Minidoka County",16067,***,* ,*, *,3 or fewer,*,*,*,*
"Oneida County",16071,***,* ,*, *,3 or fewer,*,*,*,*
"Owyhee County",16073,***,* ,*, *,3 or fewer,*,*,*,*
"Payette County",16075,***,* ,*, *,3 or fewer,*,*,*,*
"Power County",16077,***,* ,*, *,3 or fewer,*,*,*,*
"Teton County",16081,***,* ,*, *,3 or fewer,*,*,*,*
"Valley County",16085,***,* ,*, *,3 or fewer,*,*,*,*
"Washington County",16087,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
