------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=mob&demo=00019&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'topic': 'mob', 'demo': '00019', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=mob&demo=00019&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Alabama by County
"Mobility: Moved, different county this state (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Different County In Same State),Rank within US
"Alabama",01000,3.1,149897,"25 of 51"
"United States",00000,3.2,10247779,"N/A"
"Clarke County",01025,1.0,238,"45 of 3140"
"Mobile County",01097,1.0,4010,"46 of 3140"
"Choctaw County",01023,1.3,172,"103 of 3140"
"Conecuh County",01035,1.4,180,"134 of 3140"
"Butler County",01013,1.5,303,"151 of 3140"
"Bullock County",01011,1.6,166,"176 of 3140"
"Jackson County",01071,1.6,826,"179 of 3140"
"Greene County",01063,1.6,136,"182 of 3140"
"Escambia County",01053,1.7,627,"207 of 3140"
"Clay County",01027,1.7,230,"223 of 3140"
"Pickens County",01107,1.9,369,"266 of 3140"
"Randolph County",01111,2.0,444,"330 of 3140"
"Monroe County",01099,2.0,439,"353 of 3140"
"Geneva County",01061,2.1,543,"369 of 3140"
"Baldwin County",01003,2.1,4286,"404 of 3140"
"Houston County",01069,2.1,2202,"408 of 3140"
"Tallapoosa County",01123,2.2,869,"421 of 3140"
"Cullman County",01043,2.2,1767,"432 of 3140"
"Hale County",01065,2.2,329,"461 of 3140"
"Lowndes County",01085,2.3,235,"493 of 3140"
"Madison County",01089,2.3,8080,"505 of 3140"
"Sumter County",01119,2.3,305,"525 of 3140"
"Marengo County",01091,2.3,459,"529 of 3140"
"Dallas County",01047,2.4,975,"577 of 3140"
"Chilton County",01021,2.5,1074,"615 of 3140"
"Henry County",01067,2.6,435,"669 of 3140"
"Crenshaw County",01041,2.6,353,"672 of 3140"
"Covington County",01039,2.6,967,"699 of 3140"
"Blount County",01009,2.6,1500,"716 of 3140"
"Chambers County",01017,2.7,896,"745 of 3140"
"Russell County",01113,2.7,1555,"769 of 3140"
"Jefferson County",01073,2.7,17784,"796 of 3140"
"Wilcox County",01131,2.8,299,"819 of 3140"
"Cherokee County",01019,2.8,722,"859 of 3140"
"Cleburne County",01029,2.9,428,"906 of 3140"
"Lawrence County",01079,3.0,973,"947 of 3140"
"Colbert County",01033,3.1,1679,"1048 of 3140"
"Etowah County",01055,3.1,3186,"1056 of 3140"
"Talladega County",01121,3.2,2537,"1098 of 3140"
"Lamar County",01075,3.2,446,"1132 of 3140"
"Walker County",01127,3.4,2160,"1235 of 3140"
"DeKalb County",01049,3.4,2376,"1247 of 3140"
"Macon County",01087,3.4,654,"1259 of 3140"
"Washington County",01129,3.4,572,"1279 of 3140"
"Barbour County",01005,3.4,893,"1299 of 3140"
"Winston County",01133,3.5,837,"1360 of 3140"
"Franklin County",01059,3.7,1144,"1480 of 3140"
"Perry County",01105,3.7,353,"1485 of 3140"
"Dale County",01045,3.7,1810,"1512 of 3140"
"Morgan County",01103,3.7,4370,"1514 of 3140"
"Pike County",01109,3.8,1244,"1568 of 3140"
"Fayette County",01057,3.8,626,"1579 of 3140"
"Tuscaloosa County",01125,3.8,7712,"1590 of 3140"
"Montgomery County",01101,3.9,8849,"1665 of 3140"
"Marshall County",01095,4.2,3953,"1833 of 3140"
"Calhoun County",01015,4.4,5020,"1929 of 3140"
"Shelby County",01117,4.4,9125,"1945 of 3140"
"Lauderdale County",01077,4.4,4077,"1956 of 3140"
"Limestone County",01083,4.6,4160,"2036 of 3140"
"Marion County",01093,4.8,1447,"2176 of 3140"
"Autauga County",01001,4.9,2645,"2192 of 3140"
"Lee County",01081,4.9,7652,"2222 of 3140"
"St. Clair County",01115,5.2,4444,"2330 of 3140"
"Coffee County",01031,5.5,2769,"2472 of 3140"
"Coosa County",01037,6.3,691,"2712 of 3140"
"Elmore County",01051,7.1,5659,"2838 of 3140"
"Bibb County",01007,7.3,1631,"2877 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, different county this state (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
