------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Alabama by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Alabama",01000,59115.000000000,"46 of 52"
"United States",00000,70850.000000000,"N/A"
"Greene County",01063,31801.000000000,"3122 of 3141"
"Perry County",01105,32669.000000000,"3115 of 3141"
"Conecuh County",01035,37684.000000000,"3069 of 3141"
"Dallas County",01047,38210.000000000,"3063 of 3141"
"Bullock County",01011,40424.000000000,"3025 of 3141"
"Wilcox County",01131,40829.000000000,"3007 of 3141"
"Lowndes County",01085,41160.000000000,"2994 of 3141"
"Sumter County",01119,41221.000000000,"2993 of 3141"
"Barbour County",01005,41240.000000000,"2991 of 3141"
"Monroe County",01099,41658.000000000,"2967 of 3141"
"Butler County",01013,43084.000000000,"2918 of 3141"
"Winston County",01133,44531.000000000,"2861 of 3141"
"Macon County",01087,44587.000000000,"2858 of 3141"
"Escambia County",01053,44593.000000000,"2857 of 3141"
"Choctaw County",01023,45669.000000000,"2798 of 3141"
"Marion County",01093,45959.000000000,"2776 of 3141"
"Coosa County",01037,46210.000000000,"2760 of 3141"
"Lamar County",01075,46370.000000000,"2747 of 3141"
"Franklin County",01059,46411.000000000,"2744 of 3141"
"Washington County",01129,46843.000000000,"2720 of 3141"
"DeKalb County",01049,46975.000000000,"2711 of 3141"
"Fayette County",01057,46986.000000000,"2710 of 3141"
"Clay County",01027,47181.000000000,"2699 of 3141"
"Jackson County",01071,47677.000000000,"2664 of 3141"
"Talladega County",01121,48838.000000000,"2595 of 3141"
"Chambers County",01017,48856.000000000,"2594 of 3141"
"Randolph County",01111,49136.000000000,"2578 of 3141"
"Russell County",01113,49373.000000000,"2562 of 3141"
"Hale County",01065,49375.000000000,"2560 of 3141"
"Geneva County",01061,49412.000000000,"2555 of 3141"
"Pike County",01109,49429.000000000,"2554 of 3141"
"Walker County",01127,49678.000000000,"2535 of 3141"
"Cherokee County",01019,50252.000000000,"2488 of 3141"
"Marengo County",01091,50599.000000000,"2453 of 3141"
"Clarke County",01025,50603.000000000,"2450 of 3141"
"Pickens County",01107,50732.000000000,"2432 of 3141"
"Cleburne County",01029,50934.000000000,"2414 of 3141"
"Marshall County",01095,51308.000000000,"2386 of 3141"
"Cullman County",01043,51478.000000000,"2364 of 3141"
"Covington County",01039,51643.000000000,"2354 of 3141"
"Crenshaw County",01041,52354.000000000,"2276 of 3141"
"Bibb County",01007,52447.000000000,"2268 of 3141"
"Chilton County",01021,52791.000000000,"2225 of 3141"
"Tallapoosa County",01123,53211.000000000,"2196 of 3141"
"Dale County",01045,54111.000000000,"2129 of 3141"
"Calhoun County",01015,54482.000000000,"2104 of 3141"
"Etowah County",01055,54588.000000000,"2094 of 3141"
"Houston County",01069,54935.000000000,"2062 of 3141"
"Lawrence County",01079,55358.000000000,"2023 of 3141"
"Blount County",01009,55620.000000000,"1999 of 3141"
"Henry County",01067,56250.000000000,"1940 of 3141"
"Mobile County",01097,56843.000000000,"1883 of 3141"
"Colbert County",01033,56939.000000000,"1874 of 3141"
"Montgomery County",01101,59366.000000000,"1624 of 3141"
"Morgan County",01103,59412.000000000,"1621 of 3141"
"Lauderdale County",01077,59742.000000000,"1585 of 3141"
"Coffee County",01031,62987.000000000,"1245 of 3141"
"Tuscaloosa County",01125,63675.000000000,"1183 of 3141"
"St. Clair County",01115,64123.000000000,"1145 of 3141"
"Jefferson County",01073,64182.000000000,"1139 of 3141"
"Lee County",01081,65100.000000000,"1062 of 3141"
"Limestone County",01083,66164.000000000,"979 of 3141"
"Baldwin County",01003,67732.000000000,"861 of 3141"
"Elmore County",01051,67841.000000000,"858 of 3141"
"Autauga County",01001,69991.000000000,"723 of 3141"
"Madison County",01089,80240.000000000,"306 of 3141"
"Shelby County",01117,89045.000000000,"179 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
