------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=32&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '32', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=32&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nevada by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Nevada",32000,65469.000000000,"34 of 52"
"United States",00000,70850.000000000,"N/A"
"Esmeralda County",32009,47396.000000000,"2675 of 3141"
"Nye County",32023,53931.000000000,"2145 of 3141"
"Mineral County",32021,58306.000000000,"1728 of 3141"
"Churchill County",32001,59589.000000000,"1599 of 3141"
"Lyon County",32019,60381.000000000,"1501 of 3141"
"Pershing County",32027,60408.000000000,"1499 of 3141"
"Lincoln County",32017,61544.000000000,"1385 of 3141"
"Clark County",32003,63917.000000000,"1164 of 3141"
"Carson City",32510,65357.000000000,"1038 of 3141"
"Storey County",32029,66870.000000000,"931 of 3141"
"White Pine County",32033,69481.000000000,"749 of 3141"
"Douglas County",32005,71047.000000000,"670 of 3141"
"Washoe County",32031,72533.000000000,"581 of 3141"
"Humboldt County",32013,80884.000000000,"292 of 3141"
"Elko County",32007,86421.000000000,"204 of 3141"
"Lander County",32015,96250.000000000,"101 of 3141"
"Eureka County",32011,109085.000000000,"37 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
