------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=04&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '04', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=04&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Arizona by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Arizona",04000,46.6,3176688,"36 of 52"
"United States",00000,47.3,151838062,"N/A"
"Coconino County",04005,38.8,53859,"3027 of 3141"
"Graham County",04009,40.1,15126,"2978 of 3141"
"Greenlee County",04011,41.9,3923,"2897 of 3141"
"Apache County",04001,43.4,31103,"2797 of 3141"
"Yuma County",04027,43.8,89556,"2768 of 3141"
"Maricopa County",04013,44.8,1862076,"2679 of 3141"
"Navajo County",04017,45.7,49322,"2594 of 3141"
"Santa Cruz County",04023,46.6,21591,"2488 of 3141"
"Pima County",04019,48.0,483158,"2271 of 3141"
"Pinal County",04021,48.1,194868,"2259 of 3141"
"Cochise County",04003,50.7,64181,"1732 of 3141"
"Gila County",04007,59.4,31556,"256 of 3141"
"Mohave County",04015,60.8,124350,"189 of 3141"
"Yavapai County",04025,62.8,138794,"107 of 3141"
"La Paz County",04012,64.6,13225,"64 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
