------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=04&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '04', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=04&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Arizona by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Arizona",04000,34.4,2342167,"34 of 52"
"United States",00000,34.5,110609456,"N/A"
"Graham County",04009,28.5,10730,"2969 of 3141"
"Coconino County",04005,28.8,39894,"2954 of 3141"
"Greenlee County",04011,29.7,2786,"2897 of 3141"
"Maricopa County",04013,31.7,1318146,"2752 of 3141"
"Apache County",04001,32.6,23316,"2665 of 3141"
"Yuma County",04027,32.6,66626,"2658 of 3141"
"Santa Cruz County",04023,35.0,16233,"2353 of 3141"
"Navajo County",04017,35.3,38064,"2314 of 3141"
"Pinal County",04021,36.0,146047,"2191 of 3141"
"Pima County",04019,36.9,371222,"2052 of 3141"
"Cochise County",04003,40.0,50589,"1343 of 3141"
"Gila County",04007,49.4,26255,"201 of 3141"
"Mohave County",04015,50.6,103562,"152 of 3141"
"Yavapai County",04025,53.1,117237,"82 of 3141"
"La Paz County",04012,56.0,11460,"37 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
