------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '058', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_058.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Uterus (Corpus & Uterus, NOS) (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Florida(6)",12000,***,7.7 ,7.5, 7.9,1116,32.1
"US (SEER+NPCR)(1)",00000,***,7.6 ,7.6, 7.7,15366,28.8
"Osceola County(6)",12097,***,11 ,8.9, 13.5,20,40.0
"Lake County(6)",12069,***,10.3 ,8.5, 12.4,26,38.0
"St. Lucie County(6)",12111,***,10 ,8.2, 12.1,23,39.1
"Seminole County(6)",12117,***,9.8 ,8.3, 11.6,29,37.2
"Citrus County(6)",12017,***,9.8 ,7.2, 13.3,12,35.3
"Orange County(6)",12095,***,9.5 ,8.5, 10.7,65,37.1
"Sumter County(6)",12119,***,9.4 ,6, 14.8,13,36.2
"Flagler County(6)",12035,***,9.3 ,6.5, 13.3,8,34.1
"Pasco County(6)",12101,***,9.2 ,7.8, 10.8,33,32.3
"Duval County(6)",12031,***,8.8 ,7.7, 10,48,33.8
"Marion County(6)",12083,***,8.6 ,7.1, 10.4,27,32.0
"Hillsborough County(6)",12057,***,8.5 ,7.6, 9.5,67,31.7
"Volusia County(6)",12127,***,8.4 ,7.1, 10,34,36.0
"Broward County(6)",12011,***,8.4 ,7.7, 9.1,103,33.0
"Polk County(6)",12105,***,8.2 ,7.1, 9.5,38,30.8
"Miami-Dade County(6)",12086,***,8.1 ,7.5, 8.7,144,31.3
"Clay County(6)",12019,***,8 ,5.9, 10.6,10,30.4
"Indian River County(6)",12061,***,8 ,5.6, 11.1,10,36.5
"Brevard County(6)",12009,***,7.6 ,6.5, 8.9,35,31.5
"Martin County(6)",12085,***,7.5 ,5.4, 10.4,10,32.3
"Pinellas County(6)",12103,***,7.5 ,6.6, 8.4,61,32.6
"Palm Beach County(6)",12099,***,7 ,6.3, 7.8,78,28.9
"Leon County(6)",12073,***,7 ,5.2, 9.3,10,31.5
"Sarasota County(6)",12115,***,6.6 ,5.3, 8.1,25,29.4
"Charlotte County(6)",12015,***,6.3 ,4.5, 8.7,11,33.7
"Nassau County(6)",12089,***,6.2 ,3.6, 10.4,4,37.5
"Manatee County(6)",12081,***,6.1 ,4.9, 7.6,19,26.8
"Okaloosa County(6)",12091,***,6.1 ,4.3, 8.5,7,36.6
"St. Johns County(6)",12109,***,6 ,4.4, 8,10,31.4
"Alachua County(6)",12001,***,5.9 ,4.3, 8.1,9,21.7
"Escambia County(6)",12033,***,5.6 ,4.2, 7.4,11,30.2
"Lee County(6)",12071,***,5.6 ,4.7, 6.6,33,28.6
"Highlands County(6)",12055,***,5.5 ,3.6, 8.6,6,29.3
"Hernando County(6)",12053,***,5.5 ,3.8, 7.8,8,22.3
"Bay County(6)",12005,***,5.2 ,3.4, 7.6,6,29.9
"Collier County(6)",12021,***,4.6 ,3.6, 6,15,26.7
"Santa Rosa County(6)",12113,***,3.5 ,2.1, 5.6,4,25.3
"Baker County(6)",12003,***,* ,*, *,3 or fewer,*
"Bradford County(6)",12007,***,* ,*, *,3 or fewer,*
"Calhoun County(6)",12013,***,* ,*, *,3 or fewer,*
"Columbia County(6)",12023,***,* ,*, *,3 or fewer,*
"DeSoto County(6)",12027,***,* ,*, *,3 or fewer,*
"Dixie County(6)",12029,***,* ,*, *,3 or fewer,*
"Franklin County(6)",12037,***,* ,*, *,3 or fewer,*
"Gadsden County(6)",12039,***,* ,*, *,3 or fewer,*
"Gilchrist County(6)",12041,***,* ,*, *,3 or fewer,*
"Glades County(6)",12043,***,* ,*, *,3 or fewer,*
"Gulf County(6)",12045,***,* ,*, *,3 or fewer,*
"Hamilton County(6)",12047,***,* ,*, *,3 or fewer,*
"Hardee County(6)",12049,***,* ,*, *,3 or fewer,*
"Hendry County(6)",12051,***,* ,*, *,3 or fewer,*
"Holmes County(6)",12059,***,* ,*, *,3 or fewer,*
"Jackson County(6)",12063,***,* ,*, *,3 or fewer,*
"Jefferson County(6)",12065,***,* ,*, *,3 or fewer,*
"Lafayette County(6)",12067,***,* ,*, *,3 or fewer,*
"Levy County(6)",12075,***,* ,*, *,3 or fewer,*
"Liberty County(6)",12077,***,* ,*, *,3 or fewer,*
"Madison County(6)",12079,***,* ,*, *,3 or fewer,*
"Monroe County(6)",12087,***,* ,*, *,3 or fewer,*
"Okeechobee County(6)",12093,***,* ,*, *,3 or fewer,*
"Putnam County(6)",12107,***,* ,*, *,3 or fewer,*
"Suwannee County(6)",12121,***,* ,*, *,3 or fewer,*
"Taylor County(6)",12123,***,* ,*, *,3 or fewer,*
"Union County(6)",12125,***,* ,*, *,3 or fewer,*
"Wakulla County(6)",12129,***,* ,*, *,3 or fewer,*
"Walton County(6)",12131,***,* ,*, *,3 or fewer,*
"Washington County(6)",12133,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
