------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '018', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_056.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Stomach (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Florida(6)",12000,***,3.4 ,3.3, 3.5,915,57.3
"US (SEER+NPCR)(1)",00000,***,3.8 ,3.8, 3.8,13895,58.2
"Osceola County(6)",12097,***,4.6 ,3.6, 5.8,14,55.9
"Escambia County(6)",12033,***,4.5 ,3.6, 5.6,17,69.1
"Broward County(6)",12011,***,4.3 ,4, 4.8,97,60.6
"Miami-Dade County(6)",12086,***,4.2 ,3.9, 4.6,133,56.5
"Alachua County(6)",12001,***,3.9 ,2.8, 5.2,10,70.0
"Duval County(6)",12031,***,3.8 ,3.3, 4.5,36,56.8
"Clay County(6)",12019,***,3.8 ,2.7, 5.1,9,62.9
"Lake County(6)",12069,***,3.8 ,3, 4.7,18,61.9
"Brevard County(6)",12009,***,3.7 ,3.1, 4.4,33,60.2
"Hillsborough County(6)",12057,***,3.6 ,3.2, 4.1,51,57.6
"Orange County(6)",12095,***,3.6 ,3.1, 4.1,43,58.4
"Seminole County(6)",12117,***,3.6 ,2.9, 4.4,18,66.7
"Monroe County(6)",12087,***,3.6 ,2.2, 5.6,5,74.2
"Polk County(6)",12105,***,3.5 ,3, 4.2,31,57.7
"Nassau County(6)",12089,***,3.5 ,2, 5.8,4,65.5
"Leon County(6)",12073,***,3.4 ,2.5, 4.6,9,56.3
"Flagler County(6)",12035,***,3.4 ,2.2, 5.2,6,58.5
"St. Lucie County(6)",12111,***,3.2 ,2.5, 4.1,14,48.6
"Palm Beach County(6)",12099,***,3.2 ,2.9, 3.6,69,55.0
"Pasco County(6)",12101,***,3.1 ,2.6, 3.8,23,53.3
"Collier County(6)",12021,***,3.1 ,2.4, 3.9,18,63.6
"Marion County(6)",12083,***,3.1 ,2.4, 3.8,18,55.8
"Volusia County(6)",12127,***,3 ,2.5, 3.7,25,50.4
"Okaloosa County(6)",12091,***,3 ,2, 4.3,7,57.9
"Martin County(6)",12085,***,3 ,2, 4.3,8,55.7
"Manatee County(6)",12081,***,2.9 ,2.3, 3.7,17,60.6
"Sumter County(6)",12119,***,2.9 ,1.9, 4.7,9,61.4
"Sarasota County(6)",12115,***,2.8 ,2.2, 3.6,22,52.6
"Lee County(6)",12071,***,2.8 ,2.3, 3.3,31,58.9
"Indian River County(6)",12061,***,2.7 ,1.8, 4,7,48.7
"Highlands County(6)",12055,***,2.6 ,1.7, 4.1,5,57.4
"Pinellas County(6)",12103,***,2.5 ,2.1, 2.9,37,57.9
"Bay County(6)",12005,***,2.4 ,1.6, 3.5,5,48.2
"Hernando County(6)",12053,***,2.3 ,1.6, 3.4,7,41.1
"Citrus County(6)",12017,***,2.3 ,1.5, 3.5,7,61.4
"Charlotte County(6)",12015,***,2.1 ,1.4, 3.1,8,45.6
"Santa Rosa County(6)",12113,***,2 ,1.2, 3.2,4,52.8
"St. Johns County(6)",12109,***,1.9 ,1.3, 2.8,6,56.9
"Baker County(6)",12003,***,* ,*, *,3 or fewer,*
"Bradford County(6)",12007,***,* ,*, *,3 or fewer,*
"Calhoun County(6)",12013,***,* ,*, *,3 or fewer,*
"Columbia County(6)",12023,***,* ,*, *,3 or fewer,*
"DeSoto County(6)",12027,***,* ,*, *,3 or fewer,*
"Dixie County(6)",12029,***,* ,*, *,3 or fewer,*
"Franklin County(6)",12037,***,* ,*, *,3 or fewer,*
"Gadsden County(6)",12039,***,* ,*, *,3 or fewer,*
"Gilchrist County(6)",12041,***,* ,*, *,3 or fewer,*
"Glades County(6)",12043,***,* ,*, *,3 or fewer,*
"Gulf County(6)",12045,***,* ,*, *,3 or fewer,*
"Hamilton County(6)",12047,***,* ,*, *,3 or fewer,*
"Hardee County(6)",12049,***,* ,*, *,3 or fewer,*
"Hendry County(6)",12051,***,* ,*, *,3 or fewer,*
"Holmes County(6)",12059,***,* ,*, *,3 or fewer,*
"Jackson County(6)",12063,***,* ,*, *,3 or fewer,*
"Jefferson County(6)",12065,***,* ,*, *,3 or fewer,*
"Lafayette County(6)",12067,***,* ,*, *,3 or fewer,*
"Levy County(6)",12075,***,* ,*, *,3 or fewer,*
"Liberty County(6)",12077,***,* ,*, *,3 or fewer,*
"Madison County(6)",12079,***,* ,*, *,3 or fewer,*
"Okeechobee County(6)",12093,***,* ,*, *,3 or fewer,*
"Putnam County(6)",12107,***,* ,*, *,3 or fewer,*
"Suwannee County(6)",12121,***,* ,*, *,3 or fewer,*
"Taylor County(6)",12123,***,* ,*, *,3 or fewer,*
"Union County(6)",12125,***,* ,*, *,3 or fewer,*
"Wakulla County(6)",12129,***,* ,*, *,3 or fewer,*
"Walton County(6)",12131,***,* ,*, *,3 or fewer,*
"Washington County(6)",12133,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
