------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida(6,10)",12000,No,8.8 ,8.6, 9.1,973,stable,2.0 ,-0.6, 4.6
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Sumter County(6,10)",12119,No,12.9 ,6.9, 21.6,5,*,*,*,*
"Putnam County(6,10)",12107,No,12.3 ,7.4, 19.1,5,stable,5.5 ,-21.8, 42.3
"Marion County(6,10)",12083,No,12 ,9.6, 14.8,20,stable,6.9 ,-10.9, 28.2
"Clay County(6,10)",12019,No,11.6 ,8.8, 15,12,stable,7.5 ,-26.8, 57.7
"Polk County(6,10)",12105,No,11.2 ,9.6, 13,38,stable,7.4 ,-6.0, 22.7
"Citrus County(6,10)",12017,No,10.9 ,7.4, 15.6,9,stable,7.5 ,-19.8, 44.2
"Duval County(6,10)",12031,No,10.5 ,9.3, 12,50,stable,2.7 ,-20.4, 32.4
"Columbia County(6,10)",12023,No,10.5 ,6, 17,4,stable,-0.4 ,-62.6, 165.1
"Pasco County(6,10)",12101,No,10.5 ,8.8, 12.5,29,stable,1.2 ,-12.1, 16.4
"Hillsborough County(6,10)",12057,No,10.3 ,9.2, 11.4,72,stable,-5.5 ,-15.3, 5.5
