------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Washington by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"Washington",53000,32.6,2335620,"26 of 52"
"Whitman County",53075,21.5,10266,"13 of 3141"
"Franklin County",53021,25.4,22657,"56 of 3141"
"Adams County",53001,25.6,4928,"63 of 3141"
"Grant County",53025,27.9,26084,"181 of 3141"
"Yakima County",53077,28.0,69403,"183 of 3141"
"Kittitas County",53037,28.3,12354,"207 of 3141"
"Whatcom County",53073,30.3,64549,"456 of 3141"
"Walla Walla County",53071,30.6,18333,"510 of 3141"
"Benton County",53005,30.8,58652,"546 of 3141"
"Douglas County",53017,30.8,12520,"566 of 3141"
"Island County",53029,31.3,25126,"667 of 3141"
"Pierce County",53053,31.9,269873,"883 of 3141"
"Spokane County",53063,32.0,156846,"892 of 3141"
"Wahkiakum County",53069,32.3,1326,"1032 of 3141"
"Chelan County",53007,32.3,24275,"1034 of 3141"
"Skagit County",53057,32.6,39667,"1143 of 3141"
"Kitsap County",53035,32.6,84425,"1158 of 3141"
"Lewis County",53041,32.7,24866,"1199 of 3141"
"Thurston County",53067,32.8,88610,"1256 of 3141"
"Clallam County",53009,33.2,24404,"1441 of 3141"
"Clark County",53011,33.3,152350,"1476 of 3141"
"King County",53033,33.4,707029,"1516 of 3141"
"Cowlitz County",53015,33.4,34580,"1518 of 3141"
"Okanogan County",53047,33.4,13838,"1556 of 3141"
"Grays Harbor County",53027,34.2,24458,"1982 of 3141"
"Lincoln County",53043,34.4,3561,"2083 of 3141"
"Columbia County",53013,34.7,1386,"2188 of 3141"
"Mason County",53045,34.7,21368,"2211 of 3141"
"Snohomish County",53061,34.8,268388,"2253 of 3141"
"Asotin County",53003,34.8,7751,"2281 of 3141"
"Pacific County",53049,34.9,7318,"2341 of 3141"
"Garfield County",53023,35.7,795,"2614 of 3141"
"Klickitat County",53039,35.9,7594,"2666 of 3141"
"Ferry County",53019,36.2,2742,"2769 of 3141"
"Jefferson County",53031,36.8,11246,"2893 of 3141"
"Pend Oreille County",53051,37.1,4848,"2937 of 3141"
"Stevens County",53065,37.3,16376,"2968 of 3141"
"Skamania County",53059,39.0,4485,"3078 of 3141"
"San Juan County",53055,39.1,6343,"3081 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
