------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'topic': 'mob', 'demo': '00020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=mob&demo=00020&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Washington by County
"Mobility: Moved, different state (in past year)"
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Different State),Rank within US
"United States",00000,2.3,7354769,"N/A"
"Washington",53000,3.3,234105,"34 of 51"
"Wahkiakum County",53069,0.2,7,"36 of 3140"
"Adams County",53001,0.7,135,"346 of 3140"
"Chelan County",53007,0.9,666,"528 of 3140"
"Franklin County",53021,1.1,995,"809 of 3140"
"Lincoln County",53043,1.5,154,"1258 of 3140"
"Okanogan County",53047,1.5,629,"1299 of 3140"
"Grant County",53025,1.6,1448,"1338 of 3140"
"Grays Harbor County",53027,1.6,1133,"1377 of 3140"
"Douglas County",53017,1.6,656,"1416 of 3140"
"Yakima County",53077,1.7,4175,"1494 of 3140"
"Mason County",53045,1.8,1094,"1597 of 3140"
"Stevens County",53065,2.1,892,"1833 of 3140"
"Skagit County",53057,2.1,2476,"1834 of 3140"
"Columbia County",53013,2.2,85,"1912 of 3140"
"Benton County",53005,2.3,4306,"2021 of 3140"
"Pacific County",53049,2.3,486,"2060 of 3140"
"Snohomish County",53061,2.5,18705,"2125 of 3140"
"Whatcom County",53073,2.5,5245,"2152 of 3140"
"Cowlitz County",53015,2.5,2589,"2178 of 3140"
"Lewis County",53041,2.8,2088,"2324 of 3140"
"Skamania County",53059,2.8,318,"2329 of 3140"
"Clallam County",53009,3.2,2330,"2550 of 3140"
"Spokane County",53063,3.4,16475,"2628 of 3140"
"Kittitas County",53037,3.4,1473,"2632 of 3140"
"Klickitat County",53039,3.4,719,"2633 of 3140"
"Pend Oreille County",53051,3.6,465,"2695 of 3140"
"King County",53033,3.6,75383,"2701 of 3140"
"Ferry County",53019,3.6,273,"2711 of 3140"
"Pierce County",53053,3.6,30436,"2715 of 3140"
"Thurston County",53067,3.8,10195,"2754 of 3140"
"San Juan County",53055,3.8,620,"2758 of 3140"
"Walla Walla County",53071,4.5,2672,"2905 of 3140"
"Clark County",53011,4.6,20970,"2928 of 3140"
"Jefferson County",53031,5.0,1515,"2965 of 3140"
"Kitsap County",53035,5.0,12825,"2966 of 3140"
"Island County",53029,5.5,4358,"3018 of 3140"
"Whitman County",53075,6.8,3202,"3078 of 3140"
"Garfield County",53023,7.3,159,"3097 of 3140"
"Asotin County",53003,7.9,1753,"3112 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved, different state (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
