------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,***,4.7 ,4.5, 4.9,556,falling,-0.4 ,-0.7, -0.1
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Isabella County",26073,***,6.5 ,3.8, 10.3,4,*,*,*,*
"Hillsdale County",26059,***,6.3 ,3.7, 10,4,*,*,*,*
"Clinton County",26037,***,6.2 ,4, 9.1,5,*,*,*,*
"Washtenaw County",26161,***,6.1 ,5, 7.4,22,stable,-0.6 ,-1.9, 0.7
"Lapeer County",26087,***,6.1 ,4.2, 8.7,7,stable,-0.3 ,-2.3, 1.8
"Newaygo County",26123,***,6.1 ,3.6, 9.8,4,stable,-1.6 ,-3.8, 0.7
"Monroe County",26115,***,6 ,4.5, 7.8,11,stable,-0.6 ,-2.5, 1.3
"Grand Traverse County",26055,***,5.8 ,3.9, 8.3,7,stable,-1.2 ,-3.2, 0.9
"Jackson County",26075,***,5.7 ,4.3, 7.5,11,stable,0.4 ,-0.9, 1.7
"Eaton County",26045,***,5.5 ,3.9, 7.8,7,*,*,*,*
"Van Buren County",26159,***,5.4 ,3.4, 8.2,5,stable,0.0 ,-2.6, 2.7
"Montcalm County",26117,***,5.3 ,3.2, 8.3,4,*,*,*,*
"Cass County",26027,***,5.3 ,3, 8.7,3,*,*,*,*
"Lenawee County",26091,***,5.2 ,3.5, 7.5,6,stable,-1.4 ,-3.9, 1.1
"Ottawa County",26139,***,5.2 ,4.1, 6.5,15,stable,0.8 ,-1.2, 2.7
"Saginaw County",26145,***,5 ,3.8, 6.5,13,stable,0.1 ,-1.3, 1.6
"Genesee County",26049,***,5 ,4.2, 6,25,stable,-0.3 ,-1.4, 0.7
"Livingston County",26093,***,5 ,3.7, 6.6,11,stable,0.0 ,-1.6, 1.7
"Oakland County",26125,***,4.8 ,4.3, 5.4,73,stable,-0.3 ,-1.1, 0.6
"Calhoun County",26025,***,4.8 ,3.4, 6.7,8,stable,-0.7 ,-2.3, 1.0
"Macomb County",26099,***,4.8 ,4.2, 5.5,50,stable,-0.4 ,-1.0, 0.3
"Midland County",26111,***,4.7 ,3, 7.2,5,stable,-1.0 ,-3.0, 1.0
"Allegan County",26005,***,4.7 ,3.2, 6.7,7,stable,-1.9 ,-3.9, 0.1
"Bay County",26017,***,4.7 ,3.1, 6.8,6,stable,-0.9 ,-3.0, 1.2
"St. Clair County",26147,***,4.7 ,3.4, 6.3,10,stable,-0.8 ,-3.0, 1.4
"Muskegon County",26121,***,4.6 ,3.3, 6.3,9,stable,0.2 ,-1.6, 2.1
"Kent County",26081,***,4.6 ,3.8, 5.4,30,stable,-0.7 ,-1.6, 0.2
"Kalamazoo County",26077,***,4.6 ,3.5, 5.8,13,stable,-0.6 ,-2.2, 1.0
"Berrien County",26021,***,4.4 ,3.2, 6.1,9,stable,-1.3 ,-2.6, 0.1
"Ingham County",26065,***,4.3 ,3.2, 5.6,12,stable,0.3 ,-1.1, 1.8
"Barry County",26015,***,4.1 ,2.3, 6.9,3,*,*,*,*
"Shiawassee County",26155,***,4 ,2.3, 6.5,4,stable,-2.1 ,-4.3, 0.2
"Wayne County",26163,***,3.9 ,3.5, 4.3,79,falling,-0.7 ,-1.2, -0.2
"Alcona County",26001,***,* ,*, *,3 or fewer,*,*,*,*
"Alger County",26003,***,* ,*, *,3 or fewer,*,*,*,*
"Alpena County",26007,***,* ,*, *,3 or fewer,*,*,*,*
"Antrim County",26009,***,* ,*, *,3 or fewer,*,*,*,*
"Arenac County",26011,***,* ,*, *,3 or fewer,*,*,*,*
"Baraga County",26013,***,* ,*, *,3 or fewer,*,*,*,*
"Benzie County",26019,***,* ,*, *,3 or fewer,*,*,*,*
"Branch County",26023,***,* ,*, *,3 or fewer,*,*,*,*
"Charlevoix County",26029,***,* ,*, *,3 or fewer,*,*,*,*
"Cheboygan County",26031,***,* ,*, *,3 or fewer,*,*,*,*
"Chippewa County",26033,***,* ,*, *,3 or fewer,*,*,*,*
"Clare County",26035,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",26039,***,* ,*, *,3 or fewer,*,*,*,*
"Delta County",26041,***,* ,*, *,3 or fewer,*,*,*,*
"Dickinson County",26043,***,* ,*, *,3 or fewer,*,*,*,*
"Emmet County",26047,***,* ,*, *,3 or fewer,*,*,*,*
"Gladwin County",26051,***,* ,*, *,3 or fewer,*,*,*,*
"Gogebic County",26053,***,* ,*, *,3 or fewer,*,*,*,*
"Gratiot County",26057,***,* ,*, *,3 or fewer,*,*,*,*
