------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=001&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,No,202.1 ,200.3, 203.8,10806,falling,-1.5 ,-1.6, -1.5
"United States",00000,No,193.1 ,192.8, 193.4,310576,falling,-1.8 ,-1.8, -1.8
"Schoolcraft County",26153,No,262 ,207.3, 329.9,17,stable,-0.1 ,-1.3, 1.1
"Roscommon County",26143,No,256.2 ,224.9, 291.8,59,stable,-0.3 ,-1.0, 0.4
"Mecosta County",26107,No,242.8 ,215, 273.3,59,falling,-1.0 ,-1.8, -0.3
"Clare County",26035,No,242 ,213.5, 273.7,57,falling,-1.2 ,-1.9, -0.5
"Montmorency County",26119,No,241.4 ,197.5, 296.2,23,stable,-1.2 ,-2.6, 0.1
"Newaygo County",26123,No,237.1 ,212.6, 263.9,72,stable,-0.7 ,-1.4, 0.0
"Jackson County",26075,No,236.5 ,222.2, 251.5,214,falling,-1.2 ,-1.6, -0.8
"Wexford County",26165,No,234.5 ,205.5, 266.9,49,falling,-0.9 ,-1.6, -0.2
"Cheboygan County",26031,No,231.7 ,202.3, 265.1,49,stable,-0.7 ,-1.6, 0.1
"Alpena County",26007,No,231.1 ,201.9, 263.8,47,falling,-1.4 ,-2.3, -0.4
"Monroe County",26115,No,230.3 ,215.4, 246,191,falling,-1.3 ,-1.8, -0.8
"Osceola County",26133,No,228.3 ,194.4, 266.8,35,stable,-0.8 ,-1.6, 0.1
"Ogemaw County",26129,No,228.2 ,195.8, 265.4,39,falling,-1.6 ,-2.3, -0.8
"Baraga County",26013,No,228.1 ,175.3, 293,13,stable,-1.1 ,-2.3, 0.0
"Iosco County",26069,No,226 ,197.6, 258.4,51,falling,-1.7 ,-2.6, -0.8
"Shiawassee County",26155,No,226 ,204.9, 248.9,89,falling,-1.0 ,-1.6, -0.4
"Ionia County",26067,No,225.1 ,201, 251.2,70,falling,-1.1 ,-1.8, -0.4
"Calhoun County",26025,No,224.7 ,209.5, 240.7,170,falling,-1.2 ,-1.5, -0.8
"Muskegon County",26121,No,223.4 ,209.6, 237.9,206,falling,-1.0 ,-1.4, -0.7
"Gladwin County",26051,No,222.8 ,194.4, 255,48,falling,-1.3 ,-2.1, -0.6
"Lapeer County",26087,No,222.2 ,202.8, 243.1,108,falling,-1.2 ,-1.9, -0.5
"Wayne County",26163,No,220.4 ,215.9, 225,1907,falling,-1.6 ,-1.7, -1.4
"Branch County",26023,No,218.9 ,192.5, 247.9,53,falling,-1.0 ,-1.7, -0.2
"Alcona County",26001,No,217.8 ,181.2, 264.6,27,falling,-1.4 ,-2.4, -0.5
"Bay County",26017,No,217 ,200.8, 234.2,139,falling,-1.5 ,-1.9, -1.1
"Van Buren County",26159,No,214.5 ,194.7, 235.9,92,falling,-1.0 ,-1.5, -0.6
"Hillsdale County",26059,No,213.9 ,189.6, 240.7,60,falling,-1.4 ,-2.1, -0.7
"Genesee County",26049,No,213.6 ,204.9, 222.5,479,falling,-1.4 ,-1.7, -1.1
"Lenawee County",26091,No,213.5 ,196.3, 231.9,120,falling,-1.0 ,-1.4, -0.5
"St. Joseph County",26149,No,213.3 ,191.7, 236.7,74,falling,-1.6 ,-2.3, -0.9
"St. Clair County",26147,No,212.4 ,199, 226.4,200,falling,-1.6 ,-1.9, -1.4
"Dickinson County",26043,No,211.4 ,182.4, 244.3,39,falling,-0.9 ,-1.6, -0.2
"Crawford County",26039,No,211.2 ,173.9, 255.9,24,falling,-1.9 ,-2.8, -0.9
"Arenac County",26011,No,210.9 ,174.6, 253.8,26,falling,-1.0 ,-1.9, -0.2
"Huron County",26063,No,210.8 ,185.2, 239.5,52,stable,-0.7 ,-1.3, 0.0
"Macomb County",26099,No,208.3 ,202.3, 214.5,953,falling,-1.4 ,-1.6, -1.2
"Oscoda County",26135,No,208 ,163.2, 264.8,16,stable,-1.3 ,-2.8, 0.2
"Emmet County",26047,No,207.8 ,181.3, 237.5,47,falling,-1.3 ,-2.2, -0.4
"Ontonagon County",26131,No,207.7 ,161.7, 272.8,15,stable,-1.4 ,-3.0, 0.1
"Allegan County",26005,No,207.5 ,190.8, 225.3,123,falling,-1.3 ,-1.8, -0.8
"Saginaw County",26145,No,206.6 ,194.8, 219.1,236,falling,-1.7 ,-2.1, -1.2
"Tuscola County",26157,No,205.7 ,184.5, 228.9,72,falling,-1.1 ,-1.9, -0.3
"Presque Isle County",26141,No,205.3 ,169, 249.7,26,falling,-1.1 ,-2.0, -0.2
"Manistee County",26101,No,204.5 ,176.6, 236.3,40,falling,-2.0 ,-2.7, -1.2
"Berrien County",26021,No,204.4 ,191.5, 217.9,195,falling,-1.5 ,-1.9, -1.1
"Antrim County",26009,No,204.1 ,176.3, 236.1,41,falling,-1.4 ,-2.1, -0.6
"Gogebic County",26053,No,203.1 ,168.8, 243.4,26,falling,-1.3 ,-2.2, -0.3
"Cass County",26027,No,202.4 ,180.9, 226.1,70,falling,-5.5 ,-9.4, -1.5
"Oceana County",26127,No,200.7 ,171, 234.4,35,falling,-1.1 ,-1.9, -0.3
"Benzie County",26019,No,200.2 ,166.8, 239.5,27,stable,-1.3 ,-2.6, 0.1
"Alger County",26003,No,199.2 ,155.6, 253.6,15,falling,-2.0 ,-3.2, -0.9
"Montcalm County",26117,No,197 ,176.9, 218.9,73,falling,-1.6 ,-2.2, -0.9
"Missaukee County",26113,No,196.9 ,159.4, 241.4,20,stable,-1.0 ,-2.6, 0.6
"Houghton County",26061,No,196.5 ,169.9, 226.3,41,falling,-1.4 ,-2.0, -0.9
"Barry County",26015,No,195.5 ,174.7, 218.2,69,stable,-0.7 ,-1.4, 0.1
"Delta County",26041,No,193.9 ,171, 219.5,54,falling,-1.4 ,-2.2, -0.7
"Sanilac County",26151,No,193.6 ,171, 218.7,55,falling,-1.7 ,-2.2, -1.2
"Isabella County",26073,No,193.4 ,169.8, 219.2,52,falling,-1.8 ,-2.5, -1.1
"Mackinac County",26097,No,192.8 ,155, 239.5,19,falling,-2.1 ,-3.5, -0.7
"Marquette County",26103,No,192.5 ,173.6, 213,80,falling,-0.8 ,-1.4, -0.2
"Mason County",26105,No,192.1 ,164.8, 223,38,falling,-1.3 ,-2.3, -0.4
"Kalkaska County",26079,No,191 ,156.3, 231.7,23,falling,-1.7 ,-2.9, -0.5
"Eaton County",26045,No,190.6 ,174.8, 207.4,115,falling,-1.0 ,-1.6, -0.3
"Kalamazoo County",26077,No,190 ,178.9, 201.6,227,falling,-1.4 ,-1.7, -1.0
"Otsego County",26137,No,189.8 ,160.2, 223.9,31,stable,-1.2 ,-2.5, 0.0
"Chippewa County",26033,No,188.5 ,163.3, 216.5,42,falling,-1.6 ,-2.3, -0.9
"Kent County",26081,No,187.6 ,180.3, 195.2,524,falling,-1.5 ,-1.7, -1.2
"Ingham County",26065,No,187.4 ,176.2, 199.1,227,falling,-1.7 ,-2.1, -1.4
"Luce County",26095,No,185.8 ,134.4, 252.6,9,stable,18.9 ,-11.8, 60.4
"Menominee County",26109,No,185 ,157.5, 216.7,34,falling,-1.5 ,-2.4, -0.6
"Iron County",26071,No,184.9 ,150.3, 228.2,21,falling,-2.0 ,-3.0, -1.0
"Lake County",26085,No,184.8 ,148.5, 229.8,21,falling,-3.0 ,-3.8, -2.1
"Charlevoix County",26029,No,180.3 ,153, 211.7,34,falling,-1.9 ,-2.9, -0.9
"Oakland County",26125,No,178.2 ,173.5, 183,1140,falling,-1.8 ,-1.9, -1.6
"Ottawa County",26139,No,173.8 ,163.6, 184.4,227,stable,2.3 ,-0.1, 4.8
"Gratiot County",26057,No,173.8 ,150.3, 199.9,41,falling,-1.3 ,-2.1, -0.5
"Washtenaw County",26161,No,171.2 ,161.7, 181.2,257,falling,-1.7 ,-2.0, -1.5
"Livingston County",26093,No,169.6 ,157.6, 182.3,165,falling,-2.2 ,-2.8, -1.7
"Clinton County",26037,No,168.7 ,150.8, 188.3,68,falling,-1.8 ,-2.4, -1.3
"Leelanau County",26089,No,166 ,139, 197.9,32,falling,-1.2 ,-2.0, -0.3
"Midland County",26111,No,165.8 ,149.7, 183.1,80,falling,-4.1 ,-5.9, -2.3
"Grand Traverse County",26055,No,162.8 ,147.3, 179.4,86,falling,-2.0 ,-2.7, -1.3
"Keweenaw County",26083,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

