------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"Liver & Bile Duct, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,***,6 ,5.8, 6.2,753,rising,2.0 ,1.7, 2.2
"United States",00000,***,6.5 ,6.5, 6.6,24806,rising,1.3 ,0.6, 1.9
"Roscommon County",26143,***,10.3 ,5.5, 18.2,4,*,*,*,*
"Wexford County",26165,***,10.2 ,6.4, 15.6,5,*,*,*,*
"Manistee County",26101,***,9.8 ,5.9, 16,4,*,*,*,*
"Mason County",26105,***,9.4 ,5.7, 15,4,*,*,*,*
"Gladwin County",26051,***,8.9 ,5.4, 14.7,4,*,*,*,*
"Clare County",26035,***,8.3 ,5.1, 13.4,4,*,*,*,*
"Wayne County",26163,***,7.8 ,7.3, 8.4,169,rising,2.0 ,1.7, 2.4
"Muskegon County",26121,***,7.7 ,6.1, 9.6,17,rising,3.1 ,0.9, 5.3
"Lapeer County",26087,***,7.5 ,5.3, 10.3,8,*,*,*,*
"Newaygo County",26123,***,7.5 ,4.8, 11.3,5,*,*,*,*
"Houghton County",26061,***,7.4 ,4.2, 12.3,3,*,*,*,*
"St. Joseph County",26149,***,7.3 ,4.8, 10.7,6,*,*,*,*
"Saginaw County",26145,***,7.2 ,5.8, 8.9,19,rising,2.4 ,0.6, 4.2
"Monroe County",26115,***,7.2 ,5.6, 9.1,14,*,*,*,*
"Jackson County",26075,***,6.8 ,5.3, 8.7,14,rising,2.6 ,1.2, 4.1
"Barry County",26015,***,6.7 ,4.4, 10,5,*,*,*,*
"Genesee County",26049,***,6.6 ,5.6, 7.7,35,stable,-14.1 ,-27.9, 2.5
"Ionia County",26067,***,6.5 ,4.1, 9.8,5,*,*,*,*
"Van Buren County",26159,***,6.5 ,4.3, 9.4,6,rising,3.6 ,1.3, 6.0
"Shiawassee County",26155,***,6.3 ,4.2, 9.3,6,*,*,*,*
"Kent County",26081,***,5.9 ,5.1, 6.8,40,rising,2.3 ,1.3, 3.4
"Tuscola County",26157,***,5.7 ,3.6, 8.8,5,*,*,*,*
"Macomb County",26099,***,5.6 ,5, 6.3,63,rising,1.4 ,0.6, 2.1
"Midland County",26111,***,5.6 ,3.7, 8.1,6,*,*,*,*
"Kalamazoo County",26077,***,5.5 ,4.4, 6.9,16,rising,3.6 ,1.6, 5.7
"Calhoun County",26025,***,5.4 ,4, 7.2,10,*,*,*,*
"Berrien County",26021,***,5.4 ,4.1, 7.1,12,stable,2.0 ,0.0, 4.0
"Cass County",26027,***,5.4 ,3.3, 8.6,4,*,*,*,*
"Washtenaw County",26161,***,5.4 ,4.3, 6.6,19,rising,2.6 ,0.6, 4.7
"Marquette County",26103,***,5.3 ,3.4, 8.2,5,*,*,*,*
"Livingston County",26093,***,5.3 ,4, 6.9,13,stable,1.5 ,-0.7, 3.8
"Allegan County",26005,***,5.2 ,3.6, 7.3,7,stable,0.7 ,-1.4, 2.7
"Lenawee County",26091,***,5.1 ,3.6, 7.3,7,*,*,*,*
"Hillsdale County",26059,***,5.1 ,2.9, 8.6,3,*,*,*,*
"Clinton County",26037,***,5 ,3.1, 7.7,5,*,*,*,*
"Montcalm County",26117,***,5 ,3.1, 7.8,4,*,*,*,*
"Eaton County",26045,***,5 ,3.5, 7,7,stable,1.8 ,-0.3, 4.1
"Oakland County",26125,***,4.9 ,4.4, 5.4,76,rising,1.2 ,0.4, 1.9
"St. Clair County",26147,***,4.7 ,3.5, 6.2,11,stable,0.7 ,-1.0, 2.4
"Bay County",26017,***,4.5 ,3.1, 6.4,7,stable,0.2 ,-1.6, 2.0
"Ottawa County",26139,***,4.4 ,3.3, 5.6,13,stable,0.0 ,-1.3, 1.4
"Ingham County",26065,***,4.3 ,3.3, 5.6,13,stable,1.7 ,-0.2, 3.6
"Grand Traverse County",26055,***,2.8 ,1.6, 4.6,4,*,*,*,*
"Alcona County",26001,***,* ,*, *,3 or fewer,*,*,*,*
