locale,fips,value (percent),households (with >1 person per room),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type,people (education: less than 9th grade),people(education: less than high school),people (education: at least bachelors degree),value (dollars),people (uninsured),households (language isolation),people (haven't moved),people (moved within county),people (moved from different county in same state),people (moved from different state),people (moved from outside us),people (age under 18),people (age 18-39),people (age 40-64),people (age 40 and over),people (age 50 and over),people (age 65 and over),people (ai/an),people (api),people (black),people (foreign born),people (hispanic),people (non-hispanic [origin recode]),people (white),people (female),people (male),families (below poverty),people (below poverty),people (<150% of poverty),people (unemployed)
Michigan,26000.0,1.6,64139.0,46 of 52,1,state,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,0.0,3.3,3975282.0,,1,country,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron County,26071.0,0.8,40.0,2851 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton County,26037.0,0.8,222.0,2846 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogebic County,26053.0,0.8,51.0,2843 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpena County,26007.0,0.9,109.0,2770 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manistee County,26101.0,0.9,84.0,2764 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay County,26017.0,0.9,382.0,2756 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gratiot County,26057.0,0.9,132.0,2714 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlevoix County,26029.0,0.9,101.0,2711 of 3141,1,county,27,demographics_000.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,26,crowd,manyareacensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
