------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=020&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '020', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_044.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=020&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Mississippi by County

"Colon & Rectum (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Mississippi(6)",28000,***,28.9 ,28.1, 29.8,978,59.9
"US (SEER+NPCR)(1)",00000,***,21.5 ,21.5, 21.6,78225,55.5
"Sharkey County(6)",28125,***,65 ,37.7, 105.4,4,59.4
"Humphreys County(6)",28053,***,46.2 ,29, 70.2,5,65.7
"Jefferson County(6)",28063,***,46.2 ,28.2, 72,4,67.7
"Holmes County(6)",28051,***,43.2 ,30.6, 59.2,8,51.3
"Tishomingo County(6)",28141,***,41.3 ,30.7, 54.6,11,67.9
"Sunflower County(6)",28133,***,40.3 ,30.3, 52.6,11,53.3
"Franklin County(6)",28037,***,40 ,24.3, 62.9,4,65.6
"Montgomery County(6)",28097,***,39.5 ,26, 58.4,6,55.8
"Bolivar County(6)",28011,***,39.1 ,30.5, 49.4,15,53.9
"Coahoma County(6)",28027,***,38.5 ,28.3, 51.1,10,66.7
"Quitman County(6)",28119,***,38.5 ,22.1, 62.7,3,58.6
"Jasper County(6)",28061,***,38.4 ,27.8, 52.2,9,73.8
"Webster County(6)",28155,***,38.2 ,24, 58.2,5,70.6
"Kemper County(6)",28069,***,37.7 ,23.8, 57.3,5,77.4
"Yalobusha County(6)",28161,***,37 ,24.7, 53.7,6,57.4
"Wayne County(6)",28153,***,35.9 ,26.1, 48.5,9,69.7
"Jefferson Davis County(6)",28065,***,35.8 ,23.2, 53.3,5,58.7
"Neshoba County(6)",28099,***,35.7 ,26.9, 46.6,11,68.7
"Itawamba County(6)",28057,***,35.3 ,25.9, 47.1,10,66.2
"Claiborne County(6)",28021,***,35.2 ,21, 56.2,4,73.1
"Simpson County(6)",28127,***,35 ,26.3, 45.8,11,62.0
"Pike County(6)",28113,***,35 ,27.7, 43.7,17,64.8
"Yazoo County(6)",28163,***,33.9 ,25.3, 44.7,10,61.2
"Leake County(6)",28079,***,33.6 ,24.1, 45.8,8,62.7
"Newton County(6)",28101,***,33.4 ,23.9, 45.4,8,60.0
"Copiah County(6)",28029,***,33.3 ,25.2, 43.3,12,62.5
"Walthall County(6)",28147,***,32.9 ,22.5, 46.7,7,60.7
"Washington County(6)",28151,***,32.7 ,26, 40.6,17,52.1
"Chickasaw County(6)",28017,***,32.1 ,22, 45.5,7,63.0
"Marshall County(6)",28093,***,32 ,24.9, 40.7,15,64.6
"Leflore County(6)",28083,***,31.8 ,23.3, 42.5,10,43.2
"Pearl River County(6)",28109,***,31.6 ,25.7, 38.5,21,63.7
"Monroe County(6)",28095,***,31.5 ,24.6, 39.8,15,63.2
"Lee County(6)",28081,***,30.6 ,25.8, 36.2,29,61.3
"Warren County(6)",28149,***,30.5 ,24.2, 38,17,60.3
"Tate County(6)",28137,***,30.3 ,22.3, 40.4,10,62.5
"Union County(6)",28145,***,30.2 ,22.2, 40.2,10,56.3
"Clarke County(6)",28023,***,30.2 ,20.5, 43.3,7,60.0
"Carroll County(6)",28015,***,29.9 ,18.9, 46.1,5,58.5
"Oktibbeha County(6)",28105,***,29.8 ,22.4, 38.9,11,66.7
"Alcorn County(6)",28003,***,29.7 ,22.9, 37.9,14,67.6
"Forrest County(6)",28035,***,29.5 ,24.1, 35.7,22,60.7
"Stone County(6)",28131,***,29.4 ,19.4, 42.7,6,65.9
"Lowndes County(6)",28087,***,29.2 ,23.6, 35.8,19,61.4
"Hinds County(6)",28049,***,29.1 ,26.1, 32.3,73,60.2
"Lauderdale County(6)",28075,***,29 ,24.3, 34.4,28,66.3
"Grenada County(6)",28043,***,28.9 ,20.4, 39.9,8,57.1
"Scott County(6)",28123,***,28.9 ,20.9, 38.9,9,66.2
