------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Mississippi by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Mississippi(6,10)",28000,No,9.3 ,8.6, 10,145,stable,0.7 ,-9.6, 12.1
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Forrest County(6,10)",28035,No,12.2 ,7.5, 18.6,4,stable,8.2 ,-27.2, 60.9
"Lee County(6,10)",28081,No,10 ,6.2, 15.2,4,stable,23.2 ,-48.3, 193.3
"Harrison County(6,10)",28047,No,9.5 ,7, 12.8,9,stable,3.9 ,-36.0, 68.6
"DeSoto County(6,10)",28033,No,9.4 ,6.8, 12.8,8,stable,-0.9 ,-28.4, 37.1
"Hinds County(6,10)",28049,No,9.3 ,7.1, 12.1,12,falling,-12.0 ,-17.3, -6.3
"Rankin County(6,10)",28121,No,8.6 ,5.9, 12,7,stable,0.0 ,-14.0, 16.3
"Jackson County(6,10)",28059,No,8.2 ,5.4, 11.8,6,stable,17.6 ,-22.9, 79.5
"Madison County(6,10)",28089,Yes,6.5 ,3.7, 10.4,3,stable,12.7 ,-61.1, 226.8
"Adams County(6,10)",28001,***,* ,*, *,3 or fewer,*,*,*,*
"Alcorn County(6,10)",28003,***,* ,*, *,3 or fewer,*,*,*,*
"Amite County(6,10)",28005,***,* ,*, *,3 or fewer,*,*,*,*
"Attala County(6,10)",28007,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County(6,10)",28009,***,* ,*, *,3 or fewer,*,*,*,*
"Bolivar County(6,10)",28011,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County(6,10)",28013,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County(6,10)",28015,***,* ,*, *,3 or fewer,*,*,*,*
"Chickasaw County(6,10)",28017,***,* ,*, *,3 or fewer,*,*,*,*
"Choctaw County(6,10)",28019,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne County(6,10)",28021,***,* ,*, *,3 or fewer,*,*,*,*
"Clarke County(6,10)",28023,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County(6,10)",28025,***,* ,*, *,3 or fewer,*,*,*,*
"Coahoma County(6,10)",28027,***,* ,*, *,3 or fewer,*,*,*,*
"Copiah County(6,10)",28029,***,* ,*, *,3 or fewer,*,*,*,*
"Covington County(6,10)",28031,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County(6,10)",28037,***,* ,*, *,3 or fewer,*,*,*,*
"George County(6,10)",28039,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County(6,10)",28041,***,* ,*, *,3 or fewer,*,*,*,*
"Grenada County(6,10)",28043,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County(6,10)",28045,***,* ,*, *,3 or fewer,*,*,*,*
"Holmes County(6,10)",28051,***,* ,*, *,3 or fewer,*,*,*,*
"Humphreys County(6,10)",28053,***,* ,*, *,3 or fewer,*,*,*,*
"Issaquena County(6,10)",28055,***,* ,*, *,3 or fewer,*,*,*,*
"Itawamba County(6,10)",28057,***,* ,*, *,3 or fewer,*,*,*,*
"Jasper County(6,10)",28061,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County(6,10)",28063,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson Davis County(6,10)",28065,***,* ,*, *,3 or fewer,*,*,*,*
"Jones County(6,10)",28067,***,* ,*, *,3 or fewer,*,*,*,*
"Kemper County(6,10)",28069,***,* ,*, *,3 or fewer,*,*,*,*
"Lafayette County(6,10)",28071,***,* ,*, *,3 or fewer,*,*,*,*
"Lamar County(6,10)",28073,***,* ,*, *,3 or fewer,*,*,*,*
"Lauderdale County(6,10)",28075,***,* ,*, *,3 or fewer,*,*,*,*
"Lawrence County(6,10)",28077,***,* ,*, *,3 or fewer,*,*,*,*
"Leake County(6,10)",28079,***,* ,*, *,3 or fewer,*,*,*,*
"Leflore County(6,10)",28083,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(6,10)",28085,***,* ,*, *,3 or fewer,*,*,*,*
"Lowndes County(6,10)",28087,***,* ,*, *,3 or fewer,*,*,*,*
"Marion County(6,10)",28091,***,* ,*, *,3 or fewer,*,*,*,*
"Marshall County(6,10)",28093,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County(6,10)",28095,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County(6,10)",28097,***,* ,*, *,3 or fewer,*,*,*,*
"Neshoba County(6,10)",28099,***,* ,*, *,3 or fewer,*,*,*,*
"Newton County(6,10)",28101,***,* ,*, *,3 or fewer,*,*,*,*
"Noxubee County(6,10)",28103,***,* ,*, *,3 or fewer,*,*,*,*
"Oktibbeha County(6,10)",28105,***,* ,*, *,3 or fewer,*,*,*,*
"Panola County(6,10)",28107,***,* ,*, *,3 or fewer,*,*,*,*
"Pearl River County(6,10)",28109,***,* ,*, *,3 or fewer,*,*,*,*
"Perry County(6,10)",28111,***,* ,*, *,3 or fewer,*,*,*,*
"Pike County(6,10)",28113,***,* ,*, *,3 or fewer,*,*,*,*
"Pontotoc County(6,10)",28115,***,* ,*, *,3 or fewer,*,*,*,*
"Prentiss County(6,10)",28117,***,* ,*, *,3 or fewer,*,*,*,*
"Quitman County(6,10)",28119,***,* ,*, *,3 or fewer,*,*,*,*
"Scott County(6,10)",28123,***,* ,*, *,3 or fewer,*,*,*,*
"Sharkey County(6,10)",28125,***,* ,*, *,3 or fewer,*,*,*,*
"Simpson County(6,10)",28127,***,* ,*, *,3 or fewer,*,*,*,*
"Smith County(6,10)",28129,***,* ,*, *,3 or fewer,*,*,*,*
"Stone County(6,10)",28131,***,* ,*, *,3 or fewer,*,*,*,*
"Sunflower County(6,10)",28133,***,* ,*, *,3 or fewer,*,*,*,*
"Tallahatchie County(6,10)",28135,***,* ,*, *,3 or fewer,*,*,*,*
"Tate County(6,10)",28137,***,* ,*, *,3 or fewer,*,*,*,*
"Tippah County(6,10)",28139,***,* ,*, *,3 or fewer,*,*,*,*
"Tishomingo County(6,10)",28141,***,* ,*, *,3 or fewer,*,*,*,*
"Tunica County(6,10)",28143,***,* ,*, *,3 or fewer,*,*,*,*
"Union County(6,10)",28145,***,* ,*, *,3 or fewer,*,*,*,*
"Walthall County(6,10)",28147,***,* ,*, *,3 or fewer,*,*,*,*
"Warren County(6,10)",28149,***,* ,*, *,3 or fewer,*,*,*,*
"Washington County(6,10)",28151,***,* ,*, *,3 or fewer,*,*,*,*
"Wayne County(6,10)",28153,***,* ,*, *,3 or fewer,*,*,*,*
"Webster County(6,10)",28155,***,* ,*, *,3 or fewer,*,*,*,*
"Wilkinson County(6,10)",28157,***,* ,*, *,3 or fewer,*,*,*,*
"Winston County(6,10)",28159,***,* ,*, *,3 or fewer,*,*,*,*
"Yalobusha County(6,10)",28161,***,* ,*, *,3 or fewer,*,*,*,*
"Yazoo County(6,10)",28163,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

