------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Mississippi by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Mississippi(6,10)",28000,No,48.1 ,47.1, 49.2,1632,stable,-1.2 ,-3.7, 1.5
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Sharkey County(6,10)",28125,No,108.4 ,72.3, 157.1,6,stable,-15.7 ,-50.6, 44.1
"Holmes County(6,10)",28051,No,78.8 ,61.9, 98.8,16,stable,2.4 ,-19.7, 30.6
"Sunflower County(6,10)",28133,No,74.9 ,61, 91,21,stable,3.1 ,-5.2, 12.2
"Bolivar County(6,10)",28011,No,73.9 ,61.8, 87.7,28,stable,3.7 ,-9.8, 19.2
"Jefferson County(6,10)",28063,No,71.7 ,48.2, 103.1,6,stable,22.0 ,-10.7, 66.5
"Leflore County(6,10)",28083,No,70.6 ,57.8, 85.4,22,stable,8.0 ,-6.7, 24.9
"Humphreys County(6,10)",28053,No,68 ,46.9, 95.5,7,stable,-13.3 ,-53.1, 60.4
"Montgomery County(6,10)",28097,No,67.3 ,49.7, 89.8,10,stable,-7.8 ,-23.4, 11.0
"Quitman County(6,10)",28119,No,64.3 ,42.4, 93.8,6,stable,-11.7 ,-35.7, 21.2
"Yalobusha County(6,10)",28161,No,63.5 ,47.3, 84,11,stable,-8.2 ,-34.0, 27.8
"Wilkinson County(6,10)",28157,No,63.4 ,43.7, 89.4,7,stable,8.4 ,-15.9, 39.8
"Washington County(6,10)",28151,No,63.2 ,53.7, 73.8,33,stable,-12.7 ,-30.6, 9.8
"Jefferson Davis County(6,10)",28065,No,62.2 ,44.8, 84.5,9,stable,0.5 ,-25.0, 34.7
"Franklin County(6,10)",28037,No,61.5 ,41.6, 88.5,6,stable,6.0 ,-28.6, 57.4
"Tishomingo County(6,10)",28141,No,59.8 ,47.2, 75.2,16,stable,-3.0 ,-16.1, 12.1
"Calhoun County(6,10)",28013,No,59.2 ,44.6, 77.3,11,stable,11.8 ,-8.2, 36.2
"Noxubee County(6,10)",28103,No,58.2 ,40.8, 80.8,8,stable,23.0 ,-11.0, 69.9
"Marion County(6,10)",28091,No,56.9 ,45.8, 70.1,19,stable,-0.7 ,-40.9, 66.8
"Coahoma County(6,10)",28027,No,56.8 ,44.4, 71.6,15,stable,-3.9 ,-22.5, 19.2
"Simpson County(6,10)",28127,No,56.2 ,45, 69.4,18,stable,-3.5 ,-25.9, 25.7
"Yazoo County(6,10)",28163,No,55.7 ,44.4, 69.1,17,stable,1.5 ,-19.8, 28.5
"Tunica County(6,10)",28143,No,55.2 ,36, 80.8,6,stable,-6.1 ,-34.8, 35.2
"Tallahatchie County(6,10)",28135,No,55.1 ,40.2, 74,9,stable,11.8 ,-19.4, 55.1
"Pike County(6,10)",28113,No,54.4 ,45.2, 65,26,stable,-2.1 ,-14.8, 12.5
"Newton County(6,10)",28101,No,54.3 ,42.2, 69,14,stable,2.4 ,-43.2, 84.7
"Copiah County(6,10)",28029,No,53.6 ,43.2, 65.9,19,stable,-7.0 ,-34.8, 32.7
"Walthall County(6,10)",28147,No,53.4 ,40.1, 70.2,11,stable,5.3 ,-25.2, 48.3
