------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '086', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_051.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Mississippi by County

"Non-Hodgkin Lymphoma (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Mississippi(6)",28000,***,10.8 ,10.3, 11.3,357,63.9
"US (SEER+NPCR)(1)",00000,***,12 ,12, 12.1,43387,62.8
"Calhoun County(6)",28013,***,17.7 ,10.5, 28.7,4,78.3
"Copiah County(6)",28029,***,17.6 ,11.7, 25.7,6,74.4
"Madison County(6)",28089,***,15.9 ,12.4, 20,15,65.3
"Grenada County(6)",28043,***,14.3 ,8, 23.6,3,69.6
"Pike County(6)",28113,***,13.3 ,8.9, 19,6,67.4
"Adams County(6)",28001,***,12.6 ,7.8, 19.3,5,67.6
"Rankin County(6)",28121,***,12.5 ,10.1, 15.2,20,65.8
"Harrison County(6)",28047,***,12.4 ,10.3, 14.8,25,63.0
"Pearl River County(6)",28109,***,12.3 ,8.7, 17,8,57.1
"Jones County(6)",28067,***,12.3 ,9, 16.3,10,63.6
"Lamar County(6)",28073,***,11.9 ,8.3, 16.6,7,69.2
"Union County(6)",28145,***,11.7 ,7, 18.5,4,70.4
"Lincoln County(6)",28085,***,11.7 ,7.3, 17.8,5,65.7
"Marion County(6)",28091,***,11.7 ,6.8, 18.8,4,62.1
"Alcorn County(6)",28003,***,11.6 ,7.5, 17.3,5,70.3
"Monroe County(6)",28095,***,11.6 ,7.6, 17,6,63.6
"DeSoto County(6)",28033,***,11.4 ,9.2, 14,19,68.1
"Hancock County(6)",28045,***,11.2 ,7.8, 15.9,7,70.0
"Forrest County(6)",28035,***,11 ,8, 14.9,9,69.8
"Yazoo County(6)",28163,***,10.9 ,6.2, 17.9,3,84.2
"Oktibbeha County(6)",28105,***,10.9 ,6.7, 16.7,4,61.1
"Scott County(6)",28123,***,10.5 ,5.9, 17.3,3,50.0
"Jackson County(6)",28059,***,10.4 ,8.2, 13,16,64.1
"Pontotoc County(6)",28115,***,10.4 ,6.1, 16.6,4,66.7
"Lee County(6)",28081,***,10.2 ,7.5, 13.6,10,61.3
"Hinds County(6)",28049,***,9.8 ,8.1, 11.7,24,69.5
"Simpson County(6)",28127,***,9.5 ,5.4, 15.7,3,76.2
"Lowndes County(6)",28087,***,9.4 ,6.4, 13.5,6,60.8
"Panola County(6)",28107,***,9.1 ,5.3, 14.6,4,62.1
"Marshall County(6)",28093,***,8.9 ,5.3, 14,4,58.8
"Lafayette County(6)",28071,***,8.7 ,5.3, 13.5,4,63.6
"Warren County(6)",28149,***,7.1 ,4.3, 11.3,4,44.4
"Washington County(6)",28151,***,7.1 ,4.1, 11.5,4,51.4
"Lauderdale County(6)",28075,***,6.1 ,4, 9,6,49.1
"Amite County(6)",28005,***,* ,*, *,3 or fewer,*
"Attala County(6)",28007,***,* ,*, *,3 or fewer,*
"Benton County(6)",28009,***,* ,*, *,3 or fewer,*
"Bolivar County(6)",28011,***,* ,*, *,3 or fewer,*
"Carroll County(6)",28015,***,* ,*, *,3 or fewer,*
"Chickasaw County(6)",28017,***,* ,*, *,3 or fewer,*
"Choctaw County(6)",28019,***,* ,*, *,3 or fewer,*
"Claiborne County(6)",28021,***,* ,*, *,3 or fewer,*
"Clarke County(6)",28023,***,* ,*, *,3 or fewer,*
"Clay County(6)",28025,***,* ,*, *,3 or fewer,*
"Coahoma County(6)",28027,***,* ,*, *,3 or fewer,*
"Covington County(6)",28031,***,* ,*, *,3 or fewer,*
"Franklin County(6)",28037,***,* ,*, *,3 or fewer,*
"George County(6)",28039,***,* ,*, *,3 or fewer,*
"Greene County(6)",28041,***,* ,*, *,3 or fewer,*
"Holmes County(6)",28051,***,* ,*, *,3 or fewer,*
"Humphreys County(6)",28053,***,* ,*, *,3 or fewer,*
"Issaquena County(6)",28055,***,* ,*, *,3 or fewer,*
"Itawamba County(6)",28057,***,* ,*, *,3 or fewer,*
"Jasper County(6)",28061,***,* ,*, *,3 or fewer,*
"Jefferson County(6)",28063,***,* ,*, *,3 or fewer,*
"Jefferson Davis County(6)",28065,***,* ,*, *,3 or fewer,*
"Kemper County(6)",28069,***,* ,*, *,3 or fewer,*
"Lawrence County(6)",28077,***,* ,*, *,3 or fewer,*
"Leake County(6)",28079,***,* ,*, *,3 or fewer,*
"Leflore County(6)",28083,***,* ,*, *,3 or fewer,*
"Montgomery County(6)",28097,***,* ,*, *,3 or fewer,*
"Neshoba County(6)",28099,***,* ,*, *,3 or fewer,*
"Newton County(6)",28101,***,* ,*, *,3 or fewer,*
"Noxubee County(6)",28103,***,* ,*, *,3 or fewer,*
"Perry County(6)",28111,***,* ,*, *,3 or fewer,*
"Prentiss County(6)",28117,***,* ,*, *,3 or fewer,*
"Quitman County(6)",28119,***,* ,*, *,3 or fewer,*
"Sharkey County(6)",28125,***,* ,*, *,3 or fewer,*
"Smith County(6)",28129,***,* ,*, *,3 or fewer,*
"Stone County(6)",28131,***,* ,*, *,3 or fewer,*
"Sunflower County(6)",28133,***,* ,*, *,3 or fewer,*
"Tallahatchie County(6)",28135,***,* ,*, *,3 or fewer,*
"Tate County(6)",28137,***,* ,*, *,3 or fewer,*
"Tippah County(6)",28139,***,* ,*, *,3 or fewer,*
"Tishomingo County(6)",28141,***,* ,*, *,3 or fewer,*
"Tunica County(6)",28143,***,* ,*, *,3 or fewer,*
"Walthall County(6)",28147,***,* ,*, *,3 or fewer,*
"Wayne County(6)",28153,***,* ,*, *,3 or fewer,*
"Webster County(6)",28155,***,* ,*, *,3 or fewer,*
"Wilkinson County(6)",28157,***,* ,*, *,3 or fewer,*
"Winston County(6)",28159,***,* ,*, *,3 or fewer,*
"Yalobusha County(6)",28161,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
