------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Texas",48000,42.3,11585050,"49 of 52"
"United States",00000,47.3,151838062,"N/A"
"Brazos County",48041,30.6,65510,"3127 of 3141"
"Gaines County",48165,34.5,6863,"3109 of 3141"
"Webb County",48479,34.5,93152,"3107 of 3141"
"Coryell County",48099,34.9,26477,"3106 of 3141"
"Hidalgo County",48215,35.6,299153,"3102 of 3141"
"Kleberg County",48273,35.9,11333,"3097 of 3141"
"Ector County",48135,36.1,56167,"3094 of 3141"
"Starr County",48427,36.2,22960,"3091 of 3141"
"Zapata County",48505,36.4,5241,"3084 of 3141"
"Bell County",48027,36.4,122591,"3082 of 3141"
"Frio County",48163,37.1,7082,"3073 of 3141"
"Maverick County",48323,37.9,21799,"3052 of 3141"
"Moore County",48341,38.0,8375,"3050 of 3141"
"Lubbock County",48303,38.1,113554,"3048 of 3141"
"Dallam County",48111,38.3,2763,"3040 of 3141"
"Midland County",48329,38.5,61535,"3038 of 3141"
"Hays County",48209,38.5,75097,"3035 of 3141"
"Andrews County",48003,38.7,6803,"3032 of 3141"
"Childress County",48075,38.7,2736,"3030 of 3141"
"Ochiltree County",48357,38.8,4069,"3028 of 3141"
"Erath County",48143,39.0,16012,"3021 of 3141"
"Brooks County",48047,39.1,2838,"3015 of 3141"
"Waller County",48473,39.2,18980,"3013 of 3141"
"Deaf Smith County",48117,39.2,7429,"3012 of 3141"
"Willacy County",48489,39.3,8582,"3010 of 3141"
"Travis County",48453,39.6,465725,"3004 of 3141"
"Cameron County",48061,39.7,166670,"3000 of 3141"
"El Paso County",48141,39.7,331474,"2996 of 3141"
"Nacogdoches County",48347,39.8,26026,"2993 of 3141"
"King County",48269,39.8,115,"2991 of 3141"
"Yoakum County",48501,39.8,3379,"2989 of 3141"
"Harris County",48201,39.9,1803727,"2987 of 3141"
"Val Verde County",48465,40.0,19574,"2985 of 3141"
"Taylor County",48441,40.2,54353,"2975 of 3141"
"Crane County",48103,40.2,1943,"2973 of 3141"
"Martin County",48317,40.2,2230,"2972 of 3141"
"Dallas County",48113,40.2,1026551,"2971 of 3141"
"Winkler County",48495,40.3,3131,"2969 of 3141"
"Oldham County",48359,40.4,842,"2962 of 3141"
"Mitchell County",48335,40.6,3563,"2950 of 3141"
"Bexar County",48029,40.8,771466,"2944 of 3141"
"Reagan County",48383,40.8,1525,"2942 of 3141"
"Bailey County",48017,40.9,2904,"2938 of 3141"
"Potter County",48375,41.0,49710,"2934 of 3141"
"Dawson County",48115,41.3,5406,"2924 of 3141"
"McLennan County",48309,41.5,101966,"2915 of 3141"
"Hale County",48189,41.6,14351,"2912 of 3141"
"Dimmit County",48127,41.7,4508,"2907 of 3141"
"Zavala County",48507,41.8,5074,"2901 of 3141"
"Upton County",48461,41.8,1495,"2900 of 3141"
"Tarrant County",48439,42.0,832566,"2894 of 3141"
"Titus County",48449,42.1,13763,"2883 of 3141"
"Parmer County",48369,42.2,4168,"2879 of 3141"
"Denton County",48121,42.3,330750,"2873 of 3141"
"Tom Green County",48451,42.5,49649,"2868 of 3141"
"Madison County",48313,42.9,5993,"2847 of 3141"
"Terry County",48445,42.9,5473,"2846 of 3141"
"Hemphill County",48211,42.9,1782,"2845 of 3141"
"Reeves County",48389,43.0,6355,"2842 of 3141"
"Hockley County",48219,43.0,10002,"2841 of 3141"
"Wichita County",48485,43.1,56745,"2836 of 3141"
"Kenedy County",48261,43.1,243,"2834 of 3141"
"Williamson County",48491,43.1,219301,"2829 of 3141"
"Cochran County",48079,43.2,1266,"2826 of 3141"
"Walker County",48471,43.2,30612,"2818 of 3141"
"Schleicher County",48413,43.2,1350,"2817 of 3141"
"Jim Wells County",48249,43.3,17881,"2812 of 3141"
"Ward County",48475,43.4,4985,"2807 of 3141"
"Brazoria County",48039,43.4,150092,"2805 of 3141"
"Pecos County",48371,43.4,6861,"2800 of 3141"
"Scurry County",48415,43.4,7534,"2798 of 3141"
"Swisher County",48437,43.6,3289,"2786 of 3141"
"Fort Bend County",48157,43.7,310698,"2783 of 3141"
"Nueces County",48355,43.8,156930,"2776 of 3141"
"Karnes County",48255,43.8,6594,"2771 of 3141"
"Bee County",48025,43.8,14342,"2769 of 3141"
"Kaufman County",48257,43.9,50426,"2764 of 3141"
"Randall County",48381,44.1,57611,"2740 of 3141"
"San Patricio County",48409,44.2,29538,"2735 of 3141"
"Gregg County",48183,44.3,54671,"2728 of 3141"
"Lipscomb County",48295,44.5,1554,"2716 of 3141"
"Collin County",48085,44.5,406675,"2713 of 3141"
"Uvalde County",48463,44.5,12020,"2712 of 3141"
"Chambers County",48071,44.5,17481,"2711 of 3141"
"Ellis County",48139,44.6,73121,"2705 of 3141"
"Jim Hogg County",48247,44.6,2349,"2698 of 3141"
"Victoria County",48469,44.7,40907,"2690 of 3141"
"Castro County",48069,44.8,3538,"2677 of 3141"
"Jefferson County",48245,44.9,114299,"2674 of 3141"
"Atascosa County",48013,44.9,21614,"2673 of 3141"
"Howard County",48227,44.9,16393,"2670 of 3141"
"Lamb County",48279,45.1,6029,"2647 of 3141"
"Liberty County",48291,45.2,36072,"2645 of 3141"
"Caldwell County",48055,45.4,18397,"2620 of 3141"
"Gray County",48179,45.5,10443,"2614 of 3141"
"La Salle County",48283,45.5,3376,"2610 of 3141"
"Guadalupe County",48187,45.7,68971,"2595 of 3141"
"Montgomery County",48339,45.7,244799,"2592 of 3141"
"Hansford County",48195,45.8,2531,"2590 of 3141"
"Smith County",48423,45.8,101714,"2589 of 3141"
"Duval County",48131,45.9,5243,"2574 of 3141"
"Johnson County",48251,46.0,73601,"2563 of 3141"
"Rockwall County",48397,46.0,41570,"2562 of 3141"
"Crockett County",48105,46.2,1773,"2528 of 3141"
