------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Texas",48000,0.5,130360,"27 of 52"
"United States",00000,0.8,2632102,"N/A"
"Baylor County",48023,0.0,0,"2960 of 3141"
"Borden County",48033,0.0,0,"2960 of 3141"
"Briscoe County",48045,0.0,0,"2960 of 3141"
"Crockett County",48105,0.0,0,"2960 of 3141"
"Crosby County",48107,0.0,0,"2960 of 3141"
"Culberson County",48109,0.0,0,"2960 of 3141"
"Dimmit County",48127,0.0,0,"2960 of 3141"
"Foard County",48155,0.0,0,"2960 of 3141"
"Glasscock County",48173,0.0,0,"2960 of 3141"
"Goliad County",48175,0.0,0,"2960 of 3141"
"Hudspeth County",48229,0.0,0,"2960 of 3141"
"Irion County",48235,0.0,0,"2960 of 3141"
"Jackson County",48239,0.0,0,"2960 of 3141"
"Kenedy County",48261,0.0,0,"2960 of 3141"
"King County",48269,0.0,0,"2960 of 3141"
"La Salle County",48283,0.0,0,"2960 of 3141"
"Mills County",48333,0.0,0,"2960 of 3141"
"Motley County",48345,0.0,0,"2960 of 3141"
"Reagan County",48383,0.0,0,"2960 of 3141"
"Real County",48385,0.0,0,"2960 of 3141"
"Roberts County",48393,0.0,0,"2960 of 3141"
"San Saba County",48411,0.0,0,"2960 of 3141"
"Schleicher County",48413,0.0,0,"2960 of 3141"
"Sterling County",48431,0.0,0,"2960 of 3141"
"Stonewall County",48433,0.0,0,"2960 of 3141"
"Throckmorton County",48447,0.0,0,"2960 of 3141"
"Zapata County",48505,0.0,0,"2960 of 3141"
"McCulloch County",48307,0.0,1,"2939 of 3141"
"Hartley County",48205,0.0,1,"2929 of 3141"
"Lee County",48287,0.0,6,"2872 of 3141"
"Austin County",48015,0.0,11,"2869 of 3141"
"Jim Hogg County",48247,0.0,2,"2866 of 3141"
"Lavaca County",48285,0.0,8,"2853 of 3141"
"Edwards County",48137,0.0,1,"2827 of 3141"
"Oldham County",48359,0.0,1,"2826 of 3141"
"Panola County",48365,0.1,12,"2817 of 3141"
