------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Oklahoma by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Oklahoma(6)",40000,No,43.7 ,42.4, 44.9,968,35.1
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Tillman County(6)",40141,No,87.6 ,52.5, 138.2,4,47.7
"Nowata County(6)",40105,No,56.6 ,33.5, 90.7,4,42.6
"Caddo County(6)",40015,No,54.9 ,38.8, 75.3,8,37.8
"Logan County(6)",40083,No,51.1 ,39.3, 65.6,13,37.9
"Pushmataha County(6)",40127,No,50.9 ,27.8, 85.4,3,32.1
"Tulsa County(6)",40143,No,50.4 ,47.1, 54,175,36.0
"Creek County(6)",40037,No,49 ,40, 59.6,22,34.4
"Stephens County(6)",40137,No,48.9 ,37.4, 62.9,14,39.4
"Oklahoma County(6)",40109,No,48.8 ,45.8, 52,204,36.6
"Rogers County(6)",40131,No,47.6 ,39.3, 57.1,25,35.8
"Kingfisher County(6)",40073,No,47.2 ,28.3, 73.8,4,33.9
"Craig County(6)",40035,No,46.9 ,29.1, 72.5,5,35.8
"Garfield County(6)",40047,No,46.1 ,36.3, 57.6,17,36.2
"Murray County(6)",40099,No,45.4 ,26.9, 72.5,4,42.6
