------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=30&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '30', 'areatype': 'county', 'cancer': '018', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_056.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=30&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Montana by County

"Stomach (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Montana(6)",30000,***,3.1 ,2.6, 3.5,40,61.7
"US (SEER+NPCR)(1)",00000,***,3.8 ,3.8, 3.8,13895,58.2
"Ravalli County(6)",30081,***,4.7 ,2.6, 8.1,3,66.7
"Cascade County(6)",30013,***,3.6 ,2, 5.8,3,77.3
"Missoula County(6)",30063,***,3.5 ,2.1, 5.4,4,68.8
"Yellowstone County(6)",30111,***,3 ,2, 4.4,6,60.4
"Beaverhead County(6)",30001,***,* ,*, *,3 or fewer,*
"Big Horn County(6)",30003,***,* ,*, *,3 or fewer,*
"Blaine County(6)",30005,***,* ,*, *,3 or fewer,*
"Broadwater County(6)",30007,***,* ,*, *,3 or fewer,*
"Carbon County(6)",30009,***,* ,*, *,3 or fewer,*
"Carter County(6)",30011,***,* ,*, *,3 or fewer,*
"Chouteau County(6)",30015,***,* ,*, *,3 or fewer,*
"Custer County(6)",30017,***,* ,*, *,3 or fewer,*
"Daniels County(6)",30019,***,* ,*, *,3 or fewer,*
"Dawson County(6)",30021,***,* ,*, *,3 or fewer,*
"Deer Lodge County(6)",30023,***,* ,*, *,3 or fewer,*
"Fallon County(6)",30025,***,* ,*, *,3 or fewer,*
"Fergus County(6)",30027,***,* ,*, *,3 or fewer,*
"Flathead County(6)",30029,***,* ,*, *,3 or fewer,*
"Gallatin County(6)",30031,***,* ,*, *,3 or fewer,*
"Garfield County(6)",30033,***,* ,*, *,3 or fewer,*
"Glacier County(6)",30035,***,* ,*, *,3 or fewer,*
"Golden Valley County(6)",30037,***,* ,*, *,3 or fewer,*
"Granite County(6)",30039,***,* ,*, *,3 or fewer,*
"Hill County(6)",30041,***,* ,*, *,3 or fewer,*
"Jefferson County(6)",30043,***,* ,*, *,3 or fewer,*
"Judith Basin County(6)",30045,***,* ,*, *,3 or fewer,*
"Lake County(6)",30047,***,* ,*, *,3 or fewer,*
"Lewis and Clark County(6)",30049,***,* ,*, *,3 or fewer,*
"Liberty County(6)",30051,***,* ,*, *,3 or fewer,*
"Lincoln County(6)",30053,***,* ,*, *,3 or fewer,*
"Madison County(6)",30057,***,* ,*, *,3 or fewer,*
"McCone County(6)",30055,***,* ,*, *,3 or fewer,*
"Meagher County(6)",30059,***,* ,*, *,3 or fewer,*
"Mineral County(6)",30061,***,* ,*, *,3 or fewer,*
"Musselshell County(6)",30065,***,* ,*, *,3 or fewer,*
"Park County(6)",30067,***,* ,*, *,3 or fewer,*
"Petroleum County(6)",30069,***,* ,*, *,3 or fewer,*
"Phillips County(6)",30071,***,* ,*, *,3 or fewer,*
"Pondera County(6)",30073,***,* ,*, *,3 or fewer,*
"Powder River County(6)",30075,***,* ,*, *,3 or fewer,*
"Powell County(6)",30077,***,* ,*, *,3 or fewer,*
"Prairie County(6)",30079,***,* ,*, *,3 or fewer,*
"Richland County(6)",30083,***,* ,*, *,3 or fewer,*
"Roosevelt County(6)",30085,***,* ,*, *,3 or fewer,*
"Rosebud County(6)",30087,***,* ,*, *,3 or fewer,*
"Sanders County(6)",30089,***,* ,*, *,3 or fewer,*
"Sheridan County(6)",30091,***,* ,*, *,3 or fewer,*
"Silver Bow County(6)",30093,***,* ,*, *,3 or fewer,*
"Stillwater County(6)",30095,***,* ,*, *,3 or fewer,*
"Sweet Grass County(6)",30097,***,* ,*, *,3 or fewer,*
"Teton County(6)",30099,***,* ,*, *,3 or fewer,*
"Toole County(6)",30101,***,* ,*, *,3 or fewer,*
"Treasure County(6)",30103,***,* ,*, *,3 or fewer,*
"Valley County(6)",30105,***,* ,*, *,3 or fewer,*
"Wheatland County(6)",30107,***,* ,*, *,3 or fewer,*
"Wibaux County(6)",30109,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

