------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00025&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00025', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00025&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: White
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (White),Rank within US
"Mississippi",28000,58.8,1755471,"49 of 52"
"United States",00000,73.0,234370202,"N/A"
"Claiborne County",28021,12.1,1098,"3134 of 3141"
"Jefferson County",28063,13.2,983,"3132 of 3141"
"Holmes County",28051,15.8,2882,"3131 of 3141"
"Tunica County",28143,19.6,2011,"3120 of 3141"
"Coahoma County",28027,21.6,5247,"3115 of 3141"
"Humphreys County",28053,21.6,1878,"3114 of 3141"
"Leflore County",28083,24.5,7386,"3107 of 3141"
"Sunflower County",28133,24.9,6715,"3104 of 3141"
"Washington County",28151,25.9,12442,"3102 of 3141"
"Hinds County",28049,26.0,63210,"3101 of 3141"
"Sharkey County",28125,26.9,1245,"3100 of 3141"
"Noxubee County",28103,27.3,2982,"3098 of 3141"
"Wilkinson County",28157,27.9,2537,"3094 of 3141"
"Quitman County",28119,27.9,2106,"3093 of 3141"
"Bolivar County",28011,32.8,10875,"3078 of 3141"
"Issaquena County",28055,34.3,445,"3072 of 3141"
"Tallahatchie County",28135,35.6,5174,"3066 of 3141"
"Kemper County",28069,35.9,3617,"3064 of 3141"
"Jefferson Davis County",28065,38.0,4428,"3054 of 3141"
"Yazoo County",28163,38.3,10529,"3052 of 3141"
"Clay County",28025,39.8,7948,"3042 of 3141"
"Adams County",28001,42.6,13449,"3018 of 3141"
"Pike County",28113,44.7,17788,"3003 of 3141"
"Jasper County",28061,45.1,7459,"2998 of 3141"
"Copiah County",28029,45.2,12980,"2997 of 3141"
"Warren County",28149,48.0,22808,"2971 of 3141"
"Panola County",28107,48.5,16585,"2965 of 3141"
"Marshall County",28093,49.3,17745,"2957 of 3141"
"Winston County",28159,50.6,9343,"2951 of 3141"
"Leake County",28079,51.2,11748,"2942 of 3141"
"Walthall County",28147,53.1,7789,"2922 of 3141"
"Chickasaw County",28017,53.7,9288,"2915 of 3141"
"Lowndes County",28087,53.9,32099,"2911 of 3141"
"Montgomery County",28097,54.0,5565,"2910 of 3141"
"Attala County",28007,54.1,10142,"2908 of 3141"
"Lauderdale County",28075,54.5,42612,"2903 of 3141"
"Grenada County",28043,55.4,11842,"2890 of 3141"
"Madison County",28089,56.6,57872,"2872 of 3141"
"Amite County",28005,57.6,7237,"2860 of 3141"
"Scott County",28123,57.7,16374,"2857 of 3141"
"Oktibbeha County",28105,57.7,28496,"2854 of 3141"
"Wayne County",28153,57.8,11831,"2849 of 3141"
"Yalobusha County",28161,58.6,7282,"2844 of 3141"
"Forrest County",28035,59.6,45182,"2827 of 3141"
"Neshoba County",28099,60.2,17711,"2814 of 3141"
"Benton County",28009,60.8,5051,"2804 of 3141"
"Simpson County",28127,62.0,16878,"2777 of 3141"
"Covington County",28031,62.6,12003,"2761 of 3141"
"Newton County",28101,62.9,13483,"2756 of 3141"
"Franklin County",28037,63.7,4949,"2732 of 3141"
"Clarke County",28023,63.8,10266,"2727 of 3141"
"Carroll County",28015,64.6,6601,"2710 of 3141"
"Marion County",28091,65.8,16748,"2687 of 3141"
"Lawrence County",28077,65.9,8345,"2683 of 3141"
"Tate County",28137,66.4,18804,"2672 of 3141"
"Calhoun County",28013,66.9,9786,"2658 of 3141"
"Monroe County",28095,68.0,24441,"2626 of 3141"
"Choctaw County",28019,68.0,5681,"2625 of 3141"
"Lincoln County",28085,68.2,23567,"2616 of 3141"
"Lee County",28081,68.3,57917,"2612 of 3141"
"Harrison County",28047,68.5,137403,"2606 of 3141"
"Jones County",28067,68.9,47069,"2588 of 3141"
"DeSoto County",28033,69.6,120513,"2574 of 3141"
"Lafayette County",28071,71.7,37814,"2516 of 3141"
"Jackson County",28059,71.7,101379,"2513 of 3141"
"Greene County",28041,73.2,10100,"2478 of 3141"
"Smith County",28129,76.0,12241,"2385 of 3141"
"Lamar County",28073,76.0,46017,"2383 of 3141"
"Rankin County",28121,76.5,114455,"2369 of 3141"
"Stone County",28131,78.7,14154,"2271 of 3141"
"Perry County",28111,78.8,9488,"2270 of 3141"
"Pontotoc County",28115,78.9,24529,"2259 of 3141"
