------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Mississippi",28000,0.4,13258,"28 of 52"
"United States",00000,0.8,2632102,"N/A"
"Benton County",28009,0.0,0,"2960 of 3141"
"Calhoun County",28013,0.0,0,"2960 of 3141"
"Copiah County",28029,0.0,0,"2960 of 3141"
"Covington County",28031,0.0,0,"2960 of 3141"
"Franklin County",28037,0.0,0,"2960 of 3141"
"Issaquena County",28055,0.0,0,"2960 of 3141"
"Jefferson County",28063,0.0,0,"2960 of 3141"
"Jefferson Davis County",28065,0.0,0,"2960 of 3141"
"Lawrence County",28077,0.0,0,"2960 of 3141"
"Leflore County",28083,0.0,0,"2960 of 3141"
"Montgomery County",28097,0.0,0,"2960 of 3141"
"Perry County",28111,0.0,0,"2960 of 3141"
"Prentiss County",28117,0.0,0,"2960 of 3141"
"Quitman County",28119,0.0,0,"2960 of 3141"
"Smith County",28129,0.0,0,"2960 of 3141"
"Tunica County",28143,0.0,0,"2960 of 3141"
"Walthall County",28147,0.0,0,"2960 of 3141"
"Wilkinson County",28157,0.0,0,"2960 of 3141"
"Jasper County",28061,0.0,1,"2956 of 3141"
"Itawamba County",28057,0.0,2,"2951 of 3141"
"Simpson County",28127,0.0,3,"2944 of 3141"
"Lincoln County",28085,0.0,4,"2942 of 3141"
"Amite County",28005,0.0,3,"2915 of 3141"
"Monroe County",28095,0.0,9,"2911 of 3141"
"Pontotoc County",28115,0.0,9,"2897 of 3141"
"Tippah County",28139,0.0,7,"2884 of 3141"
"Holmes County",28051,0.1,11,"2785 of 3141"
"Lafayette County",28071,0.1,32,"2783 of 3141"
"Panola County",28107,0.1,22,"2766 of 3141"
"Union County",28145,0.1,19,"2755 of 3141"
"Carroll County",28015,0.1,7,"2749 of 3141"
"Lamar County",28073,0.1,42,"2745 of 3141"
"Alcorn County",28003,0.1,33,"2667 of 3141"
"Tate County",28137,0.1,27,"2648 of 3141"
"Clarke County",28023,0.1,16,"2631 of 3141"
"Marshall County",28093,0.1,37,"2622 of 3141"
"Warren County",28149,0.1,50,"2614 of 3141"
"Oktibbeha County",28105,0.1,52,"2613 of 3141"
"Hinds County",28049,0.1,261,"2602 of 3141"
"Sharkey County",28125,0.1,5,"2595 of 3141"
