------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '086', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_051.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Ohio by County

"Non-Hodgkin Lymphoma (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Ohio(6)",39000,***,12.7 ,12.5, 13,1763,66.7
"US (SEER+NPCR)(1)",00000,***,12 ,12, 12.1,43387,62.8
"Knox County(6)",39083,***,18.3 ,14, 23.5,13,79.3
"Madison County(6)",39097,***,17.7 ,12.7, 24.1,8,70.0
"Richland County(6)",39139,***,17.2 ,14.3, 20.5,27,72.7
"Henry County(6)",39069,***,16.9 ,11.3, 24.6,6,66.7
"Geauga County(6)",39055,***,16.8 ,13.7, 20.5,21,71.8
"Sandusky County(6)",39143,***,16.2 ,12.3, 20.9,12,63.3
"Pickaway County(6)",39129,***,16 ,11.8, 21.2,10,74.6
"Marion County(6)",39101,***,16 ,12.2, 20.6,13,75.3
"Fulton County(6)",39051,***,15.9 ,11.2, 22.1,8,67.2
"Coshocton County(6)",39031,***,15.9 ,11.2, 22.1,8,69.0
"Wyandot County(6)",39175,***,15.7 ,9.5, 24.7,4,74.1
"Darke County(6)",39037,***,15.6 ,11.6, 20.7,11,69.7
"Logan County(6)",39091,***,15.4 ,11.1, 21,9,74.6
"Ross County(6)",39141,***,15 ,11.6, 19.1,14,75.8
"Jackson County(6)",39079,***,15 ,9.9, 21.8,6,90.6
"Adams County(6)",39001,***,14.8 ,9.5, 22.1,5,72.2
"Hocking County(6)",39073,***,14.8 ,9.6, 21.9,5,67.5
"Hardin County(6)",39065,***,14.6 ,9, 22.3,4,71.0
"Lake County(6)",39085,***,14.6 ,12.6, 16.7,44,69.2
"Perry County(6)",39127,***,14.4 ,9.6, 20.7,6,70.5
"Wood County(6)",39173,***,14.3 ,11.5, 17.6,19,76.2
"Warren County(6)",39165,***,14.2 ,12.1, 16.6,34,75.0
"Guernsey County(6)",39059,***,14.2 ,9.7, 20.2,7,57.6
"Lawrence County(6)",39087,***,14.2 ,10.7, 18.5,11,62.6
"Pike County(6)",39131,***,14.1 ,9, 21.1,5,73.5
"Portage County(6)",39133,***,14.1 ,11.7, 16.9,26,69.2
"Erie County(6)",39043,***,14 ,10.9, 17.9,15,65.8
"Medina County(6)",39103,***,14 ,11.8, 16.5,30,63.7
"Hancock County(6)",39063,***,13.8 ,10.6, 17.7,13,68.4
"Hamilton County(6)",39061,***,13.5 ,12.4, 14.7,122,70.5
"Clinton County(6)",39027,***,13.3 ,9, 19.2,6,62.0
"Union County(6)",39159,***,13.2 ,9.1, 18.5,7,62.5
"Cuyahoga County(6)",39035,***,13.2 ,12.4, 14.1,208,66.4
"Trumbull County(6)",39155,***,13.1 ,11.2, 15.3,37,68.9
"Delaware County(6)",39041,***,13.1 ,10.8, 15.7,24,66.9
"Meigs County(6)",39105,***,13 ,7.8, 20.8,4,69.0
"Lucas County(6)",39095,***,13 ,11.6, 14.6,64,69.6
"Licking County(6)",39089,***,13 ,10.9, 15.5,27,74.0
"Fairfield County(6)",39045,***,13 ,10.6, 15.7,22,67.9
"Muskingum County(6)",39119,***,12.9 ,10, 16.5,14,72.2
"Holmes County(6)",39075,***,12.9 ,8.5, 18.7,6,66.7
"Montgomery County(6)",39113,***,12.8 ,11.6, 14.1,86,71.8
"Clermont County(6)",39025,***,12.7 ,10.7, 15.1,29,69.0
"Allen County(6)",39003,***,12.7 ,9.9, 16,15,62.1
"Ashland County(6)",39005,***,12.7 ,9, 17.4,8,65.1
"Ashtabula County(6)",39007,***,12.6 ,9.9, 15.9,16,69.8
"Greene County(6)",39057,***,12.6 ,10.4, 15.1,25,69.5
"Franklin County(6)",39049,***,12.6 ,11.7, 13.6,148,66.2
"Wayne County(6)",39169,***,12.4 ,9.9, 15.4,18,66.7
"Noble County(6)",39121,***,12.4 ,6.9, 21.9,3,100.0
"Belmont County(6)",39013,***,12.3 ,9.3, 16.1,12,66.0
"Summit County(6)",39153,***,12.1 ,10.9, 13.3,81,65.6
"Huron County(6)",39077,***,12 ,8.6, 16.4,8,66.7
"Lorain County(6)",39093,***,11.9 ,10.4, 13.6,45,59.7
"Preble County(6)",39135,***,11.7 ,7.8, 17,6,62.5
"Morrow County(6)",39117,***,11.7 ,7.4, 17.5,5,83.3
"Brown County(6)",39015,***,11.6 ,8, 16.5,7,60.7
"Washington County(6)",39167,***,11.6 ,8.5, 15.5,10,63.8
"Champaign County(6)",39021,***,11.5 ,7.5, 17,6,70.0
"Miami County(6)",39109,***,11.5 ,9, 14.4,16,63.0
"Carroll County(6)",39019,***,11.4 ,7, 17.8,4,56.4
"Stark County(6)",39151,***,11.3 ,9.9, 12.7,54,65.7
"Jefferson County(6)",39081,***,11.1 ,8.2, 14.9,10,52.5
"Butler County(6)",39017,***,11 ,9.6, 12.6,45,65.8
"Defiance County(6)",39039,***,10.9 ,7.3, 15.8,6,63.8
"Putnam County(6)",39137,***,10.7 ,6.4, 16.7,4,66.7
"Ottawa County(6)",39123,***,10.6 ,7.3, 15.2,7,73.5
"Crawford County(6)",39033,***,10.6 ,7, 15.4,6,48.4
"Tuscarawas County(6)",39157,***,10.5 ,8, 13.6,13,65.3
"Athens County(6)",39009,***,10.5 ,7.1, 15,6,66.7
"Gallia County(6)",39053,***,10.4 ,6.6, 16,5,65.7
"Mahoning County(6)",39099,***,10.3 ,8.8, 12.1,34,52.2
"Scioto County(6)",39145,***,10.3 ,7.6, 13.7,10,63.8
"Fayette County(6)",39047,***,10.1 ,6, 16.2,4,59.4
"Williams County(6)",39171,***,9.8 ,6.2, 15,5,58.5
"Clark County(6)",39023,***,9.7 ,7.8, 12,18,63.2
"Mercer County(6)",39107,***,9.4 ,5.8, 14.6,4,55.0
"Seneca County(6)",39147,***,9 ,6.1, 13,6,59.3
"Highland County(6)",39071,***,9 ,5.8, 13.5,5,54.3
"Columbiana County(6)",39029,***,8.9 ,6.8, 11.6,13,51.6
"Auglaize County(6)",39011,***,7.7 ,4.7, 12,4,50.0
"Shelby County(6)",39149,***,6.6 ,4, 10.4,4,40.8
"Harrison County(6)",39067,***,* ,*, *,3 or fewer,*
"Monroe County(6)",39111,***,* ,*, *,3 or fewer,*
"Morgan County(6)",39115,***,* ,*, *,3 or fewer,*
"Paulding County(6)",39125,***,* ,*, *,3 or fewer,*
"Van Wert County(6)",39161,***,* ,*, *,3 or fewer,*
"Vinton County(6)",39163,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

