------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Ohio by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio(6,10)",39000,No,41.5 ,41, 42,5820,stable,0.1 ,-3.1, 3.4
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Guernsey County(6,10)",39059,No,60 ,50.6, 70.7,31,stable,-2.2 ,-17.4, 15.8
"Van Wert County(6,10)",39161,No,58.9 ,48.1, 71.6,22,stable,7.5 ,-4.3, 20.8
"Marion County(6,10)",39101,No,55.4 ,48.3, 63.3,46,stable,-3.6 ,-24.8, 23.5
"Adams County(6,10)",39001,No,55.2 ,44.6, 67.9,19,stable,-2.5 ,-24.4, 25.7
"Wyandot County(6,10)",39175,No,53.3 ,41.9, 67,16,stable,-4.8 ,-27.8, 25.4
"Hardin County(6,10)",39065,No,52.3 ,42.2, 64.2,19,stable,15.7 ,-2.2, 36.8
"Erie County(6,10)",39043,No,51.1 ,45.2, 57.7,57,stable,-3.5 ,-19.0, 15.0
"Ottawa County(6,10)",39123,No,51 ,43.3, 59.8,34,stable,1.2 ,-7.4, 10.6
"Holmes County(6,10)",39075,No,50.6 ,41.3, 61.4,21,stable,1.2 ,-16.7, 22.9
"Ashland County(6,10)",39005,No,50.3 ,43, 58.4,36,stable,3.0 ,-22.6, 37.1
"Hocking County(6,10)",39073,No,50.1 ,40, 62.1,18,stable,0.0 ,-26.5, 36.0
"Sandusky County(6,10)",39143,No,49.9 ,42.9, 57.7,39,stable,2.2 ,-5.3, 10.4
"Washington County(6,10)",39167,No,49.3 ,42.6, 56.9,41,stable,1.1 ,-8.7, 12.1
"Darke County(6,10)",39037,No,48.7 ,41.6, 56.8,35,stable,-7.2 ,-32.5, 27.5
"Brown County(6,10)",39015,No,48.7 ,40.8, 57.8,28,stable,2.1 ,-3.2, 7.7
"Preble County(6,10)",39135,No,48.6 ,40.3, 58.1,26,stable,-2.9 ,-16.7, 13.2
"Vinton County(6,10)",39163,No,48.3 ,33.9, 67.1,8,stable,10.9 ,-30.4, 76.7
"Morrow County(6,10)",39117,No,48.3 ,39.3, 58.9,21,stable,-5.9 ,-18.7, 8.8
"Fulton County(6,10)",39051,No,48.3 ,39.9, 58,25,stable,6.7 ,-10.0, 26.5
"Athens County(6,10)",39009,No,48.2 ,40.5, 57,29,stable,-6.5 ,-24.8, 16.3
"Defiance County(6,10)",39039,No,47.9 ,39.3, 58,23,stable,7.9 ,-21.9, 49.1
"Meigs County(6,10)",39105,No,47.5 ,37.3, 60.1,15,rising,13.7 ,1.1, 27.9
"Champaign County(6,10)",39021,No,47.3 ,38.8, 57.2,23,stable,8.8 ,-9.2, 30.3
"Logan County(6,10)",39091,No,47.2 ,39.4, 56.2,27,stable,3.4 ,-4.2, 11.6
"Seneca County(6,10)",39147,No,47.1 ,40.1, 55,34,stable,-4.0 ,-12.8, 5.6
"Henry County(6,10)",39069,No,46.8 ,37.1, 58.6,17,stable,-2.5 ,-32.1, 40.1
"Wood County(6,10)",39173,No,46.7 ,41.6, 52.2,64,falling,-6.9 ,-12.8, -0.7
"Coshocton County(6,10)",39031,No,46.5 ,38.1, 56.3,22,stable,0.7 ,-18.0, 23.7
"Lawrence County(6,10)",39087,No,46.3 ,39.7, 53.8,36,stable,10.9 ,-2.4, 26.1
"Richland County(6,10)",39139,No,46.3 ,41.6, 51.4,74,rising,5.9 ,3.5, 8.3
"Columbiana County(6,10)",39029,No,46.3 ,41.2, 51.8,65,stable,-2.4 ,-19.7, 18.5
"Highland County(6,10)",39071,No,46.2 ,38.1, 55.4,24,stable,-1.3 ,-21.7, 24.6
"Allen County(6,10)",39003,No,45.8 ,40.5, 51.6,58,stable,-0.3 ,-7.2, 7.2
"Mercer County(6,10)",39107,No,45.6 ,37.5, 55,24,stable,-7.2 ,-31.5, 25.6
