------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for California by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"California",06000,***,10.3 ,10.2, 10.5,4188,stable,-0.2 ,-0.4, 0.1
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Inyo County",06027,***,13.1 ,8.1, 21,4,*,*,*,*
"Merced County",06047,***,12.8 ,10.7, 15,29,stable,0.6 ,-0.5, 1.6
"Tuolumne County",06109,***,12.4 ,9.3, 16.5,11,stable,1.5 ,-0.2, 3.3
"Lake County",06033,***,12 ,9, 15.7,11,stable,0.3 ,-1.3, 2.0
"Shasta County",06089,***,11.9 ,10.1, 14,31,stable,0.5 ,-0.6, 1.5
"Del Norte County",06015,***,11.8 ,7.1, 18.5,4,*,*,*,*
"Stanislaus County",06099,***,11.8 ,10.5, 13.2,61,rising,1.2 ,0.4, 2.1
"Sacramento County",06067,***,11.4 ,10.7, 12.2,175,stable,0.5 ,-0.1, 1.1
"Santa Barbara County",06083,***,11.3 ,10, 12.8,55,stable,0.0 ,-0.8, 0.9
"Solano County",06095,***,11.3 ,10, 12.8,55,stable,0.1 ,-0.7, 0.9
"Glenn County",06021,***,11.3 ,6.7, 17.9,4,*,*,*,*
"Ventura County",06111,***,11.2 ,10.2, 12.2,103,stable,0.5 ,-0.1, 1.2
"Placer County",06061,***,11.2 ,9.9, 12.6,56,stable,0.1 ,-0.9, 1.0
"San Benito County",06069,***,11.2 ,7.5, 15.9,6,stable,-0.7 ,-2.6, 1.2
"Napa County",06055,***,11 ,9, 13.4,21,stable,-0.3 ,-1.8, 1.3
"Yolo County",06113,***,10.9 ,8.9, 13.3,21,stable,-0.5 ,-1.9, 0.8
"Yuba County",06115,***,10.8 ,7.7, 14.9,8,stable,0.2 ,-1.5, 1.9
"Butte County",06007,***,10.8 ,9.1, 12.7,31,stable,0.5 ,-0.7, 1.6
"San Diego County",06073,***,10.5 ,10.1, 11.1,355,stable,0.2 ,-0.1, 0.5
"Orange County",06059,***,10.5 ,10, 11,350,stable,-0.1 ,-0.5, 0.3
"Los Angeles County",06037,***,10.4 ,10.1, 10.7,1059,stable,0.0 ,-0.2, 0.2
"Riverside County",06065,***,10.4 ,9.8, 11,252,rising,0.6 ,0.1, 1.0
"Monterey County",06053,***,10.4 ,9, 11.9,43,stable,0.1 ,-0.8, 1.0
"Fresno County",06019,***,10.3 ,9.4, 11.4,90,stable,-0.2 ,-0.9, 0.5
"Alameda County",06001,***,10.3 ,9.6, 11,171,stable,-0.1 ,-0.6, 0.4
"Madera County",06039,***,10.2 ,8, 12.8,16,stable,0.6 ,-1.1, 2.4
"Sonoma County",06097,***,10 ,8.9, 11.2,66,stable,-0.4 ,-1.0, 0.2
"Kern County",06029,***,10 ,9, 11.1,73,stable,-0.3 ,-1.1, 0.5
"Contra Costa County",06013,***,9.9 ,9.2, 10.8,127,stable,0.1 ,-0.5, 0.6
"San Bernardino County",06071,***,9.9 ,9.2, 10.6,181,stable,-0.3 ,-0.9, 0.2
"San Francisco County",06075,***,9.8 ,9, 10.8,101,stable,0.2 ,-0.3, 0.8
"Santa Cruz County",06087,***,9.8 ,8.2, 11.6,29,stable,0.4 ,-0.3, 1.1
"Marin County",06041,***,9.8 ,8.4, 11.3,38,stable,1.2 ,-0.5, 2.8
"San Mateo County",06081,***,9.7 ,8.8, 10.7,89,falling,-0.5 ,-0.8, -0.2
"San Joaquin County",06077,***,9.7 ,8.7, 10.8,65,stable,-0.1 ,-0.6, 0.4
"Calaveras County",06009,***,9.7 ,6.8, 13.7,8,stable,-0.1 ,-1.9, 1.9
"San Luis Obispo County",06079,***,9.6 ,8.2, 11.2,36,stable,-0.1 ,-0.8, 0.6
"Kings County",06031,***,9.5 ,7.1, 12.4,11,stable,-0.5 ,-2.0, 1.1
"Sutter County",06101,***,9.5 ,7.1, 12.4,11,stable,-1.0 ,-2.7, 0.7
"Mendocino County",06045,***,9.5 ,7.2, 12.4,13,stable,-1.0 ,-2.7, 0.6
"Siskiyou County",06093,***,9.4 ,6.5, 13.4,7,falling,-21.0 ,-34.8, -4.2
"Santa Clara County",06085,***,9.3 ,8.7, 9.9,177,stable,0.0 ,-0.4, 0.4
"Tulare County",06107,***,9.3 ,7.9, 10.7,36,stable,-0.9 ,-1.8, 0.1
"Lassen County",06035,***,9.2 ,5.1, 15.3,3,*,*,*,*
"Nevada County",06057,***,9.1 ,7.2, 11.6,16,stable,-0.9 ,-2.1, 0.3
"El Dorado County",06017,***,9 ,7.4, 10.8,23,stable,0.1 ,-1.5, 1.6
"Tehama County",06103,***,8.8 ,6.3, 12.2,8,stable,-0.4 ,-2.0, 1.2
"Humboldt County",06023,***,8.6 ,6.6, 11,14,stable,-1.3 ,-2.7, 0.1
"Amador County",06005,***,8.2 ,5.4, 12.4,6,*,*,*,*
"Imperial County",06025,***,7.8 ,6.1, 10,13,falling,-2.4 ,-3.7, -1.1
"Alpine County",06003,***,* ,*, *,3 or fewer,*,*,*,*
"Colusa County",06011,***,* ,*, *,3 or fewer,*,*,*,*
"Mariposa County",06043,***,* ,*, *,3 or fewer,*,*,*,*
"Modoc County",06049,***,* ,*, *,3 or fewer,*,*,*,*
"Mono County",06051,***,* ,*, *,3 or fewer,*,*,*,*
"Plumas County",06063,***,* ,*, *,3 or fewer,*,*,*,*
