------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for California by County

"Liver & Bile Duct, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"California",06000,***,7.8 ,7.6, 7.9,3243,rising,1.9 ,1.6, 2.2
"United States",00000,***,6.5 ,6.5, 6.6,24806,rising,1.3 ,0.6, 1.9
"San Francisco County",06075,***,10.9 ,10, 11.8,112,stable,0.6 ,-0.1, 1.4
"San Joaquin County",06077,***,9.9 ,8.9, 11,71,rising,4.6 ,3.9, 5.2
"Solano County",06095,***,9.6 ,8.4, 10.9,50,rising,4.7 ,3.5, 6.0
"Fresno County",06019,***,9.2 ,8.3, 10.1,82,rising,2.5 ,1.9, 3.1
"Sacramento County",06067,***,8.9 ,8.3, 9.6,143,rising,3.2 ,2.8, 3.7
"Mendocino County",06045,***,8.9 ,6.7, 11.8,12,stable,2.2 ,0.0, 4.6
"San Bernardino County",06071,***,8.8 ,8.2, 9.5,166,rising,3.6 ,2.9, 4.3
"Merced County",06047,***,8.8 ,7.2, 10.7,21,rising,3.0 ,1.4, 4.5
"Stanislaus County",06099,***,8.6 ,7.5, 9.8,47,rising,4.6 ,3.1, 6.1
"Imperial County",06025,***,8.5 ,6.7, 10.7,15,stable,0.9 ,-0.9, 2.6
"Yuba County",06115,***,8.5 ,5.7, 12.2,6,*,*,*,*
"Shasta County",06089,***,8.4 ,6.9, 10.3,22,rising,3.3 ,1.6, 5.0
"Yolo County",06113,***,8.4 ,6.6, 10.4,16,rising,3.5 ,1.6, 5.3
"Amador County",06005,***,8.3 ,5.4, 12.8,5,*,*,*,*
"Los Angeles County",06037,***,8.2 ,8, 8.5,853,rising,1.2 ,0.7, 1.7
"Santa Clara County",06085,***,8.1 ,7.5, 8.6,158,rising,2.3 ,1.6, 3.1
"San Benito County",06069,***,8 ,5.1, 11.9,5,*,*,*,*
"Kings County",06031,***,7.8 ,5.7, 10.4,9,*,*,*,*
"Napa County",06055,***,7.7 ,6.1, 9.8,15,rising,3.1 ,1.0, 5.2
"San Diego County",06073,***,7.7 ,7.2, 8.1,266,rising,2.7 ,2.4, 3.1
"Humboldt County",06023,***,7.6 ,5.8, 9.7,14,rising,2.5 ,0.2, 4.9
"Alameda County",06001,***,7.6 ,7, 8.2,131,rising,1.5 ,0.8, 2.2
"Monterey County",06053,***,7.5 ,6.4, 8.8,33,stable,-10.6 ,-23.6, 4.6
"Kern County",06029,***,7.3 ,6.4, 8.2,56,rising,4.0 ,2.9, 5.1
"Santa Barbara County",06083,***,7.2 ,6.2, 8.4,36,rising,3.0 ,1.9, 4.1
"San Mateo County",06081,***,7.2 ,6.4, 8,67,rising,2.2 ,1.3, 3.1
"Tulare County",06107,***,7.1 ,6, 8.4,30,rising,2.3 ,1.1, 3.5
"Madera County",06039,***,7.1 ,5.3, 9.3,11,rising,3.1 ,1.3, 5.0
"Orange County",06059,***,7.1 ,6.7, 7.5,245,rising,2.4 ,1.9, 2.8
"Lake County",06033,***,7 ,4.9, 10,7,stable,0.9 ,-39.3, 67.7
"Sutter County",06101,***,7 ,5, 9.7,8,rising,2.4 ,0.6, 4.3
"Siskiyou County",06093,***,7 ,4.5, 10.6,6,*,*,*,*
"Sonoma County",06097,***,6.9 ,6.1, 7.9,48,rising,3.4 ,2.3, 4.5
"Butte County",06007,***,6.8 ,5.5, 8.4,20,rising,2.9 ,1.4, 4.3
"Contra Costa County",06013,***,6.8 ,6.1, 7.5,88,rising,2.3 ,1.5, 3.2
"Riverside County",06065,***,6.7 ,6.2, 7.1,165,stable,0.0 ,-1.7, 1.6
