------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=06&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for California by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"California",06000,***,6.2 ,6.1, 6.3,2431,falling,-2.9 ,-5.2, -0.5
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Siskiyou County",06093,***,9.2 ,6.1, 13.7,6,*,*,*,*
"Shasta County",06089,***,7.9 ,6.4, 9.7,20,stable,-0.4 ,-1.5, 0.8
"Humboldt County",06023,***,7.7 ,5.8, 10,12,falling,-1.6 ,-3.2, -0.1
"Tehama County",06103,***,7.5 ,5, 10.8,6,stable,0.1 ,-2.3, 2.5
"Lake County",06033,***,7.4 ,5, 10.7,7,stable,-0.5 ,-2.4, 1.6
"Ventura County",06111,***,7.4 ,6.6, 8.3,65,stable,-0.5 ,-1.3, 0.3
"Sutter County",06101,***,7.4 ,5.3, 10.1,8,stable,-0.1 ,-1.9, 1.7
"Merced County",06047,***,7.4 ,5.9, 9.1,17,stable,-0.6 ,-2.0, 1.0
"Madera County",06039,***,7.3 ,5.4, 9.5,11,stable,-0.8 ,-2.3, 0.8
"Stanislaus County",06099,***,7.2 ,6.2, 8.3,36,falling,-0.8 ,-1.4, -0.1
"Placer County",06061,***,7.1 ,6.1, 8.3,34,stable,-0.8 ,-1.8, 0.3
"Santa Barbara County",06083,***,7.1 ,6.1, 8.3,36,stable,-0.2 ,-1.0, 0.6
"Mendocino County",06045,***,6.9 ,4.9, 9.5,8,falling,-2.3 ,-3.9, -0.7
"San Joaquin County",06077,***,6.8 ,5.9, 7.8,44,stable,-0.9 ,-1.8, 0.0
"Napa County",06055,***,6.8 ,5.2, 8.7,13,stable,0.1 ,-1.6, 1.7
"Tuolumne County",06109,***,6.6 ,4.5, 9.8,6,stable,-1.7 ,-3.9, 0.6
"Kern County",06029,***,6.6 ,5.8, 7.5,47,stable,-0.3 ,-1.0, 0.5
"Yuba County",06115,***,6.6 ,4, 10.1,4,*,*,*,*
"Butte County",06007,***,6.5 ,5.2, 8,19,stable,-0.7 ,-2.2, 0.9
