------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=05&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '05', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=05&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Arkansas by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Arkansas",05000,16.0,476167,"17 of 52"
"Washington County",05143,10.9,24378,"3011 of 3141"
"Faulkner County",05045,11.5,13976,"2947 of 3141"
"Lonoke County",05085,12.7,9068,"2811 of 3141"
"Crittenden County",05035,12.8,6302,"2793 of 3141"
"Benton County",05007,13.0,32666,"2758 of 3141"
"Craighead County",05031,13.1,13679,"2733 of 3141"
"Mississippi County",05093,13.8,6007,"2636 of 3141"
"Pulaski County",05119,14.0,54890,"2602 of 3141"
"Sevier County",05133,14.0,2409,"2595 of 3141"
"Lincoln County",05079,14.3,1979,"2541 of 3141"
"St. Francis County",05123,14.6,3897,"2470 of 3141"
"Pope County",05115,14.7,9342,"2437 of 3141"
"Sebastian County",05131,14.8,18858,"2419 of 3141"
"Greene County",05055,15.3,6768,"2301 of 3141"
"White County",05145,15.4,12084,"2288 of 3141"
"Clark County",05019,15.6,3507,"2226 of 3141"
"Crawford County",05033,15.6,9707,"2211 of 3141"
"Miller County",05091,15.7,6879,"2185 of 3141"
"Johnson County",05071,15.8,4129,"2168 of 3141"
"Jefferson County",05069,15.9,11357,"2128 of 3141"
"Jackson County",05067,16.3,2848,"1983 of 3141"
"Drew County",05043,16.4,3051,"1974 of 3141"
"Yell County",05149,16.5,3573,"1923 of 3141"
"Columbia County",05027,16.6,3976,"1910 of 3141"
"Union County",05139,16.8,6714,"1849 of 3141"
"Saline County",05125,16.8,19508,"1845 of 3141"
"Independence County",05063,16.9,6275,"1799 of 3141"
"Phillips County",05107,16.9,3307,"1793 of 3141"
"Grant County",05053,17.0,3076,"1766 of 3141"
"Howard County",05061,17.0,2295,"1762 of 3141"
"Hempstead County",05057,17.1,3799,"1734 of 3141"
"Poinsett County",05111,17.2,4148,"1704 of 3141"
"Desha County",05041,17.6,2125,"1588 of 3141"
"Cross County",05037,17.6,3025,"1568 of 3141"
"Lee County",05077,17.8,1710,"1508 of 3141"
"Hot Spring County",05059,18.0,6037,"1436 of 3141"
"Arkansas County",05001,18.1,3321,"1415 of 3141"
"Madison County",05087,18.2,2895,"1382 of 3141"
"Bradley County",05011,18.4,2018,"1338 of 3141"
"Conway County",05029,18.5,3875,"1295 of 3141"
"Ouachita County",05103,18.6,4531,"1267 of 3141"
"Ashley County",05003,18.7,3878,"1243 of 3141"
"Franklin County",05047,18.7,3336,"1222 of 3141"
"Logan County",05083,18.8,4103,"1191 of 3141"
"Perry County",05105,18.9,1951,"1157 of 3141"
"Chicot County",05017,19.2,2117,"1065 of 3141"
"Pike County",05109,19.3,2102,"1045 of 3141"
"Lawrence County",05075,19.3,3238,"1044 of 3141"
"Scott County",05127,19.4,2052,"1014 of 3141"
"Nevada County",05099,19.5,1661,"991 of 3141"
"Cleveland County",05025,19.5,1626,"984 of 3141"
"Boone County",05009,19.8,7350,"927 of 3141"
"Little River County",05081,19.9,2487,"893 of 3141"
"Randolph County",05121,19.9,3489,"888 of 3141"
"Dallas County",05039,20.6,1560,"719 of 3141"
"Clay County",05021,20.9,3172,"668 of 3141"
"Calhoun County",05013,21.0,1092,"639 of 3141"
"Carroll County",05015,21.5,5980,"552 of 3141"
"Polk County",05113,21.6,4372,"541 of 3141"
"Woodruff County",05147,21.6,1463,"540 of 3141"
"Monroe County",05095,22.0,1634,"489 of 3141"
"Lafayette County",05073,22.3,1569,"453 of 3141"
"Garland County",05051,22.6,22167,"419 of 3141"
"Prairie County",05117,22.7,1886,"412 of 3141"
"Newton County",05101,23.9,1887,"306 of 3141"
"Izard County",05065,24.8,3352,"230 of 3141"
"Searcy County",05129,24.9,1971,"226 of 3141"
"Fulton County",05049,25.0,3026,"212 of 3141"
"Van Buren County",05141,25.1,4197,"211 of 3141"
"Sharp County",05135,25.6,4366,"182 of 3141"
"Montgomery County",05097,25.8,2335,"169 of 3141"
"Stone County",05137,25.8,3212,"166 of 3141"
"Cleburne County",05023,26.0,6596,"156 of 3141"
"Marion County",05089,27.0,4423,"107 of 3141"
"Baxter County",05005,30.5,12528,"38 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
