------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=05&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '05', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=05&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Arkansas by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Arkansas",05000,54923.000000000,"50 of 52"
"United States",00000,70850.000000000,"N/A"
"Phillips County",05107,34965.000000000,"3099 of 3141"
"Desha County",05041,38156.000000000,"3065 of 3141"
"Chicot County",05017,39059.000000000,"3054 of 3141"
"Lee County",05077,39489.000000000,"3047 of 3141"
"Polk County",05113,40099.000000000,"3034 of 3141"
"St. Francis County",05123,40669.000000000,"3014 of 3141"
"Sharp County",05135,40675.000000000,"3013 of 3141"
"Stone County",05137,41709.000000000,"2966 of 3141"
"Mississippi County",05093,42085.000000000,"2952 of 3141"
"Jackson County",05067,42281.000000000,"2947 of 3141"
"Fulton County",05049,42646.000000000,"2936 of 3141"
"Scott County",05127,42790.000000000,"2930 of 3141"
"Ouachita County",05103,42796.000000000,"2929 of 3141"
"Johnson County",05071,42948.000000000,"2925 of 3141"
"Clay County",05021,43235.000000000,"2913 of 3141"
"Lafayette County",05073,43571.000000000,"2899 of 3141"
"Van Buren County",05141,43648.000000000,"2897 of 3141"
"Marion County",05089,43654.000000000,"2896 of 3141"
"Poinsett County",05111,43919.000000000,"2884 of 3141"
"Searcy County",05129,44179.000000000,"2872 of 3141"
"Howard County",05061,44650.000000000,"2850 of 3141"
"Monroe County",05095,44652.000000000,"2849 of 3141"
"Randolph County",05121,45575.000000000,"2803 of 3141"
"Dallas County",05039,45817.000000000,"2789 of 3141"
"Yell County",05149,45833.000000000,"2785 of 3141"
"Montgomery County",05097,46037.000000000,"2771 of 3141"
"Logan County",05083,46076.000000000,"2768 of 3141"
"Franklin County",05047,46227.000000000,"2758 of 3141"
"Woodruff County",05147,46515.000000000,"2738 of 3141"
"Bradley County",05011,46914.000000000,"2716 of 3141"
"Boone County",05009,46987.000000000,"2709 of 3141"
"Lincoln County",05079,47174.000000000,"2700 of 3141"
"Newton County",05101,47226.000000000,"2691 of 3141"
"Calhoun County",05013,47473.000000000,"2672 of 3141"
"Nevada County",05099,47514.000000000,"2669 of 3141"
"Ashley County",05003,47801.000000000,"2657 of 3141"
"Prairie County",05117,48041.000000000,"2647 of 3141"
"Hempstead County",05057,48213.000000000,"2636 of 3141"
"Lawrence County",05075,48426.000000000,"2623 of 3141"
"Baxter County",05005,48433.000000000,"2622 of 3141"
"Arkansas County",05001,48735.000000000,"2604 of 3141"
"Pike County",05109,48816.000000000,"2597 of 3141"
"Jefferson County",05069,48817.000000000,"2596 of 3141"
"Izard County",05065,49000.000000000,"2588 of 3141"
"Columbia County",05027,49198.000000000,"2572 of 3141"
"Crittenden County",05035,50384.000000000,"2472 of 3141"
"Drew County",05043,50711.000000000,"2437 of 3141"
"Pope County",05115,50919.000000000,"2419 of 3141"
"Cross County",05037,51027.000000000,"2406 of 3141"
"Little River County",05081,51363.000000000,"2379 of 3141"
"Conway County",05029,51424.000000000,"2374 of 3141"
"Carroll County",05015,51474.000000000,"2365 of 3141"
"Independence County",05063,51585.000000000,"2358 of 3141"
"Madison County",05087,51609.000000000,"2356 of 3141"
"Crawford County",05033,51778.000000000,"2342 of 3141"
"Sebastian County",05131,51888.000000000,"2332 of 3141"
"Union County",05139,51911.000000000,"2327 of 3141"
"Hot Spring County",05059,52086.000000000,"2305 of 3141"
"Miller County",05091,52087.000000000,"2304 of 3141"
"Sevier County",05133,52770.000000000,"2227 of 3141"
"Cleveland County",05025,53049.000000000,"2207 of 3141"
"Clark County",05019,54289.000000000,"2115 of 3141"
"Garland County",05051,54550.000000000,"2098 of 3141"
"Craighead County",05031,54830.000000000,"2070 of 3141"
"Perry County",05105,55000.000000000,"2056 of 3141"
"White County",05145,55203.000000000,"2034 of 3141"
"Greene County",05055,55302.000000000,"2027 of 3141"
"Cleburne County",05023,56236.000000000,"1943 of 3141"
"Washington County",05143,60926.000000000,"1445 of 3141"
"Grant County",05053,60969.000000000,"1439 of 3141"
"Pulaski County",05119,63863.000000000,"1168 of 3141"
"Lonoke County",05085,64690.000000000,"1092 of 3141"
"Faulkner County",05045,65781.000000000,"1006 of 3141"
"Saline County",05125,71046.000000000,"671 of 3141"
"Benton County",05007,71185.000000000,"665 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
