------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=076&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=076&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Illinois by County

"Brain & ONS (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois(6,10)",17000,***,6.3 ,6.1, 6.5,873,stable,1.0 ,-1.4, 3.5
"US (SEER+NPCR)(1,10)",00000,***,6.5 ,6.5, 6.5,22497,falling,-1.3 ,-2.4, -0.3
"Morgan County(6,10)",17137,***,12.8 ,7.9, 19.6,5,stable,20.6 ,-11.5, 64.3
"Franklin County(6,10)",17055,***,10.6 ,6.5, 16.4,4,stable,-10.5 ,-34.2, 21.7
"Clinton County(6,10)",17027,***,10.2 ,6.1, 15.9,4,*,*,*,*
"Montgomery County(6,10)",17135,***,9.8 ,5.7, 15.9,4,*,*,*,*
"Logan County(6,10)",17107,***,9.2 ,5.4, 15,4,*,*,*,*
"Williamson County(6,10)",17199,***,9.1 ,6.3, 12.8,7,stable,-4.2 ,-21.7, 17.2
"Monroe County(6,10)",17133,***,9 ,5, 14.9,3,*,*,*,*
"Christian County(6,10)",17021,***,9 ,5.3, 14.4,4,stable,-3.1 ,-45.4, 72.2
"Livingston County(6,10)",17105,***,8.9 ,5.3, 14,4,stable,14.8 ,-30.9, 90.7
"Madison County(6,10)",17119,***,8.2 ,6.8, 9.9,24,stable,4.1 ,-8.7, 18.6
"Knox County(6,10)",17095,***,8.1 ,5.2, 12.3,5,stable,13.6 ,-41.9, 122.2
"La Salle County(6,10)",17099,***,8.1 ,6, 10.7,11,stable,7.8 ,-6.2, 23.8
"Grundy County(6,10)",17063,***,7.6 ,4.5, 11.9,4,rising,10.8 ,2.1, 20.2
"McLean County(6,10)",17113,***,7.6 ,5.8, 9.8,12,stable,-12.2 ,-25.6, 3.6
"Kankakee County(6,10)",17091,***,7.5 ,5.5, 10.1,9,stable,7.9 ,-18.8, 43.5
"Rock Island County(6,10)",17161,***,7.3 ,5.5, 9.4,13,stable,41.5 ,-1.2, 102.6
"McHenry County(6,10)",17111,***,7.3 ,6, 8.8,23,stable,4.7 ,-11.9, 24.3
"Coles County(6,10)",17029,***,7.2 ,4.4, 11.2,4,falling,-26.0 ,-44.9, -0.6
"Kane County(6,10)",17089,***,7.2 ,6.2, 8.3,38,stable,-7.8 ,-25.0, 13.3
"Boone County(6,10)",17007,***,7 ,4.2, 11,4,*,*,*,*
"Jefferson County(6,10)",17081,***,6.9 ,3.9, 11.3,3,stable,0.3 ,-55.0, 123.5
"Sangamon County(6,10)",17167,***,6.8 ,5.3, 8.5,15,falling,-6.4 ,-10.2, -2.6
"Jackson County(6,10)",17077,***,6.7 ,4, 10.6,4,*,*,*,*
"Ogle County(6,10)",17141,***,6.7 ,3.9, 10.7,4,*,*,*,*
"DuPage County(6,10)",17043,***,6.6 ,5.9, 7.4,68,stable,-3.6 ,-16.0, 10.6
"Will County(6,10)",17197,***,6.6 ,5.7, 7.5,45,stable,2.7 ,-0.3, 5.7
"Tazewell County(6,10)",17179,***,6.5 ,4.8, 8.7,10,stable,0.3 ,-27.4, 38.5
"Macon County(6,10)",17115,***,6.5 ,4.6, 8.9,8,stable,2.1 ,-39.8, 73.3
"Champaign County(6,10)",17019,***,6.4 ,4.9, 8.3,12,stable,-2.8 ,-14.8, 10.9
"Kendall County(6,10)",17093,***,6.4 ,4.4, 8.9,7,falling,-21.1 ,-30.3, -10.7
"Lake County(6,10)",17097,***,6.3 ,5.5, 7.2,46,stable,5.6 ,-10.3, 24.2
