"NAME","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"United States Virgin Islands","2017","487210","Scenic and sightseeing transportation, water","14","51","2420","78",
"United States Virgin Islands","2017","511","Publishing industries (except internet)","8","88","3489","78",
"United States Virgin Islands","2017","5111","Newspaper, periodical, book, and directory publishers","7","88","3452","78",
"United States Virgin Islands","2017","51111","Newspaper publishers","4","83","3262","78",
"United States Virgin Islands","2017","511110","Newspaper publishers","4","83","3262","78",
"United States Virgin Islands","2017","515","Broadcasting (except internet)","6","22","476","78",
"United States Virgin Islands","2017","5151","Radio and television broadcasting","6","22","476","78",
"United States Virgin Islands","2017","51511","Radio broadcasting","5","17","429","78",
"United States Virgin Islands","2017","515112","Radio stations","5","17","429","78",
"United States Virgin Islands","2017","517","Telecommunications","23","525","27531","78",
"United States Virgin Islands","2017","5173","Wired and wireless telecommunications carriers","19","504","26374","78",
"United States Virgin Islands","2017","52211","Commercial banking","25","489","20271","78",
"United States Virgin Islands","2017","522110","Commercial banking","25","489","20271","78",
"United States Virgin Islands","2017","52213","Credit unions","5","40","1365","78",
"United States Virgin Islands","2017","5241","Insurance carriers","7","18","663","78",
"United States Virgin Islands","2017","52411","Direct life, health, and medical insurance carriers","4","13","545","78",
"United States Virgin Islands","2017","524113","Direct life insurance carriers","4","13","545","78",
"United States Virgin Islands","2017","52412","Direct insurance (except life, health, and medical) carriers","3","5","118","78",
"United States Virgin Islands","2017","524126","Direct property and casualty insurance carriers","3","5","118","78",
"United States Virgin Islands","2017","5242","Agencies, brokerages, and other insurance related activities","36","240","13771","78",
"United States Virgin Islands","2017","53111","Lessors of residential buildings and dwellings","21","100","2310","78",
"United States Virgin Islands","2017","531110","Lessors of residential buildings and dwellings","21","100","2310","78",
"United States Virgin Islands","2017","53112","Lessors of nonresidential buildings (except miniwarehouses)","39","240","10634","78",
"United States Virgin Islands","2017","531312","Nonresidential property managers","9","32","1165","78",
"United States Virgin Islands","2017","53139","Other activities related to real estate","5","40","2086","78",
"United States Virgin Islands","2017","531390","Other activities related to real estate","5","40","2086","78",
"United States Virgin Islands","2017","532","Rental and leasing services","60","383","11890","78",
"United States Virgin Islands","2017","5321","Automotive equipment rental and leasing","33","239","7804","78",
"United States Virgin Islands","2017","541","Professional, scientific, and technical services","229","1205","80213","78",
"United States Virgin Islands","2017","5413","Architectural, engineering, and related services","30","124","4700","78",
"United States Virgin Islands","2017","54131","Architectural services","9","22","1113","78",
"United States Virgin Islands","2017","541310","Architectural services","9","22","1113","78",
"United States Virgin Islands","2017","54133","Engineering services","9","24","824","78",
"United States Virgin Islands","2017","541330","Engineering services","9","24","824","78",
"United States Virgin Islands","2017","541940","Veterinary services","7","59","1998","78",
"United States Virgin Islands","2017","55","Management of companies and enterprises","7","88","4991","78",
"United States Virgin Islands","2017","551","Management of companies and enterprises","7","88","4991","78",
"United States Virgin Islands","2017","5511","Management of companies and enterprises","7","88","4991","78",
"United States Virgin Islands","2017","55111","Management of companies and enterprises","7","88","4991","78",
"United States Virgin Islands","2017","551112","Offices of other holding companies","6","80","4421","78",
"United States Virgin Islands","2017","56","Administrative and support and waste management and remediation services","161","1889","53848","78",
"United States Virgin Islands","2017","56151","Travel agencies","4","33","954","78",
"United States Virgin Islands","2017","561510","Travel agencies","4","33","954","78",
"United States Virgin Islands","2017","56152","Tour operators","17","167","3297","78",
"United States Virgin Islands","2017","561520","Tour operators","17","167","3297","78",
"United States Virgin Islands","2017","5616","Investigation and security services","18","633","14458","78",
"United States Virgin Islands","2017","56161","Investigation, guard, and armored car services","13","591","12940","78",
"United States Virgin Islands","2017","5621","Waste collection","11","91","2688","78",
"United States Virgin Islands","2017","56211","Waste collection","11","91","2688","78",
"United States Virgin Islands","2017","562111","Solid waste collection","11","91","2688","78",
"United States Virgin Islands","2017","5629","Remediation and other waste management services","5","25","1132","78",
"United States Virgin Islands","2017","56291","Remediation services","3","0","0","78",
"United States Virgin Islands","2017","562910","Remediation services","3","0","0","78",
"United States Virgin Islands","2017","61","Educational services","32","637","18127","78",
"United States Virgin Islands","2017","611","Educational services","32","637","18127","78",
"United States Virgin Islands","2017","62111","Offices of physicians","78","531","24645","78",
"United States Virgin Islands","2017","621111","Offices of physicians (except mental health specialists)","76","529","24543","78",
"United States Virgin Islands","2017","62134","Offices of physical, occupational and speech therapists, and audiologists","8","39","1484","78",
"United States Virgin Islands","2017","621340","Offices of physical, occupational and speech therapists, and audiologists","8","39","1484","78",
"United States Virgin Islands","2017","62139","Offices of all other health practitioners","7","19","392","78",
"United States Virgin Islands","2017","621391","Offices of podiatrists","4","15","336","78",
"United States Virgin Islands","2017","621399","Offices of all other miscellaneous health practitioners","3","4","56","78",
"United States Virgin Islands","2017","6214","Outpatient care centers","8","170","6188","78",
"United States Virgin Islands","2017","62149","Other outpatient care centers","6","136","5480","78",
"United States Virgin Islands","2017","621498","All other outpatient care centers","3","0","0","78",
"United States Virgin Islands","2017","6215","Medical and diagnostic laboratories","8","75","3656","78",
"United States Virgin Islands","2017","62151","Medical and diagnostic laboratories","8","75","3656","78",
"United States Virgin Islands","2017","811","Repair and maintenance","54","343","12145","78",
"United States Virgin Islands","2017","51731","Wired and wireless telecommunications carriers","19","504","26374","78",
"United States Virgin Islands","2017","517311","Wired telecommunications carriers","11","438","23573","78",
"United States Virgin Islands","2017","517312","Wireless telecommunications carriers (except satellite)","8","0","0","78",
"United States Virgin Islands","2017","5179","Other telecommunications","4","21","1157","78",
"United States Virgin Islands","2017","51791","Other telecommunications","4","21","1157","78",
"United States Virgin Islands","2017","522130","Credit unions","5","40","1365","78",
"United States Virgin Islands","2017","5222","Nondepository credit intermediation","7","97","12875","78",
"United States Virgin Islands","2017","52229","Other nondepository credit intermediation","7","97","12875","78",
"United States Virgin Islands","2017","522292","Real estate credit","5","87","12547","78",
"United States Virgin Islands","2017","5223","Activities related to credit intermediation","11","71","4925","78",
"United States Virgin Islands","2017","52231","Mortgage and nonmortgage loan brokers","4","0","0","78",
"United States Virgin Islands","2017","522310","Mortgage and nonmortgage loan brokers","4","0","0","78",
"United States Virgin Islands","2017","52239","Other activities related to credit intermediation","6","25","701","78",
"United States Virgin Islands","2017","522390","Other activities related to credit intermediation","6","25","701","78",
"United States Virgin Islands","2017","52421","Insurance agencies and brokerages","34","239","13669","78",
"United States Virgin Islands","2017","524210","Insurance agencies and brokerages","34","239","13669","78",
"United States Virgin Islands","2017","531120","Lessors of nonresidential buildings (except miniwarehouses)","39","240","10634","78",
"United States Virgin Islands","2017","53113","Lessors of miniwarehouses and self-storage units","3","6","226","78",
"United States Virgin Islands","2017","531130","Lessors of miniwarehouses and self-storage units","3","6","226","78",
"United States Virgin Islands","2017","5312","Offices of real estate agents and brokers","26","82","2293","78",
"United States Virgin Islands","2017","53211","Passenger car rental and leasing","33","239","7804","78",
"United States Virgin Islands","2017","532111","Passenger car rental","30","221","7387","78",
"United States Virgin Islands","2017","5411","Legal services","84","373","22554","78",
"United States Virgin Islands","2017","54111","Offices of lawyers","83","372","22507","78",
"United States Virgin Islands","2017","54137","Surveying and mapping (except geophysical) services","5","21","570","78",
