"GEO_TTL","YEAR","NAICS2002","NAICS2002_TTL","ESTAB","EMP","PAYANN","state",
"Pennsylvania","2006","1132  ","Forest Nurseries and Gathering of Forest Products","8","0","0","42",
"Pennsylvania","2006","11321 ","Forest Nurseries and Gathering of Forest Products","8","0","0","42",
"Pennsylvania","2006","113210","Forest Nurseries and Gathering of Forest Products","8","0","0","42",
"Pennsylvania","2006","1133  ","Logging","247","756","18321","42",
"Pennsylvania","2006","22112 ","Electric Power Transmission, Control, and Distribution","245","14349","1363325","42",
"Pennsylvania","2006","221121","Electric Bulk Power Transmission and Control","8","0","0","42",
"Pennsylvania","2006","221122","Electric Power Distribution","237","0","0","42",
"Pennsylvania","2006","238320","Painting and Wall Covering Contractors","1295","6998","245578","42",
"Pennsylvania","2006","2212  ","Natural Gas Distribution","133","4566","326487","42",
"Pennsylvania","2006","22121 ","Natural Gas Distribution","133","4566","326487","42",
"Pennsylvania","2006","23832 ","Painting and Wall Covering Contractors","1295","6998","245578","42",
"Pennsylvania","2006","31183 ","Tortilla Manufacturing","1","0","0","42",
"Pennsylvania","2006","23833 ","Flooring Contractors","589","2788","112079","42",
"Pennsylvania","2006","238330","Flooring Contractors","589","2788","112079","42",
"Pennsylvania","2006","23834 ","Tile and Terrazzo Contractors","262","1533","62427","42",
"Pennsylvania","2006","311830","Tortilla Manufacturing","1","0","0","42",
"Pennsylvania","2006","3119  ","Other Food Manufacturing","147","10385","395189","42",
"Pennsylvania","2006","315192","Underwear and Nightwear Knitting Mills","4","0","0","42",
"Pennsylvania","2006","31191 ","Snack Food Manufacturing","62","5927","227935","42",
"Pennsylvania","2006","311911","Roasted Nuts and Peanut Butter Manufacturing","6","294","15811","42",
"Pennsylvania","2006","315191","Outerwear Knitting Mills","17","0","0","42",
"Pennsylvania","2006","3152  ","Cut and Sew Apparel Manufacturing","303","8685","213621","42",
"Pennsylvania","2006","32213 ","Paperboard Mills","9","635","36532","42",
"Pennsylvania","2006","31521 ","Cut and Sew Apparel Contractors","183","3169","57596","42",
"Pennsylvania","2006","315211","Men's and Boys' Cut and Sew Apparel Contractors","40","1355","28230","42",
"Pennsylvania","2006","322122","Newsprint Mills","2","0","0","42",
"Pennsylvania","2006","322130","Paperboard Mills","9","635","36532","42",
"Pennsylvania","2006","32531 ","Fertilizer Manufacturing","27","480","19520","42",
"Pennsylvania","2006","3222  ","Converted Paper Product Manufacturing","245","17935","832853","42",
"Pennsylvania","2006","325222","Noncellulosic Organic Fiber Manufacturing","4","26","460","42",
"Pennsylvania","2006","3253  ","Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","34","713","31374","42",
"Pennsylvania","2006","32712 ","Clay Building Material and Refractories Manufacturing","53","2284","97599","42",
"Pennsylvania","2006","325311","Nitrogenous Fertilizer Manufacturing","5","114","5714","42",
"Pennsylvania","2006","327112","Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing","33","0","0","42",
"Pennsylvania","2006","327113","Porcelain Electrical Supply Manufacturing","10","502","20175","42",
"Pennsylvania","2006","331522","Nonferrous (except Aluminum) Die-Casting Foundries","10","454","17098","42",
"Pennsylvania","2006","327121","Brick and Structural Clay Tile Manufacturing","9","0","0","42",
"Pennsylvania","2006","33152 ","Nonferrous Metal Foundries","89","4314","178854","42",
"Pennsylvania","2006","331521","Aluminum Die-Casting Foundries","16","1221","42843","42",
"Pennsylvania","2006","332999","All Other Miscellaneous Fabricated Metal Product Manufacturing","175","3804","163438","42",
"Pennsylvania","2006","331524","Aluminum Foundries (except Die-Casting)","29","1362","53754","42",
"Pennsylvania","2006","332997","Industrial Pattern Manufacturing","41","274","8540","42",
"Pennsylvania","2006","332998","Enameled Iron and Metal Sanitary Ware Manufacturing","4","0","0","42",
"Pennsylvania","2006","333131","Mining Machinery and Equipment Manufacturing","21","2331","132028","42",
"Pennsylvania","2006","333   ","Machinery Manufacturing","1350","52828","2651101","42",
"Pennsylvania","2006","333120","Construction Machinery Manufacturing","31","3544","168685","42",
"Pennsylvania","2006","33313 ","Mining and Oil and Gas Field Machinery Manufacturing","31","2713","152832","42",
"Pennsylvania","2006","333210","Sawmill and Woodworking Machinery Manufacturing","14","179","7627","42",
"Pennsylvania","2006","333132","Oil and Gas Field Machinery and Equipment Manufacturing","10","382","20804","42",
"Pennsylvania","2006","3332  ","Industrial Machinery Manufacturing","208","7000","374932","42",
"Pennsylvania","2006","33321 ","Sawmill and Woodworking Machinery Manufacturing","14","179","7627","42",
"Pennsylvania","2006","333312","Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing","2","0","0","42",
"Pennsylvania","2006","33322 ","Plastics and Rubber Industry Machinery Manufacturing","27","1052","62858","42",
"Pennsylvania","2006","33331 ","Commercial and Service Industry Machinery Manufacturing","104","2972","158178","42",
"Pennsylvania","2006","333311","Automatic Vending Machine Manufacturing","3","0","0","42",
"Pennsylvania","2006","333513","Machine Tool (Metal Forming Types) Manufacturing","14","399","17392","42",
"Pennsylvania","2006","333313","Office Machinery Manufacturing","4","0","0","42",
"Pennsylvania","2006","333511","Industrial Mold Manufacturing","131","2567","111333","42",
"Pennsylvania","2006","333512","Machine Tool (Metal Cutting Types) Manufacturing","26","1118","54908","42",
"Pennsylvania","2006","333514","Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","202","4017","170708","42",
"Pennsylvania","2006","33399 ","All Other General Purpose Machinery Manufacturing","198","7426","369406","42",
"Pennsylvania","2006","333515","Cutting Tool and Machine Tool Accessory Manufacturing","83","1950","87257","42",
"Pennsylvania","2006","333923","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","15","2361","175080","42",
"Pennsylvania","2006","333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","12","538","20831","42",
"Pennsylvania","2006","334310","Audio and Video Equipment Manufacturing","12","0","0","42",
"Pennsylvania","2006","333991","Power-Driven Handtool Manufacturing","6","593","28582","42",
"Pennsylvania","2006","3343  ","Audio and Video Equipment Manufacturing","12","0","0","42",
"Pennsylvania","2006","33431 ","Audio and Video Equipment Manufacturing","12","0","0","42",
"Pennsylvania","2006","3344  ","Semiconductor and Other Electronic Component Manufacturing","222","11265","470039","42",
"Pennsylvania","2006","334613","Magnetic and Optical Recording Media Manufacturing","7","0","0","42",
"Pennsylvania","2006","33441 ","Semiconductor and Other Electronic Component Manufacturing","222","11265","470039","42",
"Pennsylvania","2006","334611","Software Reproducing","5","0","0","42",
"Pennsylvania","2006","334612","Prerecorded Compact Disc (except Software), Tape, and Record Reproducing","16","1609","64842","42",
"Pennsylvania","2006","335   ","Electrical Equipment, Appliance, and Component Manufacturing","308","23706","1087367","42",
"Pennsylvania","2006","336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","1","0","0","42",
"Pennsylvania","2006","335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","46","0","0","42",
"Pennsylvania","2006","336   ","Transportation Equipment Manufacturing","371","44365","2292888","42",
